fundingTime,fundingRate,markPrice
2020-11-06 16:00:00.001000+00:00,-0.0001338,
2020-11-07 00:00:00.001000+00:00,-0.00163209,
2020-11-07 08:00:00+00:00,0.0001,
2020-11-07 16:00:00.006000+00:00,0.00037936,
2020-11-08 00:00:00+00:00,0.0001,
2020-11-08 08:00:00+00:00,0.0001,
2020-11-08 16:00:00+00:00,0.00010028,
2020-11-09 00:00:00.007000+00:00,0.00027346,
2020-11-09 08:00:00.001000+00:00,0.0001,
2020-11-09 16:00:00.002000+00:00,0.0001,
2020-11-10 00:00:00.003000+00:00,0.0001,
2020-11-10 08:00:00.011000+00:00,0.00036412,
2020-11-10 16:00:00+00:00,0.0001,
2020-11-11 00:00:00+00:00,0.0001,
2020-11-11 08:00:00.009000+00:00,0.00026794,
2020-11-11 16:00:00.003000+00:00,0.00018849,
2020-11-12 00:00:00.001000+00:00,0.0001,
2020-11-12 08:00:00.001000+00:00,0.0001,
2020-11-12 16:00:00+00:00,0.0001,
2020-11-13 00:00:00+00:00,0.0001,
2020-11-13 08:00:00+00:00,0.0001,
2020-11-13 16:00:00+00:00,0.0001,
2020-11-14 00:00:00.005000+00:00,0.0001,
2020-11-14 08:00:00.004000+00:00,0.0001,
2020-11-14 16:00:00.001000+00:00,0.0001,
2020-11-15 00:00:00.001000+00:00,0.0001,
2020-11-15 08:00:00+00:00,0.0001,
2020-11-15 16:00:00.003000+00:00,0.00024228,
2020-11-16 00:00:00+00:00,0.0001,
2020-11-16 08:00:00.010000+00:00,0.0001,
2020-11-16 16:00:00.001000+00:00,0.0001,
2020-11-17 00:00:00.002000+00:00,0.0001,
2020-11-17 08:00:00.003000+00:00,0.00055062,
2020-11-17 16:00:00.003000+00:00,0.0003889,
2020-11-18 00:00:00.005000+00:00,0.00129737,
2020-11-18 08:00:00.006000+00:00,0.00033069,
2020-11-18 16:00:00+00:00,2.149e-05,
2020-11-19 00:00:00.008000+00:00,0.0001,
2020-11-19 08:00:00+00:00,-0.00098885,
2020-11-19 16:00:00.001000+00:00,0.0001,
2020-11-20 00:00:00.003000+00:00,0.0001,
2020-11-20 08:00:00.005000+00:00,0.0001,
2020-11-20 16:00:00+00:00,0.00025095,
2020-11-21 00:00:00+00:00,0.0001,
2020-11-21 08:00:00+00:00,0.0001,
2020-11-21 16:00:00.001000+00:00,0.00101282,
2020-11-22 00:00:00.005000+00:00,0.00102128,
2020-11-22 08:00:00+00:00,-0.00055853,
2020-11-22 16:00:00+00:00,-0.00074916,
2020-11-23 00:00:00.005000+00:00,-0.00047751,
2020-11-23 08:00:00+00:00,-0.00013206,
2020-11-23 16:00:00.003000+00:00,-1.472e-05,
2020-11-24 00:00:00+00:00,0.0001,
2020-11-24 08:00:00+00:00,0.00030371,
2020-11-24 16:00:00.005000+00:00,0.0001,
2020-11-25 00:00:00.005000+00:00,0.00041817,
2020-11-25 08:00:00.005000+00:00,0.0001,
2020-11-25 16:00:00.015000+00:00,0.00068985,
2020-11-26 00:00:00.012000+00:00,-0.00027055,
2020-11-26 08:00:00.002000+00:00,-0.00419164,
2020-11-26 16:00:00.001000+00:00,-0.00095725,
2020-11-27 00:00:00.001000+00:00,-0.0025881,
2020-11-27 08:00:00+00:00,-0.00179633,
2020-11-27 16:00:00.007000+00:00,-0.00258539,
2020-11-28 00:00:00.007000+00:00,-0.00121635,
2020-11-28 08:00:00.012000+00:00,-0.00136122,
2020-11-28 16:00:00+00:00,-0.00091001,
2020-11-29 00:00:00.007000+00:00,-0.0008815,
2020-11-29 08:00:00+00:00,-0.00225574,
2020-11-29 16:00:00+00:00,-0.0006728,
2020-11-30 00:00:00.004000+00:00,-0.0007644,
2020-11-30 08:00:00.007000+00:00,-0.00090649,
2020-11-30 16:00:00+00:00,-0.00055293,
2020-12-01 00:00:00+00:00,-0.00099685,
2020-12-01 08:00:00.003000+00:00,-0.00089102,
2020-12-01 16:00:00+00:00,-0.0012781,
2020-12-02 00:00:00.001000+00:00,-0.0014013,
2020-12-02 08:00:00.011000+00:00,-1.74e-06,
2020-12-02 16:00:00.005000+00:00,-0.00109398,
2020-12-03 00:00:00.001000+00:00,0.0001,
2020-12-03 08:00:00.031000+00:00,0.0001,
2020-12-03 16:00:00+00:00,0.0001,
2020-12-04 00:00:00.006000+00:00,0.0001,
2020-12-04 08:00:00.009000+00:00,-0.00024496,
2020-12-04 16:00:00+00:00,-0.0011123,
2020-12-05 00:00:00+00:00,-0.00060138,
2020-12-05 08:00:00+00:00,0.0001,
2020-12-05 16:00:00+00:00,-1.751e-05,
2020-12-06 00:00:00.004000+00:00,0.0001,
2020-12-06 08:00:00+00:00,0.0001,
2020-12-06 16:00:00.001000+00:00,0.0001,
2020-12-07 00:00:00+00:00,0.0001,
2020-12-07 08:00:00.008000+00:00,0.0001,
2020-12-07 16:00:00+00:00,0.0001,
2020-12-08 00:00:00.003000+00:00,0.0001,
2020-12-08 08:00:00.003000+00:00,0.0001,
2020-12-08 16:00:00.033000+00:00,0.0001,
2020-12-09 00:00:00+00:00,7.7e-06,
2020-12-09 08:00:00.010000+00:00,0.0001,
2020-12-09 16:00:00+00:00,1.44e-05,
2020-12-10 00:00:00+00:00,-5.839e-05,
2020-12-10 08:00:00+00:00,5.504e-05,
2020-12-10 16:00:00.007000+00:00,-0.00079147,
2020-12-11 00:00:00+00:00,0.0001,
2020-12-11 08:00:00.016000+00:00,-0.00073541,
2020-12-11 16:00:00.010000+00:00,0.0001,
2020-12-12 00:00:00.009000+00:00,8.023e-05,
2020-12-12 08:00:00.002000+00:00,-0.00234814,
2020-12-12 16:00:00+00:00,-0.00143339,
2020-12-13 00:00:00.007000+00:00,-0.00173105,
2020-12-13 08:00:00+00:00,-0.00055675,
2020-12-13 16:00:00+00:00,-0.00072483,
2020-12-14 00:00:00+00:00,-0.00035996,
2020-12-14 08:00:00+00:00,-9.372e-05,
2020-12-14 16:00:00+00:00,-8.654e-05,
2020-12-15 00:00:00.006000+00:00,-0.00046511,
2020-12-15 08:00:00.001000+00:00,-0.0007831,
2020-12-15 16:00:00+00:00,-0.00056365,
2020-12-16 00:00:00.001000+00:00,-0.00035194,
2020-12-16 08:00:00+00:00,0.0001,
2020-12-16 16:00:00+00:00,0.0001,
2020-12-17 00:00:00+00:00,0.0001,
2020-12-17 08:00:00+00:00,0.0001,
2020-12-17 16:00:00.011000+00:00,0.0001,
2020-12-18 00:00:00+00:00,0.0001,
2020-12-18 08:00:00+00:00,0.0001,
2020-12-18 16:00:00+00:00,0.0001,
2020-12-19 00:00:00+00:00,0.0001,
2020-12-19 08:00:00.018000+00:00,0.0001,
2020-12-19 16:00:00+00:00,0.0001,
2020-12-20 00:00:00.001000+00:00,0.0001,
2020-12-20 08:00:00.011000+00:00,0.0001,
2020-12-20 16:00:00.023000+00:00,0.0001,
2020-12-21 00:00:00.011000+00:00,0.0001,
2020-12-21 08:00:00+00:00,0.0001,
2020-12-21 16:00:00+00:00,0.00027015,
2020-12-22 00:00:00.001000+00:00,0.0001,
2020-12-22 08:00:00.006000+00:00,0.0001,
2020-12-22 16:00:00+00:00,0.0001,
2020-12-23 00:00:00+00:00,-4.427e-05,
2020-12-23 08:00:00+00:00,0.0001,
2020-12-23 16:00:00+00:00,0.0001,
2020-12-24 00:00:00.012000+00:00,-0.00044413,
2020-12-24 08:00:00.009000+00:00,-0.00049946,
2020-12-24 16:00:00.001000+00:00,-0.00023132,
2020-12-25 00:00:00+00:00,-0.00041957,
2020-12-25 08:00:00+00:00,-0.00119,
2020-12-25 16:00:00+00:00,-0.00128276,
2020-12-26 00:00:00.009000+00:00,-0.00143412,
2020-12-26 08:00:00.001000+00:00,-0.00120753,
2020-12-26 16:00:00.006000+00:00,-0.00254219,
2020-12-27 00:00:00+00:00,-0.00101518,
2020-12-27 08:00:00+00:00,-0.00163498,
2020-12-27 16:00:00.001000+00:00,-0.00071416,
2020-12-28 00:00:00.015000+00:00,9.235e-05,
2020-12-28 08:00:00.019000+00:00,-6.254e-05,
2020-12-28 16:00:00+00:00,-0.00078108,
2020-12-29 00:00:00.004000+00:00,-0.0004725,
2020-12-29 08:00:00.003000+00:00,-0.00169461,
2020-12-29 16:00:00+00:00,-0.00039761,
2020-12-30 00:00:00.001000+00:00,-0.00045529,
2020-12-30 08:00:00.001000+00:00,-0.00154578,
2020-12-30 16:00:00.012000+00:00,-0.00112551,
2020-12-31 00:00:00.009000+00:00,-0.0008723,
2020-12-31 08:00:00+00:00,-0.00095399,
2020-12-31 16:00:00.010000+00:00,-0.00161978,
2021-01-01 00:00:00.002000+00:00,-0.00165238,
2021-01-01 08:00:00.006000+00:00,-0.00204383,
2021-01-01 16:00:00.003000+00:00,-0.0008075,
2021-01-02 00:00:00+00:00,-0.00120567,
2021-01-02 08:00:00+00:00,0.0001,
2021-01-02 16:00:00.006000+00:00,-7.871e-05,
2021-01-03 00:00:00.018000+00:00,-9.318e-05,
2021-01-03 08:00:00+00:00,-0.00048296,
2021-01-03 16:00:00.002000+00:00,-0.00253289,
2021-01-04 00:00:00+00:00,-0.00302774,
2021-01-04 08:00:00+00:00,0.0001,
2021-01-04 16:00:00+00:00,-0.00240332,
2021-01-05 00:00:00.020000+00:00,-0.00667102,
2021-01-05 08:00:00.003000+00:00,-0.00285395,
2021-01-05 16:00:00.003000+00:00,-0.00482538,
2021-01-06 00:00:00.010000+00:00,-0.0075,
2021-01-06 08:00:00.003000+00:00,-0.0075,
2021-01-06 16:00:00+00:00,-0.0075,
2021-01-07 00:00:00.007000+00:00,-0.0075,
2021-01-07 08:00:00+00:00,-0.0075,
2021-01-07 16:00:00.004000+00:00,0.0,
2021-01-08 00:00:00+00:00,-0.00094262,
2021-01-08 08:00:00+00:00,0.00071256,
2021-01-08 16:00:00+00:00,0.00012872,
2021-01-09 00:00:00.009000+00:00,0.0003294,
2021-01-09 08:00:00.004000+00:00,0.00138669,
2021-01-09 16:00:00+00:00,0.00051747,
2021-01-10 00:00:00+00:00,0.00318311,
2021-01-10 08:00:00.005000+00:00,0.00201398,
2021-01-10 16:00:00+00:00,0.00080074,
2021-01-11 00:00:00+00:00,0.00024441,
2021-01-11 08:00:00.012000+00:00,0.0001,
2021-01-11 16:00:00+00:00,0.00087274,
2021-01-12 00:00:00+00:00,0.0001,
2021-01-12 08:00:00+00:00,-4.075e-05,
2021-01-12 16:00:00.008000+00:00,0.0001,
2021-01-13 00:00:00.001000+00:00,0.00030906,
2021-01-13 08:00:00+00:00,0.00028285,
2021-01-13 16:00:00.003000+00:00,0.0001,
2021-01-14 00:00:00+00:00,0.0001,
2021-01-14 08:00:00.012000+00:00,0.00013077,
2021-01-14 16:00:00+00:00,0.00127162,
2021-01-15 00:00:00.002000+00:00,0.0001,
2021-01-15 08:00:00+00:00,0.0001,
2021-01-15 16:00:00.004000+00:00,0.00099857,
2021-01-16 00:00:00+00:00,0.00063201,
2021-01-16 08:00:00.008000+00:00,0.00082427,
2021-01-16 16:00:00+00:00,0.00199151,
2021-01-17 00:00:00.009000+00:00,0.0011316,
2021-01-17 08:00:00+00:00,0.00088588,
2021-01-17 16:00:00.001000+00:00,0.00026075,
2021-01-18 00:00:00+00:00,0.00122517,
2021-01-18 08:00:00.004000+00:00,0.0007264,
2021-01-18 16:00:00+00:00,0.00146114,
2021-01-19 00:00:00+00:00,0.00120146,
2021-01-19 08:00:00.005000+00:00,0.00123494,
2021-01-19 16:00:00.012000+00:00,0.0001,
2021-01-20 00:00:00.012000+00:00,0.0001,
2021-01-20 08:00:00.001000+00:00,0.0001,
2021-01-20 16:00:00.001000+00:00,-0.00034721,
2021-01-21 00:00:00+00:00,-4.668e-05,
2021-01-21 08:00:00+00:00,0.0001,
2021-01-21 16:00:00.004000+00:00,-8.357e-05,
2021-01-22 00:00:00.012000+00:00,-0.00054589,
2021-01-22 08:00:00.003000+00:00,-0.00028412,
2021-01-22 16:00:00.001000+00:00,0.0001,
2021-01-23 00:00:00+00:00,0.0001,
2021-01-23 08:00:00.002000+00:00,0.0001,
2021-01-23 16:00:00+00:00,0.0001,
2021-01-24 00:00:00.001000+00:00,0.0001,
2021-01-24 08:00:00.011000+00:00,0.00014037,
2021-01-24 16:00:00.005000+00:00,0.0001,
2021-01-25 00:00:00.007000+00:00,0.00019694,
2021-01-25 08:00:00.012000+00:00,0.0011324,
2021-01-25 16:00:00+00:00,0.0001,
2021-01-26 00:00:00.007000+00:00,0.0001,
2021-01-26 08:00:00+00:00,0.0001,
2021-01-26 16:00:00+00:00,0.0001,
2021-01-27 00:00:00+00:00,0.0001,
2021-01-27 08:00:00.011000+00:00,0.0001,
2021-01-27 16:00:00.003000+00:00,0.0001,
2021-01-28 00:00:00+00:00,0.0001,
2021-01-28 08:00:00+00:00,0.0001,
2021-01-28 16:00:00+00:00,0.00032246,
2021-01-29 00:00:00.009000+00:00,0.0001027,
2021-01-29 08:00:00+00:00,0.00046897,
2021-01-29 16:00:00+00:00,0.00135527,
2021-01-30 00:00:00+00:00,0.00074522,
2021-01-30 08:00:00+00:00,0.000426,
2021-01-30 16:00:00+00:00,0.00083867,
2021-01-31 00:00:00.009000+00:00,0.00136282,
2021-01-31 08:00:00+00:00,0.00068997,
2021-01-31 16:00:00+00:00,0.00125194,
2021-02-01 00:00:00.001000+00:00,0.00025519,
2021-02-01 08:00:00.014000+00:00,0.00037017,
2021-02-01 16:00:00+00:00,0.00023243,
2021-02-02 00:00:00+00:00,0.00049185,
2021-02-02 08:00:00.006000+00:00,0.00049058,
2021-02-02 16:00:00+00:00,0.00178222,
2021-02-03 00:00:00.009000+00:00,0.00185223,
2021-02-03 08:00:00.006000+00:00,0.00090423,
2021-02-03 16:00:00.006000+00:00,0.00103602,
2021-02-04 00:00:00.005000+00:00,0.00114612,
2021-02-04 08:00:00+00:00,0.00196534,
2021-02-04 16:00:00.011000+00:00,0.00116031,
2021-02-05 00:00:00.009000+00:00,0.00139904,
2021-02-05 08:00:00.004000+00:00,0.00250409,
2021-02-05 16:00:00+00:00,0.00248849,
2021-02-06 00:00:00.008000+00:00,0.0012523,
2021-02-06 08:00:00.009000+00:00,0.00177772,
2021-02-06 16:00:00+00:00,0.0015495,
2021-02-07 00:00:00+00:00,0.00069317,
2021-02-07 08:00:00.005000+00:00,0.0001,
2021-02-07 16:00:00.001000+00:00,0.0001,
2021-02-08 00:00:00+00:00,0.00045129,
2021-02-08 08:00:00.001000+00:00,0.00085861,
2021-02-08 16:00:00+00:00,0.00189272,
2021-02-09 00:00:00.010000+00:00,0.00209319,
2021-02-09 08:00:00.006000+00:00,0.00304915,
2021-02-09 16:00:00.007000+00:00,0.0028669,
2021-02-10 00:00:00.009000+00:00,0.00243443,
2021-02-10 08:00:00.014000+00:00,0.00332469,
2021-02-10 16:00:00.005000+00:00,0.00113941,
2021-02-11 00:00:00+00:00,0.0016268,
2021-02-11 08:00:00+00:00,0.00151791,
2021-02-11 16:00:00+00:00,0.00128569,
2021-02-12 00:00:00+00:00,0.00211126,
2021-02-12 08:00:00+00:00,0.00076834,
2021-02-12 16:00:00+00:00,0.00087438,
2021-02-13 00:00:00.001000+00:00,0.0026051,
2021-02-13 08:00:00.003000+00:00,0.00188627,
2021-02-13 16:00:00+00:00,0.0014149,
2021-02-14 00:00:00.013000+00:00,0.00251514,
2021-02-14 08:00:00+00:00,0.00252331,
2021-02-14 16:00:00.008000+00:00,0.00257419,
2021-02-15 00:00:00+00:00,0.00066418,
2021-02-15 08:00:00.006000+00:00,0.0001,
2021-02-15 16:00:00+00:00,0.0001,
2021-02-16 00:00:00.001000+00:00,0.0001,
2021-02-16 08:00:00+00:00,0.00158627,
2021-02-16 16:00:00.010000+00:00,0.00147931,
2021-02-17 00:00:00.005000+00:00,0.0001,
2021-02-17 08:00:00.010000+00:00,0.00100129,
2021-02-17 16:00:00.008000+00:00,0.00142102,
2021-02-18 00:00:00.012000+00:00,0.00104079,
2021-02-18 08:00:00+00:00,0.00155495,
2021-02-18 16:00:00.009000+00:00,0.00083108,
2021-02-19 00:00:00.010000+00:00,0.00094704,
2021-02-19 08:00:00.002000+00:00,0.00094971,
2021-02-19 16:00:00.008000+00:00,0.00077114,
2021-02-20 00:00:00+00:00,0.00134072,
2021-02-20 08:00:00.009000+00:00,0.00167508,
2021-02-20 16:00:00+00:00,0.00248155,
2021-02-21 00:00:00.007000+00:00,0.00087849,
2021-02-21 08:00:00.012000+00:00,0.00097512,
2021-02-21 16:00:00.001000+00:00,0.00101935,
2021-02-22 00:00:00.006000+00:00,0.00090367,
2021-02-22 08:00:00.002000+00:00,0.00060976,
2021-02-22 16:00:00+00:00,0.0001,
2021-02-23 00:00:00+00:00,-0.00114458,
2021-02-23 08:00:00.006000+00:00,0.0001,
2021-02-23 16:00:00+00:00,0.0001,
2021-02-24 00:00:00.012000+00:00,0.0001,
2021-02-24 08:00:00.016000+00:00,0.00031868,
2021-02-24 16:00:00.011000+00:00,0.0001,
2021-02-25 00:00:00.007000+00:00,0.0001,
2021-02-25 08:00:00+00:00,0.0001,
2021-02-25 16:00:00.010000+00:00,0.00038425,
2021-02-26 00:00:00+00:00,0.0001,
2021-02-26 08:00:00.025000+00:00,0.0001,
2021-02-26 16:00:00.010000+00:00,0.0001,
2021-02-27 00:00:00.001000+00:00,0.0001,
2021-02-27 08:00:00+00:00,0.0001,
2021-02-27 16:00:00+00:00,0.00013802,
2021-02-28 00:00:00.021000+00:00,0.0001,
2021-02-28 08:00:00.009000+00:00,0.0001,
2021-02-28 16:00:00+00:00,0.0001,
2021-03-01 00:00:00+00:00,0.0001,
2021-03-01 08:00:00.003000+00:00,0.00012534,
2021-03-01 16:00:00.001000+00:00,0.00038175,
2021-03-02 00:00:00+00:00,0.00021657,
2021-03-02 08:00:00+00:00,0.00051119,
2021-03-02 16:00:00.004000+00:00,0.00023872,
2021-03-03 00:00:00+00:00,0.0007243,
2021-03-03 08:00:00.016000+00:00,0.00026329,
2021-03-03 16:00:00+00:00,0.00096015,
2021-03-04 00:00:00+00:00,0.00017193,
2021-03-04 08:00:00.015000+00:00,0.00048191,
2021-03-04 16:00:00.001000+00:00,0.00058971,
2021-03-05 00:00:00+00:00,0.00018864,
2021-03-05 08:00:00.002000+00:00,0.0001,
2021-03-05 16:00:00.008000+00:00,0.00018812,
2021-03-06 00:00:00+00:00,0.00051149,
2021-03-06 08:00:00+00:00,0.00058979,
2021-03-06 16:00:00+00:00,0.00023359,
2021-03-07 00:00:00.006000+00:00,0.0006165,
2021-03-07 08:00:00.005000+00:00,0.0009311,
2021-03-07 16:00:00.008000+00:00,0.00051022,
2021-03-08 00:00:00+00:00,0.0004945,
2021-03-08 08:00:00+00:00,0.00048468,
2021-03-08 16:00:00.006000+00:00,0.00127854,
2021-03-09 00:00:00+00:00,0.00142095,
2021-03-09 08:00:00+00:00,0.00139988,
2021-03-09 16:00:00+00:00,0.00131768,
2021-03-10 00:00:00.009000+00:00,0.00167246,
2021-03-10 08:00:00.006000+00:00,0.00078312,
2021-03-10 16:00:00.008000+00:00,0.00110016,
2021-03-11 00:00:00+00:00,0.00059116,
2021-03-11 08:00:00+00:00,0.00064766,
2021-03-11 16:00:00.014000+00:00,0.00068954,
2021-03-12 00:00:00.002000+00:00,0.00065755,
2021-03-12 08:00:00.005000+00:00,0.00087095,
2021-03-12 16:00:00.011000+00:00,0.00056749,
2021-03-13 00:00:00+00:00,0.00077028,
2021-03-13 08:00:00.002000+00:00,0.0004546,
2021-03-13 16:00:00+00:00,0.00143906,
2021-03-14 00:00:00.011000+00:00,0.00115139,
2021-03-14 08:00:00+00:00,0.00123232,
2021-03-14 16:00:00+00:00,0.00131239,
2021-03-15 00:00:00.012000+00:00,0.00131865,
2021-03-15 08:00:00.016000+00:00,0.00074456,
2021-03-15 16:00:00.030000+00:00,0.00089187,
