target,train_n,test_n,baseline_pos_pct,purged_cv_auc_mean,purged_cv_auc_std,holdout_auc,brier,ap
y_low_strong_3,3652,1015,13.116100766703177,0.9422453698550676,0.014376917434177433,0.941011703366798,0.06401576067218719,0.6143389308076193
y_low_strong_4,3652,1015,11.9934282584885,0.9369855528205815,0.014436740749545237,0.9345264259549975,0.06154792095124568,0.5800377238284862
y_low_strong_5,3652,1015,11.062431544359255,0.9335765631129135,0.012398080735268808,0.9230415940458806,0.06229770364831155,0.47519411774858916
y_high_strong_3,3652,1015,12.322015334063527,0.9291487021532202,0.013736907217650238,0.9364439979909593,0.06087515190145996,0.6261109448038246
y_high_strong_4,3652,1015,11.171960569550931,0.9253307030994122,0.012902199094186636,0.9209783423757224,0.06402208305029497,0.49496814883631607
y_high_strong_5,3652,1015,9.830230010952903,0.9159404853747519,0.01409223928926731,0.9124597207303975,0.060561998879279065,0.41113111360906435
