signal_time,direction,outcome,R,entry,sl,tp,hull_1d_L49,hull_1d_L78,hull_1d_L100,hull_1d_L160,hull_12h_L49,hull_12h_L78,hull_12h_L100,hull_12h_L160,hull_4h_L49,hull_4h_L78,hull_4h_L100,hull_4h_L160,hull_1h_L49,hull_1h_L78,hull_1h_L100,hull_1h_L160,ema200_1d,ema200_4h,ema200_1h,ema200_15m,asvk_1h,asvk_4h,mh_1h_color,mh_1h_color_align,mh_4h_color,mh_4h_color_align,mh_1h_mf_align,mh_4h_mf_align,hour,weekday,session,do_align,atr_ratio_bin
2024-12-02T18:00:00+00:00,SHORT,win,2.2,96000.0,96735.44,94382.04,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,neutral,neutral,grey_from_red,counter,grey_from_green,aligned,counter,aligned,18,Monday,off,counter,high
2025-03-12T04:00:00+00:00,SHORT,loss,-1.0,82217.01,83172.62,80114.68,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OB,neutral,green,counter,grey_from_red,counter,counter,aligned,4,Wednesday,Asia,counter,med
2025-04-09T08:00:00+00:00,LONG,win,2.2,76915.94,75642.32,79717.91,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,neutral,yellow_OS,grey_from_red,aligned,grey_from_red,aligned,counter,counter,8,Wednesday,London,counter,med
2025-04-17T17:00:00+00:00,LONG,loss,-1.0,84698.41,84179.59,85839.82,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,neutral,neutral,green,aligned,grey_from_green,counter,counter,aligned,17,Thursday,off,counter,med
2025-04-30T07:00:00+00:00,SHORT,loss,-1.0,94869.57,95091.7,94380.88,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,neutral,neutral,grey_from_green,aligned,green,counter,counter,counter,7,Wednesday,London,aligned,med
2025-11-15T04:00:00+00:00,LONG,loss,-1.0,95800.0,94640.66,98350.56,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,neutral,yellow_OS,grey_from_red,aligned,red,counter,counter,counter,4,Saturday,Asia,counter,med
2025-05-25T13:00:00+00:00,LONG,loss,-1.0,107272.73,107009.62,107851.57,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,green,red,counter,red,counter,counter,aligned,13,Sunday,NY,aligned,low
2025-07-08T18:00:00+00:00,LONG,win,2.2,108562.95,108264.22,109220.16,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,yellow_OB,neutral,green,aligned,red,counter,aligned,counter,18,Tuesday,off,counter,med
2025-08-10T18:00:00+00:00,SHORT,loss,-1.0,118623.14,118912.97,117985.51,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,green,counter,counter,counter,18,Sunday,off,aligned,med
2025-09-13T22:00:00+00:00,LONG,loss,-1.0,115800.88,115512.12,116436.16,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,red,red,counter,grey_from_green,counter,aligned,aligned,22,Saturday,off,aligned,low
2025-09-16T18:00:00+00:00,LONG,loss,-1.0,115905.89,115067.55,117750.24,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,yellow_OB,yellow_OB,grey_from_green,counter,red,counter,aligned,aligned,18,Tuesday,off,counter,med
2025-10-28T22:00:00+00:00,SHORT,win,2.2,113566.44,115021.39,110365.55,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,yellow_OS,yellow_OB,grey_from_green,aligned,grey_from_green,aligned,counter,counter,22,Tuesday,off,counter,high
2025-11-20T00:00:00+00:00,LONG,loss,-1.0,90850.0,89143.2,94604.96,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,neutral,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,0,Thursday,Asia,aligned,med
2025-12-17T17:00:00+00:00,SHORT,loss,-1.0,87136.97,88725.16,83642.95,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,yellow_OS,green,counter,grey_from_red,counter,counter,aligned,17,Wednesday,off,counter,high
2025-12-30T18:00:00+00:00,SHORT,loss,-1.0,88577.42,89085.49,87459.66,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,neutral,green,counter,red,aligned,counter,counter,18,Tuesday,off,aligned,med
