signal_time,direction,sl_variant,fvg_b,fvg_t,ob_b,ob_t,poi_b,poi_t,entry,sl,tp,risk_pct,outcome,R,fill_time
2022-02-28T22:15:00+00:00,LONG,ob_full,41670.72,41704.63,41641.0,41926.31,41550.56,41916.43,41697.85,41641.0,41754.7,0.136,no_entry,0.0,2022-03-04T00:47:00
2022-02-28T22:15:00+00:00,LONG,ob_inside_15,41670.72,41704.63,41641.0,41926.31,41550.56,41916.43,41697.85,41683.8,41711.9,0.034,no_entry,0.0,2022-03-04T00:47:00
2022-02-28T22:15:00+00:00,LONG,ob_inside_35,,,,,,,41697.85,41740.86,,,invalid,0.0,
2022-02-28T22:15:00+00:00,LONG,ob_inside_50,,,,,,,41697.85,41783.65,,,invalid,0.0,
2022-02-28T22:15:00+00:00,LONG,poi_extreme,41670.72,41704.63,41641.0,41926.31,41550.56,41916.43,41697.85,41550.56,41845.14,0.353,no_entry,0.0,2022-03-04T00:47:00
2022-03-04T20:15:00+00:00,SHORT,ob_full,39643.45,39665.72,39479.8,39855.7,38327.21,39843.0,39647.9,39855.7,39440.11,0.524,no_entry,0.0,2022-03-06T00:59:00
2022-03-04T20:15:00+00:00,SHORT,ob_inside_15,39643.45,39665.72,39479.8,39855.7,38327.21,39843.0,39647.9,39799.31,39496.49,0.382,no_entry,0.0,2022-03-06T00:59:00
2022-03-04T20:15:00+00:00,SHORT,ob_inside_35,39643.45,39665.72,39479.8,39855.7,38327.21,39843.0,39647.9,39724.14,39571.67,0.192,no_entry,0.0,2022-03-06T00:59:00
2022-03-04T20:15:00+00:00,SHORT,ob_inside_50,39643.45,39665.72,39479.8,39855.7,38327.21,39843.0,39647.9,39667.75,39628.06,0.05,no_entry,0.0,2022-03-06T00:59:00
2022-03-04T20:15:00+00:00,SHORT,poi_extreme,39643.45,39665.72,39479.8,39855.7,38327.21,39843.0,39647.9,39843.0,39452.81,0.492,no_entry,0.0,2022-03-06T00:59:00
2022-03-13T13:15:00+00:00,LONG,ob_full,38526.72,38594.57,38308.83,38792.58,38223.6,38714.97,38581.0,38308.83,38853.17,0.705,no_entry,0.0,2022-03-13T20:20:00
2022-03-13T13:15:00+00:00,LONG,ob_inside_15,38526.72,38594.57,38308.83,38792.58,38223.6,38714.97,38581.0,38381.39,38780.61,0.517,no_entry,0.0,2022-03-13T20:20:00
2022-03-13T13:15:00+00:00,LONG,ob_inside_35,38526.72,38594.57,38308.83,38792.58,38223.6,38714.97,38581.0,38478.14,38683.86,0.267,no_entry,0.0,2022-03-13T20:20:00
2022-03-13T13:15:00+00:00,LONG,ob_inside_50,38526.72,38594.57,38308.83,38792.58,38223.6,38714.97,38581.0,38550.71,38611.29,0.079,no_entry,0.0,2022-03-13T20:20:00
2022-03-13T13:15:00+00:00,LONG,poi_extreme,38526.72,38594.57,38308.83,38792.58,38223.6,38714.97,38581.0,38223.6,38938.4,0.926,no_entry,0.0,2022-03-13T20:20:00
2022-03-14T11:20:00+00:00,SHORT,ob_full,38982.43,38999.0,38944.97,39067.0,39042.05,39486.71,38985.74,39067.0,38904.49,0.208,loss,-1.0,2022-03-14T11:20:00
2022-03-14T11:20:00+00:00,SHORT,ob_inside_15,38982.43,38999.0,38944.97,39067.0,39042.05,39486.71,38985.74,39048.7,38922.79,0.161,loss,-1.0,2022-03-14T11:20:00
2022-03-14T11:20:00+00:00,SHORT,ob_inside_35,38982.43,38999.0,38944.97,39067.0,39042.05,39486.71,38985.74,39024.29,38947.2,0.099,loss,-1.0,2022-03-14T11:20:00
2022-03-14T11:20:00+00:00,SHORT,ob_inside_50,38982.43,38999.0,38944.97,39067.0,39042.05,39486.71,38985.74,39005.99,38965.5,0.052,loss,-1.0,2022-03-14T11:20:00
2022-03-14T11:20:00+00:00,SHORT,poi_extreme,38982.43,38999.0,38944.97,39067.0,39042.05,39486.71,38985.74,39486.71,38484.78,1.285,win,1.0,2022-03-14T18:29:00
2022-03-23T13:45:00+00:00,SHORT,ob_full,42081.77,42177.72,42107.73,42345.32,42236.46,43361.0,42100.96,42345.32,41856.6,0.58,loss,-1.0,2022-03-23T14:59:00
2022-03-23T13:45:00+00:00,SHORT,ob_inside_15,42081.77,42177.72,42107.73,42345.32,42236.46,43361.0,42100.96,42309.68,41892.24,0.496,loss,-1.0,2022-03-23T14:29:00
2022-03-23T13:45:00+00:00,SHORT,ob_inside_35,42081.77,42177.72,42107.73,42345.32,42236.46,43361.0,42100.96,42262.16,41939.76,0.383,loss,-1.0,2022-03-23T14:16:00
2022-03-23T13:45:00+00:00,SHORT,ob_inside_50,42081.77,42177.72,42107.73,42345.32,42236.46,43361.0,42100.96,42226.53,41975.39,0.298,no_entry,0.0,2022-03-23T14:07:00
2022-03-23T13:45:00+00:00,SHORT,poi_extreme,42081.77,42177.72,42107.73,42345.32,42236.46,43361.0,42100.96,43361.0,40840.92,2.993,loss,-1.0,2022-03-24T06:28:00
2022-03-25T02:15:00+00:00,SHORT,ob_full,44053.95,44067.97,44000.0,44220.89,44126.52,45400.0,44056.75,44220.89,43892.62,0.373,no_entry,0.0,2022-03-25T04:57:00
2022-03-25T02:15:00+00:00,SHORT,ob_inside_15,44053.95,44067.97,44000.0,44220.89,44126.52,45400.0,44056.75,44187.76,43925.75,0.297,no_entry,0.0,2022-03-25T04:57:00
2022-03-25T02:15:00+00:00,SHORT,ob_inside_35,44053.95,44067.97,44000.0,44220.89,44126.52,45400.0,44056.75,44143.58,43969.93,0.197,no_entry,0.0,2022-03-25T04:57:00
2022-03-25T02:15:00+00:00,SHORT,ob_inside_50,44053.95,44067.97,44000.0,44220.89,44126.52,45400.0,44056.75,44110.44,44003.06,0.122,no_entry,0.0,2022-03-25T04:57:00
2022-03-25T02:15:00+00:00,SHORT,poi_extreme,44053.95,44067.97,44000.0,44220.89,44126.52,45400.0,44056.75,45400.0,42713.51,3.049,loss,-1.0,2022-03-27T20:35:00
2022-03-25T07:45:00+00:00,SHORT,ob_full,44006.68,44136.96,44126.51,44498.02,43643.69,44949.0,44032.74,44498.02,43567.45,1.057,loss,-1.0,2022-03-25T11:40:00
2022-03-25T07:45:00+00:00,SHORT,ob_inside_15,44006.68,44136.96,44126.51,44498.02,43643.69,44949.0,44032.74,44442.29,43623.18,0.93,no_entry,0.0,2022-03-25T08:44:00
2022-03-25T07:45:00+00:00,SHORT,ob_inside_35,44006.68,44136.96,44126.51,44498.02,43643.69,44949.0,44032.74,44367.99,43697.48,0.761,no_entry,0.0,2022-03-25T08:44:00
2022-03-25T07:45:00+00:00,SHORT,ob_inside_50,44006.68,44136.96,44126.51,44498.02,43643.69,44949.0,44032.74,44312.26,43753.21,0.635,no_entry,0.0,2022-03-25T08:44:00
2022-03-25T07:45:00+00:00,SHORT,poi_extreme,44006.68,44136.96,44126.51,44498.02,43643.69,44949.0,44032.74,44949.0,43116.47,2.081,loss,-1.0,2022-03-25T13:33:00
2022-03-28T04:15:00+00:00,SHORT,ob_full,46977.64,46986.49,46955.22,47557.54,47340.47,47990.0,46979.41,47557.54,46401.28,1.231,loss,-1.0,2022-03-28T13:38:00
2022-03-28T04:15:00+00:00,SHORT,ob_inside_15,46977.64,46986.49,46955.22,47557.54,47340.47,47990.0,46979.41,47467.19,46491.63,1.038,loss,-1.0,2022-03-28T13:36:00
2022-03-28T04:15:00+00:00,SHORT,ob_inside_35,46977.64,46986.49,46955.22,47557.54,47340.47,47990.0,46979.41,47346.73,46612.09,0.782,loss,-1.0,2022-03-28T05:14:00
2022-03-28T04:15:00+00:00,SHORT,ob_inside_50,46977.64,46986.49,46955.22,47557.54,47340.47,47990.0,46979.41,47256.38,46702.44,0.59,loss,-1.0,2022-03-28T05:04:00
2022-03-28T04:15:00+00:00,SHORT,poi_extreme,46977.64,46986.49,46955.22,47557.54,47340.47,47990.0,46979.41,47990.0,45968.82,2.151,loss,-1.0,2022-03-28T18:50:00
2022-03-30T23:00:00+00:00,LONG,ob_full,47058.51,47071.71,46831.81,47130.02,46445.42,47434.79,47069.07,46831.81,47306.33,0.504,win,1.0,2022-03-31T01:23:00
2022-03-30T23:00:00+00:00,LONG,ob_inside_15,47058.51,47071.71,46831.81,47130.02,46445.42,47434.79,47069.07,46876.54,47261.6,0.409,win,1.0,2022-03-31T00:48:00
2022-03-30T23:00:00+00:00,LONG,ob_inside_35,47058.51,47071.71,46831.81,47130.02,46445.42,47434.79,47069.07,46936.18,47201.96,0.282,no_entry,0.0,2022-03-30T23:56:00
2022-03-30T23:00:00+00:00,LONG,ob_inside_50,47058.51,47071.71,46831.81,47130.02,46445.42,47434.79,47069.07,46980.91,47157.23,0.187,no_entry,0.0,2022-03-30T23:56:00
2022-03-30T23:00:00+00:00,LONG,poi_extreme,47058.51,47071.71,46831.81,47130.02,46445.42,47434.79,47069.07,46445.42,47692.72,1.325,loss,-1.0,2022-03-31T14:03:00
2022-04-05T13:15:00+00:00,SHORT,ob_full,46599.0,46767.55,46700.0,46754.76,46407.35,47444.11,46632.71,46754.76,46510.66,0.262,not_filled,0.0,
2022-04-05T13:15:00+00:00,SHORT,ob_inside_15,46599.0,46767.55,46700.0,46754.76,46407.35,47444.11,46632.71,46746.55,46518.87,0.244,not_filled,0.0,
2022-04-05T13:15:00+00:00,SHORT,ob_inside_35,46599.0,46767.55,46700.0,46754.76,46407.35,47444.11,46632.71,46735.59,46529.83,0.221,not_filled,0.0,
2022-04-05T13:15:00+00:00,SHORT,ob_inside_50,46599.0,46767.55,46700.0,46754.76,46407.35,47444.11,46632.71,46727.38,46538.04,0.203,not_filled,0.0,
2022-04-05T13:15:00+00:00,SHORT,poi_extreme,46599.0,46767.55,46700.0,46754.76,46407.35,47444.11,46632.71,47444.11,45821.31,1.74,not_filled,0.0,
2022-04-20T15:00:00+00:00,SHORT,ob_full,41559.99,41564.64,41443.99,41631.47,41445.87,41760.0,41560.92,41631.47,41490.37,0.17,no_entry,0.0,2022-04-20T21:28:00
2022-04-20T15:00:00+00:00,SHORT,ob_inside_15,41559.99,41564.64,41443.99,41631.47,41445.87,41760.0,41560.92,41603.35,41518.49,0.102,no_entry,0.0,2022-04-20T21:28:00
2022-04-20T15:00:00+00:00,SHORT,ob_inside_35,41559.99,41564.64,41443.99,41631.47,41445.87,41760.0,41560.92,41565.85,41555.99,0.012,no_entry,0.0,2022-04-20T21:28:00
2022-04-20T15:00:00+00:00,SHORT,ob_inside_50,,,,,,,41560.92,41537.73,,,invalid,0.0,
2022-04-20T15:00:00+00:00,SHORT,poi_extreme,41559.99,41564.64,41443.99,41631.47,41445.87,41760.0,41560.92,41760.0,41361.84,0.479,no_entry,0.0,2022-04-20T21:28:00
2022-04-24T10:20:00+00:00,SHORT,ob_full,39724.5,39750.11,39744.42,39810.02,39792.65,39980.0,39729.62,39810.02,39649.22,0.202,no_entry,0.0,2022-04-24T14:41:00
2022-04-24T10:20:00+00:00,SHORT,ob_inside_15,39724.5,39750.11,39744.42,39810.02,39792.65,39980.0,39729.62,39800.18,39659.06,0.178,no_entry,0.0,2022-04-24T14:41:00
2022-04-24T10:20:00+00:00,SHORT,ob_inside_35,39724.5,39750.11,39744.42,39810.02,39792.65,39980.0,39729.62,39787.06,39672.18,0.145,no_entry,0.0,2022-04-24T14:41:00
2022-04-24T10:20:00+00:00,SHORT,ob_inside_50,39724.5,39750.11,39744.42,39810.02,39792.65,39980.0,39729.62,39777.22,39682.02,0.12,no_entry,0.0,2022-04-24T14:41:00
2022-04-24T10:20:00+00:00,SHORT,poi_extreme,39724.5,39750.11,39744.42,39810.02,39792.65,39980.0,39729.62,39980.0,39479.24,0.63,no_entry,0.0,2022-04-24T14:41:00
2022-04-26T21:15:00+00:00,LONG,ob_full,38186.5,38246.23,38209.36,38453.92,38098.33,38439.5,38234.28,38209.36,38259.21,0.065,no_entry,0.0,2022-04-26T22:44:00
2022-04-26T21:15:00+00:00,LONG,ob_inside_15,,,,,,,38234.28,38246.04,,,invalid,0.0,
2022-04-26T21:15:00+00:00,LONG,ob_inside_35,,,,,,,38234.28,38294.96,,,invalid,0.0,
2022-04-26T21:15:00+00:00,LONG,ob_inside_50,,,,,,,38234.28,38331.64,,,invalid,0.0,
2022-04-26T21:15:00+00:00,LONG,poi_extreme,38186.5,38246.23,38209.36,38453.92,38098.33,38439.5,38234.28,38098.33,38370.24,0.356,no_entry,0.0,2022-04-26T22:44:00
2022-05-03T23:45:00+00:00,LONG,ob_full,37707.2,37718.9,37517.8,37763.79,37386.38,37630.8,37716.56,37517.8,37915.32,0.527,win,1.0,2022-05-04T00:40:00
2022-05-03T23:45:00+00:00,LONG,ob_inside_15,37707.2,37718.9,37517.8,37763.79,37386.38,37630.8,37716.56,37554.7,37878.42,0.429,win,1.0,2022-05-04T00:40:00
2022-05-03T23:45:00+00:00,LONG,ob_inside_35,37707.2,37718.9,37517.8,37763.79,37386.38,37630.8,37716.56,37603.9,37829.22,0.299,win,1.0,2022-05-04T00:36:00
2022-05-03T23:45:00+00:00,LONG,ob_inside_50,37707.2,37718.9,37517.8,37763.79,37386.38,37630.8,37716.56,37640.79,37792.32,0.201,win,1.0,2022-05-04T00:10:00
2022-05-03T23:45:00+00:00,LONG,poi_extreme,37707.2,37718.9,37517.8,37763.79,37386.38,37630.8,37716.56,37386.38,38046.74,0.875,win,1.0,2022-05-04T02:25:00
2022-05-18T05:15:00+00:00,LONG,ob_full,29909.99,29932.19,29450.38,30090.75,29087.04,29576.7,29927.75,29450.38,30405.12,1.595,loss,-1.0,2022-05-18T13:27:00
2022-05-18T05:15:00+00:00,LONG,ob_inside_15,29909.99,29932.19,29450.38,30090.75,29087.04,29576.7,29927.75,29546.44,30309.06,1.274,loss,-1.0,2022-05-18T12:53:00
2022-05-18T05:15:00+00:00,LONG,ob_inside_35,29909.99,29932.19,29450.38,30090.75,29087.04,29576.7,29927.75,29674.51,30180.99,0.846,loss,-1.0,2022-05-18T12:49:00
2022-05-18T05:15:00+00:00,LONG,ob_inside_50,29909.99,29932.19,29450.38,30090.75,29087.04,29576.7,29927.75,29770.57,30084.93,0.525,no_entry,0.0,2022-05-18T06:24:00
2022-05-18T05:15:00+00:00,LONG,poi_extreme,29909.99,29932.19,29450.38,30090.75,29087.04,29576.7,29927.75,29087.04,30768.46,2.809,loss,-1.0,2022-05-18T14:45:00
2022-05-23T14:15:00+00:00,SHORT,ob_full,30269.99,30323.06,30250.25,30425.0,30319.22,30777.33,30280.6,30425.0,30136.21,0.477,no_entry,0.0,2022-05-23T14:32:00
2022-05-23T14:15:00+00:00,SHORT,ob_inside_15,30269.99,30323.06,30250.25,30425.0,30319.22,30777.33,30280.6,30398.79,30162.42,0.39,no_entry,0.0,2022-05-23T14:32:00
2022-05-23T14:15:00+00:00,SHORT,ob_inside_35,30269.99,30323.06,30250.25,30425.0,30319.22,30777.33,30280.6,30363.84,30197.37,0.275,no_entry,0.0,2022-05-23T14:32:00
2022-05-23T14:15:00+00:00,SHORT,ob_inside_50,30269.99,30323.06,30250.25,30425.0,30319.22,30777.33,30280.6,30337.62,30223.58,0.188,no_entry,0.0,2022-05-23T14:32:00
2022-05-23T14:15:00+00:00,SHORT,poi_extreme,30269.99,30323.06,30250.25,30425.0,30319.22,30777.33,30280.6,30777.33,29783.88,1.64,win,1.0,2022-05-23T19:00:00
2022-05-26T14:00:00+00:00,LONG,ob_full,28500.0,28792.46,28001.0,28614.38,26700.0,28193.4,28733.97,28001.0,29466.94,2.551,no_entry,0.0,2022-05-27T05:41:00
2022-05-26T14:00:00+00:00,LONG,ob_inside_15,28500.0,28792.46,28001.0,28614.38,26700.0,28193.4,28733.97,28093.01,29374.93,2.231,no_entry,0.0,2022-05-27T05:41:00
2022-05-26T14:00:00+00:00,LONG,ob_inside_35,28500.0,28792.46,28001.0,28614.38,26700.0,28193.4,28733.97,28215.68,29252.25,1.804,no_entry,0.0,2022-05-27T05:41:00
2022-05-26T14:00:00+00:00,LONG,ob_inside_50,28500.0,28792.46,28001.0,28614.38,26700.0,28193.4,28733.97,28307.69,29160.25,1.484,no_entry,0.0,2022-05-27T05:41:00
2022-05-26T14:00:00+00:00,LONG,poi_extreme,28500.0,28792.46,28001.0,28614.38,26700.0,28193.4,28733.97,26700.0,30767.94,7.079,win,1.0,2022-05-30T06:17:00
2022-05-27T06:45:00+00:00,LONG,ob_full,28799.97,28856.19,28019.56,28951.46,28669.0,29295.75,28844.95,28019.56,29670.33,2.861,win,1.0,2022-05-30T01:44:00
2022-05-27T06:45:00+00:00,LONG,ob_inside_15,28799.97,28856.19,28019.56,28951.46,28669.0,29295.75,28844.95,28159.35,29530.55,2.377,win,1.0,2022-05-29T22:37:00
2022-05-27T06:45:00+00:00,LONG,ob_inside_35,28799.97,28856.19,28019.56,28951.46,28669.0,29295.75,28844.95,28345.73,29344.17,1.731,win,1.0,2022-05-27T12:46:00
2022-05-27T06:45:00+00:00,LONG,ob_inside_50,28799.97,28856.19,28019.56,28951.46,28669.0,29295.75,28844.95,28485.51,29204.38,1.246,no_entry,0.0,2022-05-27T08:03:00
2022-05-27T06:45:00+00:00,LONG,poi_extreme,28799.97,28856.19,28019.56,28951.46,28669.0,29295.75,28844.95,28669.0,29020.89,0.61,no_entry,0.0,2022-05-27T08:03:00
2022-05-27T11:20:00+00:00,LONG,ob_full,28904.62,28970.01,28643.89,28927.3,28019.56,28998.4,28956.93,28643.89,29269.97,1.081,win,1.0,2022-05-27T12:43:00
2022-05-27T11:20:00+00:00,LONG,ob_inside_15,28904.62,28970.01,28643.89,28927.3,28019.56,28998.4,28956.93,28686.4,29227.46,0.934,win,1.0,2022-05-27T12:42:00
2022-05-27T11:20:00+00:00,LONG,ob_inside_35,28904.62,28970.01,28643.89,28927.3,28019.56,28998.4,28956.93,28743.08,29170.78,0.739,win,1.0,2022-05-27T12:37:00
2022-05-27T11:20:00+00:00,LONG,ob_inside_50,28904.62,28970.01,28643.89,28927.3,28019.56,28998.4,28956.93,28785.6,29128.27,0.592,win,1.0,2022-05-27T12:30:00
2022-05-27T11:20:00+00:00,LONG,poi_extreme,28904.62,28970.01,28643.89,28927.3,28019.56,28998.4,28956.93,28019.56,29894.3,3.237,win,1.0,2022-05-30T02:03:00
2022-05-31T13:45:00+00:00,SHORT,ob_full,31476.24,31693.79,31670.0,31842.69,31734.22,32222.0,31519.75,31842.69,31196.81,1.025,loss,-1.0,2022-05-31T15:49:00
2022-05-31T13:45:00+00:00,SHORT,ob_inside_15,31476.24,31693.79,31670.0,31842.69,31734.22,32222.0,31519.75,31816.79,31222.71,0.942,loss,-1.0,2022-05-31T15:46:00
2022-05-31T13:45:00+00:00,SHORT,ob_inside_35,31476.24,31693.79,31670.0,31842.69,31734.22,32222.0,31519.75,31782.25,31257.25,0.833,no_entry,0.0,2022-05-31T14:16:00
2022-05-31T13:45:00+00:00,SHORT,ob_inside_50,31476.24,31693.79,31670.0,31842.69,31734.22,32222.0,31519.75,31756.35,31283.15,0.751,no_entry,0.0,2022-05-31T14:16:00
2022-05-31T13:45:00+00:00,SHORT,poi_extreme,31476.24,31693.79,31670.0,31842.69,31734.22,32222.0,31519.75,32222.0,30817.5,2.228,loss,-1.0,2022-05-31T16:03:00
2022-06-04T13:20:00+00:00,LONG,ob_full,29578.64,29596.65,29500.0,29584.26,29282.36,29506.24,29593.05,29500.0,29686.1,0.314,loss,-1.0,2022-06-04T14:06:00
2022-06-04T13:20:00+00:00,LONG,ob_inside_15,29578.64,29596.65,29500.0,29584.26,29282.36,29506.24,29593.05,29512.64,29673.46,0.272,loss,-1.0,2022-06-04T14:06:00
2022-06-04T13:20:00+00:00,LONG,ob_inside_35,29578.64,29596.65,29500.0,29584.26,29282.36,29506.24,29593.05,29529.49,29656.61,0.215,loss,-1.0,2022-06-04T14:06:00
2022-06-04T13:20:00+00:00,LONG,ob_inside_50,29578.64,29596.65,29500.0,29584.26,29282.36,29506.24,29593.05,29542.13,29643.97,0.172,loss,-1.0,2022-06-04T14:06:00
2022-06-04T13:20:00+00:00,LONG,poi_extreme,29578.64,29596.65,29500.0,29584.26,29282.36,29506.24,29593.05,29282.36,29903.74,1.05,win,1.0,2022-06-04T14:30:00
2022-06-13T11:15:00+00:00,SHORT,ob_full,23886.54,23901.0,23810.79,24050.0,23928.8,24295.0,23889.43,24050.0,23728.86,0.672,no_entry,0.0,2022-06-13T12:11:00
2022-06-13T11:15:00+00:00,SHORT,ob_inside_15,23886.54,23901.0,23810.79,24050.0,23928.8,24295.0,23889.43,24014.12,23764.75,0.522,no_entry,0.0,2022-06-13T12:11:00
2022-06-13T11:15:00+00:00,SHORT,ob_inside_35,23886.54,23901.0,23810.79,24050.0,23928.8,24295.0,23889.43,23966.28,23812.59,0.322,no_entry,0.0,2022-06-13T12:11:00
2022-06-13T11:15:00+00:00,SHORT,ob_inside_50,23886.54,23901.0,23810.79,24050.0,23928.8,24295.0,23889.43,23930.4,23848.47,0.171,no_entry,0.0,2022-06-13T12:11:00
2022-06-13T11:15:00+00:00,SHORT,poi_extreme,23886.54,23901.0,23810.79,24050.0,23928.8,24295.0,23889.43,24295.0,23483.86,1.698,loss,-1.0,2022-06-13T12:14:00
2022-06-14T05:20:00+00:00,LONG,ob_full,22094.55,22686.63,22353.4,22681.5,21815.0,22646.7,22568.21,22353.4,22783.03,0.952,no_entry,0.0,2022-06-14T06:12:00
2022-06-14T05:20:00+00:00,LONG,ob_inside_15,22094.55,22686.63,22353.4,22681.5,21815.0,22646.7,22568.21,22402.62,22733.81,0.734,no_entry,0.0,2022-06-14T06:12:00
2022-06-14T05:20:00+00:00,LONG,ob_inside_35,22094.55,22686.63,22353.4,22681.5,21815.0,22646.7,22568.21,22468.24,22668.19,0.443,no_entry,0.0,2022-06-14T06:12:00
2022-06-14T05:20:00+00:00,LONG,ob_inside_50,22094.55,22686.63,22353.4,22681.5,21815.0,22646.7,22568.21,22517.45,22618.98,0.225,no_entry,0.0,2022-06-14T06:12:00
2022-06-14T05:20:00+00:00,LONG,poi_extreme,22094.55,22686.63,22353.4,22681.5,21815.0,22646.7,22568.21,21815.0,23321.43,3.337,no_entry,0.0,2022-06-14T06:12:00
2022-06-15T19:30:00+00:00,LONG,ob_full,21773.84,21780.43,21741.59,22136.42,20846.0,22127.91,21779.11,21741.59,21816.63,0.172,no_entry,0.0,2022-06-15T19:45:00
2022-06-15T19:30:00+00:00,LONG,ob_inside_15,,,,,,,21779.11,21800.81,,,invalid,0.0,
2022-06-15T19:30:00+00:00,LONG,ob_inside_35,,,,,,,21779.11,21879.78,,,invalid,0.0,
2022-06-15T19:30:00+00:00,LONG,ob_inside_50,,,,,,,21779.11,21939.0,,,invalid,0.0,
2022-06-15T19:30:00+00:00,LONG,poi_extreme,21773.84,21780.43,21741.59,22136.42,20846.0,22127.91,21779.11,20846.0,22712.22,4.284,win,1.0,2022-06-15T22:27:00
2022-06-29T18:00:00+00:00,LONG,ob_full,20036.11,20073.62,19854.92,20093.74,19770.51,19987.99,20066.12,19854.92,20277.32,1.053,win,1.0,2022-06-29T20:00:00
2022-06-29T18:00:00+00:00,LONG,ob_inside_15,20036.11,20073.62,19854.92,20093.74,19770.51,19987.99,20066.12,19890.74,20241.49,0.874,win,1.0,2022-06-29T19:51:00
2022-06-29T18:00:00+00:00,LONG,ob_inside_35,20036.11,20073.62,19854.92,20093.74,19770.51,19987.99,20066.12,19938.51,20193.73,0.636,win,1.0,2022-06-29T19:51:00
2022-06-29T18:00:00+00:00,LONG,ob_inside_50,20036.11,20073.62,19854.92,20093.74,19770.51,19987.99,20066.12,19974.33,20157.91,0.457,win,1.0,2022-06-29T19:51:00
2022-06-29T18:00:00+00:00,LONG,poi_extreme,20036.11,20073.62,19854.92,20093.74,19770.51,19987.99,20066.12,19770.51,20361.73,1.473,win,1.0,2022-06-29T20:05:00
2022-07-05T08:45:00+00:00,SHORT,ob_full,19920.0,19954.41,19899.41,19993.46,19942.21,20918.35,19926.88,19993.46,19860.3,0.334,no_entry,0.0,2022-07-05T09:11:00
2022-07-05T08:45:00+00:00,SHORT,ob_inside_15,19920.0,19954.41,19899.41,19993.46,19942.21,20918.35,19926.88,19979.35,19874.41,0.263,no_entry,0.0,2022-07-05T09:11:00
2022-07-05T08:45:00+00:00,SHORT,ob_inside_35,19920.0,19954.41,19899.41,19993.46,19942.21,20918.35,19926.88,19960.54,19893.22,0.169,no_entry,0.0,2022-07-05T09:11:00
2022-07-05T08:45:00+00:00,SHORT,ob_inside_50,19920.0,19954.41,19899.41,19993.46,19942.21,20918.35,19926.88,19946.43,19907.33,0.098,no_entry,0.0,2022-07-05T09:11:00
2022-07-05T08:45:00+00:00,SHORT,poi_extreme,19920.0,19954.41,19899.41,19993.46,19942.21,20918.35,19926.88,20918.35,18935.41,4.976,loss,-1.0,2022-07-07T14:42:00
2022-07-15T13:45:00+00:00,SHORT,ob_full,20897.96,20910.62,20835.38,21059.32,20605.75,20900.0,20900.49,21059.32,20741.66,0.76,win,1.0,2022-07-15T16:01:00
2022-07-15T13:45:00+00:00,SHORT,ob_inside_15,20897.96,20910.62,20835.38,21059.32,20605.75,20900.0,20900.49,21025.73,20775.25,0.599,win,1.0,2022-07-15T16:00:00
2022-07-15T13:45:00+00:00,SHORT,ob_inside_35,20897.96,20910.62,20835.38,21059.32,20605.75,20900.0,20900.49,20980.94,20820.04,0.385,no_entry,0.0,2022-07-15T14:00:00
2022-07-15T13:45:00+00:00,SHORT,ob_inside_50,20897.96,20910.62,20835.38,21059.32,20605.75,20900.0,20900.49,20947.35,20853.63,0.224,no_entry,0.0,2022-07-15T14:00:00
2022-07-15T13:45:00+00:00,SHORT,poi_extreme,,,,,,,20900.49,20900.0,,,invalid,0.0,
2022-07-19T16:20:00+00:00,LONG,ob_full,23199.9,23232.0,23012.29,23218.67,22600.0,23232.76,23225.58,23012.29,23438.87,0.918,win,1.0,2022-07-19T16:31:00
2022-07-19T16:20:00+00:00,LONG,ob_inside_15,23199.9,23232.0,23012.29,23218.67,22600.0,23232.76,23225.58,23043.25,23407.91,0.785,loss,-1.0,2022-07-19T16:20:00
2022-07-19T16:20:00+00:00,LONG,ob_inside_35,23199.9,23232.0,23012.29,23218.67,22600.0,23232.76,23225.58,23084.52,23366.64,0.607,loss,-1.0,2022-07-19T16:20:00
2022-07-19T16:20:00+00:00,LONG,ob_inside_50,23199.9,23232.0,23012.29,23218.67,22600.0,23232.76,23225.58,23115.48,23335.68,0.474,loss,-1.0,2022-07-19T16:20:00
2022-07-19T16:20:00+00:00,LONG,poi_extreme,23199.9,23232.0,23012.29,23218.67,22600.0,23232.76,23225.58,22600.0,23851.16,2.693,win,1.0,2022-07-20T07:10:00
2022-08-03T20:15:00+00:00,SHORT,ob_full,23393.91,23442.18,23385.48,23647.68,22977.78,23459.89,23403.56,23647.68,23159.45,1.043,no_entry,0.0,2022-08-05T06:04:00
2022-08-03T20:15:00+00:00,SHORT,ob_inside_15,23393.91,23442.18,23385.48,23647.68,22977.78,23459.89,23403.56,23608.35,23198.78,0.875,no_entry,0.0,2022-08-05T06:04:00
2022-08-03T20:15:00+00:00,SHORT,ob_inside_35,23393.91,23442.18,23385.48,23647.68,22977.78,23459.89,23403.56,23555.91,23251.22,0.651,no_entry,0.0,2022-08-05T06:04:00
2022-08-03T20:15:00+00:00,SHORT,ob_inside_50,23393.91,23442.18,23385.48,23647.68,22977.78,23459.89,23403.56,23516.58,23290.55,0.483,no_entry,0.0,2022-08-05T06:04:00
2022-08-03T20:15:00+00:00,SHORT,poi_extreme,23393.91,23442.18,23385.48,23647.68,22977.78,23459.89,23403.56,23459.89,23347.24,0.241,no_entry,0.0,2022-08-05T06:04:00
