signal_time,direction,entry_pct,fvg_b,fvg_t,ob_b,ob_t,entry,sl,tp,outcome,R,fill_time
2020-04-09T00:00:00+00:00,SHORT,0.6,7361.24,7364.3,7354.63,7420.0,7362.46,7420.0,7304.93,win,1.0,2020-04-09T01:34:00
2020-04-09T00:00:00+00:00,SHORT,0.7,7361.24,7364.3,7354.63,7420.0,7362.16,7420.0,7304.32,win,1.0,2020-04-09T01:34:00
2020-04-09T00:00:00+00:00,SHORT,0.8,7361.24,7364.3,7354.63,7420.0,7361.85,7420.0,7303.7,win,1.0,2020-04-09T01:34:00
2020-04-09T00:00:00+00:00,SHORT,0.9,7361.24,7364.3,7354.63,7420.0,7361.55,7420.0,7303.09,win,1.0,2020-04-09T01:34:00
2020-04-16T01:45:00+00:00,LONG,0.1,6604.96,6615.0,6603.0,6697.27,6605.96,6603.0,6608.93,no_entry,0.0,2020-04-16T03:08:00
2020-04-16T01:45:00+00:00,LONG,0.2,6604.96,6615.0,6603.0,6697.27,6606.97,6603.0,6610.94,no_entry,0.0,2020-04-16T02:05:00
2020-04-16T01:45:00+00:00,LONG,0.3,6604.96,6615.0,6603.0,6697.27,6607.97,6603.0,6612.94,no_entry,0.0,2020-04-16T02:05:00
2020-04-16T01:45:00+00:00,LONG,0.4,6604.96,6615.0,6603.0,6697.27,6608.98,6603.0,6614.95,no_entry,0.0,2020-04-16T02:04:00
2020-04-16T01:45:00+00:00,LONG,0.5,6604.96,6615.0,6603.0,6697.27,6609.98,6603.0,6616.96,no_entry,0.0,2020-04-16T02:04:00
2020-04-16T01:45:00+00:00,LONG,0.6,6604.96,6615.0,6603.0,6697.27,6610.98,6603.0,6618.97,no_entry,0.0,2020-04-16T02:04:00
2020-04-16T01:45:00+00:00,LONG,0.7,6604.96,6615.0,6603.0,6697.27,6611.99,6603.0,6620.98,no_entry,0.0,2020-04-16T02:04:00
2020-04-16T01:45:00+00:00,LONG,0.8,6604.96,6615.0,6603.0,6697.27,6612.99,6603.0,6622.98,no_entry,0.0,2020-04-16T02:04:00
2020-04-16T01:45:00+00:00,LONG,0.9,6604.96,6615.0,6603.0,6697.27,6614.0,6603.0,6624.99,no_entry,0.0,2020-04-16T02:04:00
2020-04-18T08:45:00+00:00,SHORT,0.1,7094.64,7095.13,7047.93,7148.12,7095.08,7148.12,7042.04,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.2,7094.64,7095.13,7047.93,7148.12,7095.03,7148.12,7041.94,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.3,7094.64,7095.13,7047.93,7148.12,7094.98,7148.12,7041.85,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.4,7094.64,7095.13,7047.93,7148.12,7094.93,7148.12,7041.75,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.5,7094.64,7095.13,7047.93,7148.12,7094.89,7148.12,7041.65,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.6,7094.64,7095.13,7047.93,7148.12,7094.84,7148.12,7041.55,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.7,7094.64,7095.13,7047.93,7148.12,7094.79,7148.12,7041.45,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.8,7094.64,7095.13,7047.93,7148.12,7094.74,7148.12,7041.36,loss,-1.0,2020-04-18T12:53:00
2020-04-18T08:45:00+00:00,SHORT,0.9,7094.64,7095.13,7047.93,7148.12,7094.69,7148.12,7041.26,loss,-1.0,2020-04-18T12:53:00
2020-04-27T10:20:00+00:00,SHORT,0.1,7697.38,7700.0,7645.09,7700.0,7699.74,7700.0,7699.48,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.2,7697.38,7700.0,7645.09,7700.0,7699.48,7700.0,7698.95,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.3,7697.38,7700.0,7645.09,7700.0,7699.21,7700.0,7698.43,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.4,7697.38,7700.0,7645.09,7700.0,7698.95,7700.0,7697.9,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.5,7697.38,7700.0,7645.09,7700.0,7698.69,7700.0,7697.38,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.6,7697.38,7700.0,7645.09,7700.0,7698.43,7700.0,7696.86,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.7,7697.38,7700.0,7645.09,7700.0,7698.17,7700.0,7696.33,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.8,7697.38,7700.0,7645.09,7700.0,7697.9,7700.0,7695.81,loss,-1.0,2020-04-27T10:20:00
2020-04-27T10:20:00+00:00,SHORT,0.9,7697.38,7700.0,7645.09,7700.0,7697.64,7700.0,7695.28,loss,-1.0,2020-04-27T10:20:00
2020-05-06T17:15:00+00:00,SHORT,0.1,9249.99,9250.56,9227.51,9380.0,9250.5,9380.0,9121.01,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.2,9249.99,9250.56,9227.51,9380.0,9250.45,9380.0,9120.89,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.3,9249.99,9250.56,9227.51,9380.0,9250.39,9380.0,9120.78,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.4,9249.99,9250.56,9227.51,9380.0,9250.33,9380.0,9120.66,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.5,9249.99,9250.56,9227.51,9380.0,9250.27,9380.0,9120.55,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.6,9249.99,9250.56,9227.51,9380.0,9250.22,9380.0,9120.44,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.7,9249.99,9250.56,9227.51,9380.0,9250.16,9380.0,9120.32,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.8,9249.99,9250.56,9227.51,9380.0,9250.1,9380.0,9120.21,loss,-1.0,2020-05-06T23:02:00
2020-05-06T17:15:00+00:00,SHORT,0.9,9249.99,9250.56,9227.51,9380.0,9250.05,9380.0,9120.09,loss,-1.0,2020-05-06T23:02:00
2020-05-10T00:20:00+00:00,SHORT,0.1,,,,,9443.765,9143.55,,invalid,0.0,
2020-05-10T00:20:00+00:00,SHORT,0.2,,,,,9362.53,9143.55,,invalid,0.0,
2020-05-10T00:20:00+00:00,SHORT,0.3,,,,,9281.295,9143.55,,invalid,0.0,
