signal_time,direction,outcome,R,ob_tf,fvg_tf,hull_1d_L49,hull_1d_L78,hull_1d_L100,hull_1d_L160,hull_12h_L49,hull_12h_L78,hull_12h_L100,hull_12h_L160,hull_4h_L49,hull_4h_L78,hull_4h_L100,hull_4h_L160,hull_1h_L49,hull_1h_L78,hull_1h_L100,hull_1h_L160,ema200_1d,ema200_4h,ema200_1h,ema200_15m,asvk_1h,asvk_4h,mh_1h_color,mh_1h_color_align,mh_4h_color,mh_4h_color_align,mh_1h_mf_align,mh_4h_mf_align,hour,weekday,session,do_align,atr_ratio_bin
2023-07-06T22:20:00+00:00,LONG,loss,-1.0,1h,20m,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,aligned,22,Thursday,off,aligned,high
2023-07-07T01:45:00+00:00,LONG,win,1.0,1h,15m,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,aligned,1,Friday,Asia,counter,high
2023-07-23T00:00:00+00:00,LONG,win,1.0,1h,15m,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,0,Sunday,Asia,aligned,low
2023-07-23T03:45:00+00:00,SHORT,loss,-1.0,2h,15m,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,neutral,yellow_OS,red,aligned,grey_from_red,counter,aligned,aligned,3,Sunday,Asia,aligned,low
2023-08-05T13:15:00+00:00,LONG,win,1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,counter,13,Saturday,NY,aligned,low
2023-08-13T01:30:00+00:00,SHORT,win,1.0,1h,15m,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,neutral,neutral,grey_from_green,aligned,red,aligned,counter,aligned,1,Sunday,Asia,aligned,low
2023-08-14T06:15:00+00:00,SHORT,loss,-1.0,1h,15m,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,yellow_OB,neutral,grey_from_red,counter,red,aligned,counter,aligned,6,Monday,Asia,aligned,high
2023-08-16T12:45:00+00:00,LONG,loss,-1.0,1h,15m,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,yellow_OS,grey_from_red,aligned,red,counter,counter,counter,12,Wednesday,NY,aligned,low
2023-10-01T07:30:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,aligned,7,Sunday,London,aligned,low
2023-10-07T15:45:00+00:00,SHORT,win,1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,green,counter,aligned,counter,15,Saturday,NY,aligned,low
2023-12-23T17:45:00+00:00,SHORT,win,1.0,2h,15m,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,yellow_OB,neutral,green,counter,grey_from_green,aligned,counter,counter,17,Saturday,off,counter,low
2024-01-08T22:20:00+00:00,SHORT,win,1.0,1h,20m,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,22,Monday,off,aligned,high
2024-01-09T18:20:00+00:00,SHORT,loss,-1.0,1h,20m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,yellow_OB,red,grey_from_green,aligned,green,counter,counter,counter,18,Tuesday,off,counter,med
2024-02-09T14:20:00+00:00,SHORT,loss,-1.0,2h,20m,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,14,Friday,NY,aligned,high
2024-02-18T23:30:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,grey_from_green,aligned,red,aligned,counter,counter,23,Sunday,off,aligned,med
2024-02-21T15:30:00+00:00,LONG,win,1.0,1h,15m,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,15,Wednesday,NY,aligned,med
2024-02-23T23:30:00+00:00,LONG,loss,-1.0,2h,15m,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,green,grey_from_red,aligned,red,counter,counter,aligned,23,Friday,off,aligned,low
2024-02-26T00:00:00+00:00,SHORT,win,1.0,1h,15m,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,yellow_OB,neutral,green,counter,green,counter,counter,counter,0,Monday,Asia,aligned,med
2024-02-27T05:00:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,5,Tuesday,Asia,aligned,high
2024-03-20T02:15:00+00:00,LONG,loss,-1.0,1h,15m,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,green,grey_from_red,aligned,red,counter,counter,aligned,2,Wednesday,Asia,counter,high
2024-03-28T23:45:00+00:00,SHORT,win,1.0,2h,15m,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,aligned,counter,counter,counter,counter,neutral,yellow_OB,grey_from_green,aligned,grey_from_green,aligned,counter,counter,23,Thursday,off,aligned,med
2024-05-04T20:45:00+00:00,SHORT,win,1.0,1h,15m,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,aligned,counter,counter,red,red,grey_from_green,aligned,green,counter,counter,aligned,20,Saturday,off,aligned,med
2024-05-11T15:15:00+00:00,LONG,win,1.0,2h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,yellow_OS,grey_from_red,aligned,red,counter,aligned,aligned,15,Saturday,NY,counter,low
2024-05-13T21:20:00+00:00,SHORT,win,1.0,1h,20m,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,red,green,counter,green,counter,counter,counter,21,Monday,off,aligned,high
2024-05-19T04:15:00+00:00,SHORT,loss,-1.0,2h,15m,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,yellow_OB,red,green,counter,grey_from_green,aligned,counter,counter,4,Sunday,Asia,aligned,low
2024-06-03T02:45:00+00:00,SHORT,loss,-1.0,1h,15m,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,neutral,neutral,red,aligned,green,counter,counter,counter,2,Monday,Asia,aligned,high
2024-06-09T01:30:00+00:00,LONG,loss,-1.0,1h,15m,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,1,Sunday,Asia,aligned,low
2024-07-16T08:30:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,neutral,red,grey_from_green,aligned,green,counter,counter,counter,8,Tuesday,London,counter,med
2024-08-23T07:30:00+00:00,SHORT,win,1.0,2h,15m,counter,aligned,counter,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,yellow_OB,yellow_OB,green,counter,green,counter,counter,counter,7,Friday,London,aligned,low
2024-08-28T19:00:00+00:00,LONG,win,1.0,1h,15m,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,yellow_OS,green,grey_from_red,aligned,red,counter,counter,counter,19,Wednesday,off,aligned,high
2024-09-24T21:30:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,21,Tuesday,off,aligned,med
2024-09-24T23:30:00+00:00,SHORT,win,1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,23,Tuesday,off,aligned,med
2024-09-26T00:15:00+00:00,LONG,loss,-1.0,1h,15m,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,0,Thursday,Asia,counter,med
2024-10-01T00:45:00+00:00,LONG,win,1.0,2h,15m,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,grey_from_red,aligned,red,counter,counter,counter,0,Tuesday,Asia,counter,high
2024-10-23T01:20:00+00:00,LONG,loss,-1.0,1h,20m,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,neutral,green,green,aligned,red,counter,aligned,aligned,1,Wednesday,Asia,aligned,med
2024-11-02T18:45:00+00:00,LONG,loss,-1.0,1h,15m,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,aligned,18,Saturday,off,aligned,low
2024-12-04T21:45:00+00:00,SHORT,loss,-1.0,1h,15m,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,neutral,red,aligned,green,counter,counter,counter,21,Wednesday,off,aligned,med
2024-12-09T07:45:00+00:00,LONG,loss,-1.0,1h,15m,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OS,neutral,red,counter,green,aligned,counter,aligned,7,Monday,London,aligned,med
2024-12-10T04:45:00+00:00,LONG,win,1.0,2h,15m,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,green,grey_from_red,aligned,red,counter,counter,counter,4,Tuesday,Asia,aligned,high
2024-12-14T02:15:00+00:00,SHORT,win,1.0,1h,15m,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,neutral,green,counter,green,counter,counter,counter,2,Saturday,Asia,aligned,med
2025-01-09T22:45:00+00:00,LONG,win,1.0,2h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,grey_from_red,aligned,red,counter,counter,aligned,22,Thursday,off,aligned,med
2025-01-13T03:20:00+00:00,LONG,win,1.0,1h,20m,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,neutral,neutral,red,counter,green,aligned,counter,counter,3,Monday,Asia,aligned,high
2025-02-10T19:45:00+00:00,SHORT,loss,-1.0,1h,15m,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,yellow_OB,neutral,grey_from_green,aligned,grey_from_red,counter,counter,aligned,19,Monday,off,aligned,high
2025-02-12T01:45:00+00:00,LONG,loss,-1.0,2h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,1,Wednesday,Asia,counter,high
2025-04-05T14:20:00+00:00,LONG,win,1.0,2h,20m,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,neutral,neutral,red,counter,green,aligned,counter,counter,14,Saturday,NY,aligned,low
2025-04-21T09:20:00+00:00,SHORT,win,1.0,1h,20m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,grey_from_green,aligned,counter,counter,9,Monday,London,aligned,high
2025-05-07T09:15:00+00:00,SHORT,win,1.0,2h,15m,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,aligned,aligned,9,Wednesday,London,aligned,med
2025-05-20T23:45:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,green,counter,counter,counter,23,Tuesday,off,aligned,med
2025-06-14T19:00:00+00:00,LONG,win,1.0,1h,15m,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,counter,19,Saturday,off,aligned,low
2025-06-30T17:00:00+00:00,LONG,loss,-1.0,1h,15m,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,green,aligned,counter,aligned,17,Monday,off,aligned,high
2025-07-01T07:00:00+00:00,LONG,loss,-1.0,2h,15m,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,7,Tuesday,London,aligned,med
2025-07-07T21:45:00+00:00,LONG,win,1.0,1h,15m,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,21,Monday,off,aligned,high
2025-07-22T05:15:00+00:00,LONG,win,1.0,1h,15m,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,counter,aligned,5,Tuesday,Asia,aligned,high
2025-07-25T23:45:00+00:00,LONG,win,1.0,1h,15m,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,aligned,aligned,counter,aligned,yellow_OB,green,green,aligned,red,counter,aligned,counter,23,Friday,off,aligned,med
2025-07-28T01:45:00+00:00,SHORT,loss,-1.0,1h,15m,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,counter,1,Monday,Asia,counter,high
2025-09-26T15:20:00+00:00,LONG,win,1.0,2h,20m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,counter,counter,counter,neutral,green,grey_from_red,aligned,red,counter,counter,counter,15,Friday,NY,counter,med
2025-10-22T22:00:00+00:00,LONG,win,1.0,1h,15m,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,counter,22,Wednesday,off,aligned,med
2025-11-30T22:15:00+00:00,LONG,loss,-1.0,1h,15m,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,aligned,aligned,counter,counter,counter,aligned,aligned,neutral,red,grey_from_green,counter,grey_from_green,counter,aligned,aligned,22,Sunday,off,counter,med
2025-12-11T17:30:00+00:00,LONG,win,1.0,1h,15m,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,grey_from_red,aligned,red,counter,counter,counter,17,Thursday,off,aligned,low
2025-12-11T22:20:00+00:00,SHORT,win,1.0,1h,20m,counter,counter,counter,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,red,neutral,green,counter,red,aligned,aligned,counter,22,Thursday,off,aligned,med
2025-12-14T06:00:00+00:00,LONG,loss,-1.0,2h,15m,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,neutral,neutral,green,aligned,red,counter,aligned,counter,6,Sunday,Asia,aligned,low
2025-12-19T17:00:00+00:00,SHORT,win,1.0,1h,15m,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,17,Friday,off,aligned,med
2025-12-22T23:00:00+00:00,LONG,loss,-1.0,1h,15m,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,yellow_OS,neutral,red,counter,green,aligned,aligned,counter,23,Monday,off,aligned,high
2025-12-29T22:45:00+00:00,LONG,win,1.0,2h,15m,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,aligned,22,Monday,off,aligned,high
2026-01-03T17:15:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,aligned,counter,counter,counter,yellow_OB,yellow_OB,grey_from_green,aligned,green,counter,counter,counter,17,Saturday,off,aligned,low
2026-01-09T21:20:00+00:00,LONG,win,1.0,1h,20m,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,green,aligned,grey_from_red,aligned,counter,aligned,21,Friday,off,aligned,med
2026-01-13T21:45:00+00:00,SHORT,loss,-1.0,1h,15m,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,21,Tuesday,off,aligned,med
2026-01-24T01:15:00+00:00,LONG,win,1.0,1h,15m,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,neutral,yellow_OS,green,aligned,grey_from_red,aligned,aligned,counter,1,Saturday,Asia,aligned,med
2026-04-02T10:45:00+00:00,LONG,loss,-1.0,1h,15m,counter,counter,aligned,aligned,aligned,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,10,Thursday,London,aligned,med
2026-04-19T21:20:00+00:00,LONG,loss,-1.0,1h,20m,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,green,neutral,grey_from_red,aligned,red,counter,counter,aligned,21,Sunday,off,aligned,med
