signal_time,direction,outcome,R,entry,sl,tp,hull_1d_L49,hull_1d_L78,hull_1d_L100,hull_1d_L160,hull_12h_L49,hull_12h_L78,hull_12h_L100,hull_12h_L160,hull_4h_L49,hull_4h_L78,hull_4h_L100,hull_4h_L160,hull_1h_L49,hull_1h_L78,hull_1h_L100,hull_1h_L160,ema200_1d,ema200_4h,ema200_1h,ema200_15m,asvk_1h,asvk_4h,mh_1h_color,mh_1h_color_align,mh_4h_color,mh_4h_color_align,mh_1h_mf_align,mh_4h_mf_align,hour,weekday,session,do_align,atr_ratio_bin
2021-05-14T16:40:00+00:00,SHORT,win,2.2,51009.32,51483.0,49967.24,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,yellow_OB,yellow_OS,green,counter,red,aligned,aligned,aligned,16,Friday,NY,aligned,low
2022-01-24T14:30:00+00:00,LONG,win,2.2,33385.27,32917.17,34415.09,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,14,Monday,NY,aligned,med
2022-01-22T10:40:00+00:00,LONG,loss,-1.0,35087.1,34008.0,37461.14,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,green,red,counter,red,counter,counter,counter,10,Saturday,London,aligned,high
2021-08-05T19:45:00+00:00,SHORT,win,2.2,40984.56,41350.0,40180.58,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,neutral,grey_from_red,counter,grey_from_red,counter,counter,aligned,19,Thursday,off,aligned,high
2021-08-22T19:20:00+00:00,LONG,win,2.2,48539.28,48168.01,49356.07,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OS,yellow_OB,red,counter,grey_from_green,counter,aligned,aligned,19,Sunday,off,aligned,med
2021-09-23T10:15:00+00:00,SHORT,loss,-1.0,43897.57,44200.0,43232.21,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,yellow_OB,neutral,grey_from_green,aligned,grey_from_red,counter,counter,counter,10,Thursday,London,aligned,low
2021-09-24T06:45:00+00:00,SHORT,loss,-1.0,44304.6,45200.0,42334.74,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,neutral,neutral,grey_from_green,aligned,green,counter,counter,counter,6,Friday,Asia,counter,low
2021-11-12T12:15:00+00:00,LONG,loss,-1.0,63820.29,63244.24,65087.58,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,green,red,counter,red,counter,counter,aligned,12,Friday,NY,aligned,med
2024-02-28T17:30:00+00:00,SHORT,loss,-1.0,61980.72,64000.0,57538.3,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,17,Wednesday,off,aligned,high
2024-02-26T22:30:00+00:00,SHORT,loss,-1.0,54609.79,54910.0,53949.33,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,counter,22,Monday,off,aligned,high
2021-12-23T03:45:00+00:00,LONG,loss,-1.0,48374.99,48208.25,48741.82,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,yellow_OS,red,red,counter,green,aligned,aligned,counter,3,Thursday,Asia,aligned,med
2022-01-13T00:40:00+00:00,SHORT,loss,-1.0,43850.06,44075.42,43354.25,aligned,counter,counter,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,red,green,counter,green,counter,counter,aligned,0,Thursday,Asia,counter,med
2022-02-01T17:30:00+00:00,SHORT,win,2.2,38865.33,39265.2,37985.63,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OB,red,green,counter,green,counter,counter,counter,17,Tuesday,off,aligned,med
2022-01-26T06:30:00+00:00,SHORT,loss,-1.0,37552.4,37974.43,36623.92,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,yellow_OB,green,counter,green,counter,counter,aligned,6,Wednesday,Asia,aligned,low
2022-02-18T01:40:00+00:00,LONG,loss,-1.0,40694.51,40300.0,41562.42,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,counter,1,Friday,Asia,counter,high
2022-02-19T11:00:00+00:00,LONG,loss,-1.0,39892.15,39639.03,40449.01,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,green,aligned,red,counter,counter,counter,11,Saturday,London,aligned,low
2022-03-03T22:15:00+00:00,LONG,loss,-1.0,42241.34,41832.28,43141.27,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,22,Thursday,off,aligned,med
2022-03-22T06:15:00+00:00,SHORT,loss,-1.0,42669.23,43361.0,41147.32,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,yellow_OB,green,counter,red,aligned,aligned,counter,6,Tuesday,Asia,aligned,high
2022-03-06T01:40:00+00:00,SHORT,win,2.2,39501.88,39693.87,39079.5,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,green,green,counter,red,aligned,aligned,aligned,1,Sunday,Asia,aligned,low
2022-04-06T20:00:00+00:00,LONG,loss,-1.0,43719.89,43527.09,44144.07,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,counter,20,Wednesday,off,aligned,high
2022-03-30T02:15:00+00:00,LONG,loss,-1.0,46971.06,46445.42,48127.45,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,grey_from_green,counter,aligned,aligned,2,Wednesday,Asia,aligned,med
2023-12-05T23:15:00+00:00,SHORT,win,2.2,44116.6,44488.0,43299.5,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,grey_from_green,aligned,counter,counter,23,Tuesday,off,aligned,high
2023-03-17T12:15:00+00:00,SHORT,win,2.2,26756.58,26970.0,26287.06,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,12,Friday,NY,aligned,med
2023-03-14T16:30:00+00:00,SHORT,win,2.2,25857.48,26140.0,25235.94,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,16,Tuesday,NY,aligned,med
2022-07-30T17:30:00+00:00,SHORT,win,2.2,24523.94,24593.02,24371.96,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,green,counter,grey_from_green,aligned,counter,aligned,17,Saturday,off,aligned,low
2022-07-10T05:00:00+00:00,LONG,loss,-1.0,21257.49,21161.36,21468.98,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,green,yellow_OB,red,counter,grey_from_green,counter,counter,aligned,5,Sunday,Asia,aligned,low
2022-09-12T02:15:00+00:00,SHORT,loss,-1.0,21942.42,22374.0,20992.93,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,yellow_OB,red,green,counter,grey_from_green,aligned,counter,counter,2,Monday,Asia,aligned,high
2022-08-24T20:00:00+00:00,SHORT,win,2.2,21740.29,21809.0,21589.13,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,neutral,green,counter,green,counter,counter,aligned,20,Wednesday,off,aligned,med
2022-09-14T19:45:00+00:00,LONG,loss,-1.0,19881.21,19617.62,20461.11,aligned,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,19,Wednesday,off,aligned,low
2022-09-14T08:40:00+00:00,LONG,loss,-1.0,20291.35,20130.98,20644.15,aligned,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,grey_from_red,aligned,red,counter,counter,aligned,8,Wednesday,London,counter,low
2022-10-26T12:00:00+00:00,SHORT,loss,-1.0,20618.38,20749.68,20329.52,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,12,Wednesday,NY,aligned,high
2023-01-12T21:15:00+00:00,SHORT,loss,-1.0,18879.39,19117.04,18356.54,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,21,Thursday,off,aligned,high
2022-12-15T09:30:00+00:00,LONG,loss,-1.0,17659.62,17610.22,17768.32,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,yellow_OS,yellow_OB,red,counter,green,aligned,aligned,aligned,9,Thursday,London,aligned,med
2023-01-25T02:15:00+00:00,LONG,win,2.2,22507.97,22300.0,22965.49,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,aligned,aligned,2,Wednesday,Asia,aligned,high
2023-02-14T22:30:00+00:00,SHORT,win,2.2,22217.9,22285.0,22070.26,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,neutral,green,counter,green,counter,counter,aligned,22,Tuesday,off,aligned,high
2023-02-24T23:15:00+00:00,LONG,loss,-1.0,23128.82,22974.3,23468.75,aligned,counter,counter,aligned,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,aligned,23,Friday,off,aligned,med
2023-03-12T19:20:00+00:00,SHORT,loss,-1.0,21026.98,21331.75,20356.49,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,19,Sunday,off,aligned,med
2023-04-17T16:30:00+00:00,LONG,loss,-1.0,29401.18,29240.65,29754.36,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,aligned,16,Monday,NY,aligned,high
2023-05-31T20:30:00+00:00,LONG,win,2.2,27069.67,27000.2,27222.52,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,yellow_OS,grey_from_red,aligned,red,counter,counter,aligned,20,Wednesday,off,aligned,med
2023-10-02T14:15:00+00:00,SHORT,win,2.2,28323.88,28580.0,27760.43,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,grey_from_green,aligned,green,counter,counter,counter,14,Monday,NY,aligned,high
2023-10-04T02:15:00+00:00,LONG,win,2.2,27381.15,27202.0,27775.3,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,grey_from_red,aligned,grey_from_green,counter,counter,aligned,2,Wednesday,Asia,aligned,med
2023-10-13T14:15:00+00:00,SHORT,loss,-1.0,26827.37,26966.85,26520.51,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,yellow_OB,green,green,counter,grey_from_red,counter,aligned,aligned,14,Friday,NY,aligned,low
2024-01-24T11:15:00+00:00,SHORT,win,2.2,40271.43,40555.0,39647.58,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,red,yellow_OS,green,counter,red,aligned,aligned,aligned,11,Wednesday,London,aligned,low
2024-07-02T10:40:00+00:00,LONG,win,2.2,62683.54,62485.63,63118.94,aligned,counter,counter,counter,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,aligned,aligned,yellow_OS,red,red,counter,green,aligned,aligned,aligned,10,Tuesday,London,aligned,low
2024-08-04T18:15:00+00:00,LONG,loss,-1.0,58078.32,57122.77,60180.55,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,green,red,counter,red,counter,counter,counter,18,Sunday,off,aligned,med
2024-08-03T20:30:00+00:00,LONG,loss,-1.0,60495.59,59850.0,61915.87,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,red,counter,red,counter,counter,counter,20,Saturday,off,aligned,low
2024-07-21T17:00:00+00:00,LONG,loss,-1.0,67213.29,65777.0,70373.11,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,aligned,yellow_OB,red,red,counter,green,aligned,aligned,aligned,17,Sunday,off,counter,med
2024-08-27T03:45:00+00:00,LONG,loss,-1.0,62904.49,62716.0,63319.18,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,3,Tuesday,Asia,counter,high
2024-09-19T03:15:00+00:00,SHORT,win,2.2,62168.08,62329.0,61814.06,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,counter,3,Thursday,Asia,aligned,high
2024-09-09T14:20:00+00:00,SHORT,loss,-1.0,55362.15,55799.0,54401.06,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,14,Monday,NY,aligned,med
2024-09-11T11:15:00+00:00,LONG,loss,-1.0,56605.63,56328.26,57215.84,counter,counter,counter,counter,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,yellow_OS,yellow_OB,red,counter,green,aligned,aligned,counter,11,Wednesday,London,aligned,med
2024-10-09T15:15:00+00:00,LONG,loss,-1.0,61970.97,61634.61,62710.98,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,counter,15,Wednesday,NY,aligned,low
2026-02-06T05:15:00+00:00,LONG,win,2.2,65150.13,63770.17,68186.04,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,neutral,green,grey_from_red,aligned,red,counter,counter,counter,5,Friday,Asia,counter,high
2024-11-01T04:30:00+00:00,LONG,loss,-1.0,69472.76,69334.0,69778.05,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,4,Friday,Asia,aligned,high
2024-10-31T17:15:00+00:00,LONG,loss,-1.0,70553.32,70355.93,70987.59,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,grey_from_green,counter,counter,aligned,17,Thursday,off,aligned,med
2025-02-26T20:45:00+00:00,LONG,loss,-1.0,83947.2,82256.01,87667.82,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,green,red,counter,grey_from_red,aligned,counter,counter,20,Wednesday,off,aligned,med
2025-02-27T00:00:00+00:00,LONG,win,2.2,84232.35,83918.38,84923.07,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,green,red,counter,grey_from_red,aligned,counter,counter,0,Thursday,Asia,aligned,med
2025-06-11T23:20:00+00:00,LONG,loss,-1.0,108475.52,108064.0,109380.88,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,grey_from_green,counter,counter,aligned,23,Wednesday,off,aligned,med
2025-07-25T07:15:00+00:00,LONG,loss,-1.0,115445.39,114723.16,117034.31,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_green,counter,counter,counter,7,Friday,London,aligned,med
2025-10-01T06:20:00+00:00,SHORT,loss,-1.0,114496.11,114740.0,113959.54,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,aligned,6,Wednesday,Asia,aligned,med
2025-10-13T02:15:00+00:00,SHORT,win,2.2,115460.02,115963.81,114351.68,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,red,yellow_OS,green,counter,grey_from_red,counter,aligned,aligned,2,Monday,Asia,aligned,low
2025-10-28T01:15:00+00:00,LONG,loss,-1.0,114084.32,113788.32,114735.5,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,green,red,red,counter,green,aligned,aligned,aligned,1,Tuesday,Asia,aligned,med
2026-01-14T22:40:00+00:00,SHORT,win,2.2,97302.24,97924.49,95933.29,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,22,Wednesday,off,aligned,med
2026-03-09T17:30:00+00:00,SHORT,loss,-1.0,68827.51,69225.0,67953.05,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,red,neutral,green,counter,grey_from_red,counter,aligned,aligned,17,Monday,off,aligned,high
2026-04-08T13:40:00+00:00,SHORT,loss,-1.0,72019.64,72857.0,70177.45,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,red,grey_from_green,aligned,green,counter,counter,counter,13,Wednesday,NY,aligned,med
2026-04-15T08:15:00+00:00,LONG,win,2.2,73810.33,73514.0,74462.24,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,yellow_OS,yellow_OB,red,counter,green,aligned,aligned,aligned,8,Wednesday,London,aligned,med
2020-02-20T16:45:00+00:00,LONG,win,2.2,9572.99,9400.0,9953.57,na,na,na,na,counter,counter,na,na,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,grey_from_red,aligned,red,counter,aligned,counter,16,Thursday,NY,aligned,low
2020-02-24T10:30:00+00:00,LONG,win,2.2,9733.28,9694.74,9818.07,na,na,na,na,aligned,counter,na,na,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,neutral,red,counter,green,aligned,aligned,counter,10,Monday,London,aligned,high
2020-02-27T20:30:00+00:00,SHORT,win,2.2,8889.97,8919.0,8826.1,na,na,na,na,aligned,aligned,aligned,na,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,yellow_OB,green,green,counter,red,aligned,aligned,aligned,20,Thursday,off,aligned,med
2020-03-20T21:40:00+00:00,LONG,win,2.2,6086.94,5670.0,7004.22,counter,na,na,na,aligned,aligned,aligned,na,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,neutral,red,red,counter,green,aligned,aligned,aligned,21,Friday,off,aligned,high
2020-04-30T19:20:00+00:00,LONG,win,2.2,8750.51,8401.0,9519.43,aligned,aligned,aligned,na,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,green,red,red,counter,green,aligned,aligned,aligned,19,Thursday,off,aligned,high
2020-05-22T19:40:00+00:00,SHORT,loss,-1.0,9188.26,9224.0,9109.62,aligned,aligned,counter,na,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,yellow_OB,green,green,counter,red,aligned,aligned,counter,19,Friday,off,aligned,low
2020-06-16T14:30:00+00:00,SHORT,win,2.2,9521.58,9589.0,9373.27,aligned,aligned,aligned,na,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,grey_from_green,aligned,grey_from_red,counter,counter,counter,14,Tuesday,NY,aligned,med
2020-07-10T10:45:00+00:00,LONG,win,2.2,9175.98,9157.95,9215.65,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,counter,10,Friday,London,aligned,med
2020-07-09T20:40:00+00:00,LONG,loss,-1.0,9221.94,9188.0,9296.61,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,20,Thursday,off,aligned,med
2020-07-10T20:45:00+00:00,SHORT,loss,-1.0,9239.51,9255.5,9204.33,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,aligned,counter,aligned,neutral,neutral,green,counter,red,aligned,counter,counter,20,Friday,off,aligned,low
2020-08-11T21:30:00+00:00,LONG,win,2.2,11251.15,11125.0,11528.66,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,21,Tuesday,off,aligned,med
