dir,z_lo,z_hi,entry,sl,tp,atr,arm_t,fill_t,exit_t,outcome,R
SHORT,57487.74,57943.53,57715.634999999995,58324.12571428571,55890.16285714285,1216.9814285714278,2024-09-04 16:00:00+00:00,2024-09-05 00:00:00+00:00,2024-09-05 08:00:00+00:00,WIN,3.0
SHORT,54045.0,54435.0,54240.0,54994.6,51976.200000000004,1509.1999999999991,2024-09-07 08:00:00+00:00,2024-09-07 16:00:00+00:00,2024-09-08 16:00:00+00:00,LOSS,-1.0
LONG,59871.0,60195.99,60033.494999999995,59526.06785714285,61555.77642857142,1014.8542857142841,2024-09-16 00:00:00+00:00,2024-09-17 08:00:00+00:00,2024-09-18 08:00:00+00:00,LOSS,-1.0
SHORT,62086.0,62268.28,62177.14,62680.7675,60666.2575,1007.255,2024-10-06 08:00:00+00:00,2024-10-07 16:00:00+00:00,2024-10-08 00:00:00+00:00,LOSS,-1.0
SHORT,62058.01,62150.0,62104.005000000005,62588.590000000004,60650.25000000001,969.1699999999998,2024-10-06 16:00:00+00:00,2024-10-08 00:00:00+00:00,2024-10-08 08:00:00+00:00,LOSS,-1.0
LONG,68422.0,68625.99,68523.995,68099.71678571428,69796.82964285713,848.5564285714261,2024-10-21 08:00:00+00:00,2024-10-24 16:00:00+00:00,2024-10-25 00:00:00+00:00,LOSS,-1.0
LONG,66571.42,67377.5,66974.45999999999,66546.91178571427,68257.10464285713,855.096428571429,2024-10-23 08:00:00+00:00,2024-10-24 00:00:00+00:00,2024-10-24 16:00:00+00:00,WIN,3.0
LONG,66920.0,67282.27,67101.13500000001,66673.58678571429,68383.77964285715,855.096428571429,2024-10-23 08:00:00+00:00,2024-10-24 00:00:00+00:00,2024-10-24 16:00:00+00:00,WIN,3.0
SHORT,97700.59,97782.79,97741.69,99094.16214285715,93684.27357142858,2704.944285714286,2025-02-03 16:00:00+00:00,2025-02-04 16:00:00+00:00,2025-02-05 08:00:00+00:00,LOSS,-1.0
SHORT,98116.24,98277.02,98196.63,99766.10964285715,93488.19107142858,3138.959285714285,2025-02-07 08:00:00+00:00,2025-02-07 16:00:00+00:00,2025-02-18 16:00:00+00:00,WIN,3.0
SHORT,96209.92,96517.52,96363.72,97375.74035714286,93327.65892857143,2024.040714285716,2025-02-09 00:00:00+00:00,2025-02-09 08:00:00+00:00,2025-02-10 00:00:00+00:00,LOSS,-1.0
SHORT,96488.14,96760.0,96624.07,97531.1942857143,93902.69714285714,1814.2485714285733,2025-02-10 08:00:00+00:00,2025-02-11 08:00:00+00:00,2025-02-12 16:00:00+00:00,LOSS,-1.0
LONG,87030.56,87392.88,87211.72,86549.80392857143,89197.46821428572,1323.8321428571423,2025-03-26 16:00:00+00:00,2025-03-27 00:00:00+00:00,2025-03-27 08:00:00+00:00,LOSS,-1.0
LONG,86796.0,86974.07,86885.035,86094.50571428571,89256.62285714287,1581.058571428573,2025-03-28 08:00:00+00:00,2025-04-02 08:00:00+00:00,2025-04-02 16:00:00+00:00,LOSS,-1.0
SHORT,78430.0,79347.46,78888.73000000001,80134.07321428573,75152.70035714286,2490.6864285714278,2025-04-08 00:00:00+00:00,2025-04-08 08:00:00+00:00,2025-04-09 00:00:00+00:00,WIN,3.0
SHORT,83849.66,84990.22,84419.94,85329.84535714285,81690.22392857143,1819.8107142857157,2025-04-15 00:00:00+00:00,2025-04-15 16:00:00+00:00,2025-04-16 16:00:00+00:00,LOSS,-1.0
LONG,92580.18,93442.99,93011.58499999999,92112.5407142857,95708.71785714285,1798.0885714285719,2025-04-24 00:00:00+00:00,2025-04-24 08:00:00+00:00,2025-04-25 08:00:00+00:00,WIN,3.0
LONG,94041.0,94373.24,94207.12,93473.97571428571,96406.55285714284,1466.2885714285699,2025-04-27 08:00:00+00:00,2025-04-27 16:00:00+00:00,2025-04-28 00:00:00+00:00,LOSS,-1.0
SHORT,103985.47,104292.69,104139.08,104941.26642857143,101732.52071428571,1604.3728571428571,2025-05-31 16:00:00+00:00,2025-06-01 00:00:00+00:00,2025-06-01 16:00:00+00:00,LOSS,-1.0
SHORT,104591.88,104729.99,104660.935,105412.32071428571,102406.77785714285,1502.7714285714287,2025-06-01 16:00:00+00:00,2025-06-02 00:00:00+00:00,2025-06-02 08:00:00+00:00,LOSS,-1.0
SHORT,105387.67,105935.63,105661.65,106394.74142857142,103462.3757142857,1466.182857142857,2025-06-03 08:00:00+00:00,2025-06-03 16:00:00+00:00,2025-06-05 16:00:00+00:00,WIN,3.0
LONG,109008.82,109446.74,109227.78,108533.61035714285,111310.28892857142,1388.3392857142846,2025-06-12 00:00:00+00:00,2025-07-02 16:00:00+00:00,2025-07-03 00:00:00+00:00,LOSS,-1.0
LONG,106495.09,107061.8,106778.445,105968.48071428572,109208.33785714286,1619.9285714285725,2025-06-17 08:00:00+00:00,2025-06-25 00:00:00+00:00,2025-07-01 08:00:00+00:00,LOSS,-1.0
SHORT,104642.85,105073.53,104858.19,105646.16642857144,102494.26071428572,1575.9528571428568,2025-06-20 00:00:00+00:00,2025-06-20 08:00:00+00:00,2025-06-20 16:00:00+00:00,WIN,3.0
LONG,107105.43,107340.59,107223.01,106229.87071428572,110202.42785714284,1986.278571428569,2025-06-26 16:00:00+00:00,2025-06-27 00:00:00+00:00,2025-07-01 08:00:00+00:00,LOSS,-1.0
SHORT,107308.25,107709.22,107508.735,108023.155,105965.475,1028.8400000000006,2025-06-29 08:00:00+00:00,2025-06-29 16:00:00+00:00,2025-06-30 00:00:00+00:00,LOSS,-1.0
LONG,107250.0,107750.72,107500.36,106999.41392857143,109003.19821428572,1001.8921428571442,2025-06-30 16:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 08:00:00+00:00,LOSS,-1.0
LONG,106615.97,107146.51,106881.23999999999,106399.6382142857,108326.04535714285,963.2035714285729,2025-07-01 16:00:00+00:00,2025-07-02 00:00:00+00:00,2025-07-02 08:00:00+00:00,WIN,3.0
LONG,109020.8,109127.85,109074.32500000001,108422.1917857143,111030.72464285715,1304.2664285714272,2025-07-04 08:00:00+00:00,2025-07-06 08:00:00+00:00,2025-07-06 16:00:00+00:00,LOSS,-1.0
SHORT,112840.7,113420.0,113130.35,113949.94321428573,110671.57035714286,1639.1864285714287,2025-08-03 08:00:00+00:00,2025-08-05 08:00:00+00:00,2025-08-05 16:00:00+00:00,LOSS,-1.0
SHORT,113969.7,115096.73,114533.215,115200.15892857143,112532.38321428571,1333.8878571428565,2025-08-06 08:00:00+00:00,2025-08-07 00:00:00+00:00,2025-08-07 08:00:00+00:00,LOSS,-1.0
SHORT,114992.27,115185.58,115088.925,115775.1075,113030.3775,1372.365,2025-08-07 16:00:00+00:00,2025-08-18 00:00:00+00:00,2025-08-18 08:00:00+00:00,LOSS,-1.0
SHORT,116892.48,117021.16,116956.82,117629.87071428572,114937.66785714286,1346.1014285714296,2025-08-10 08:00:00+00:00,2025-08-15 08:00:00+00:00,2025-08-15 16:00:00+00:00,LOSS,-1.0
LONG,118032.32,118295.09,118163.705,117120.12571428572,121294.44285714286,2087.1585714285716,2025-08-15 16:00:00+00:00,2025-08-17 00:00:00+00:00,2025-08-18 00:00:00+00:00,LOSS,-1.0
SHORT,112792.08,112969.47,112880.775,113814.1975,110080.50749999999,1866.8450000000012,2025-08-22 08:00:00+00:00,2025-08-24 16:00:00+00:00,2025-08-25 16:00:00+00:00,WIN,3.0
SHORT,110303.2,110818.6,110560.9,111530.85071428571,107651.04785714285,1939.9014285714281,2025-08-27 08:00:00+00:00,2025-08-29 00:00:00+00:00,2025-08-29 16:00:00+00:00,WIN,3.0
SHORT,111763.22,111825.16,111794.19,112810.6475,108744.8175,2032.9149999999997,2025-08-28 00:00:00+00:00,2025-08-29 00:00:00+00:00,2025-08-29 08:00:00+00:00,WIN,3.0
LONG,116977.59,117086.01,117031.79999999999,116355.70999999999,119060.06999999999,1352.1800000000014,2025-09-19 00:00:00+00:00,2025-09-19 08:00:00+00:00,2025-09-19 16:00:00+00:00,LOSS,-1.0
SHORT,112815.5,112977.41,112896.455,113463.6875,111194.7575,1134.4649999999997,2025-09-24 08:00:00+00:00,2025-09-25 00:00:00+00:00,2025-09-25 08:00:00+00:00,WIN,3.0
SHORT,109411.19,109477.69,109444.44,110067.76785714286,107574.45642857143,1246.6557142857139,2025-09-28 00:00:00+00:00,2025-09-28 08:00:00+00:00,2025-09-28 16:00:00+00:00,LOSS,-1.0
SHORT,109635.85,109787.75,109711.8,110333.44357142858,107846.86928571429,1243.287142857142,2025-09-28 16:00:00+00:00,2025-10-10 16:00:00+00:00,2025-10-11 00:00:00+00:00,LOSS,-1.0
SHORT,112163.96,112310.0,112236.98000000001,112849.4892857143,110399.45214285716,1225.018571428571,2025-09-29 16:00:00+00:00,2025-10-10 16:00:00+00:00,2025-10-11 00:00:00+00:00,LOSS,-1.0
SHORT,113699.24,113741.37,113720.305,114269.0107142857,112074.18785714285,1097.4114285714281,2025-10-01 00:00:00+00:00,2025-10-10 16:00:00+00:00,2025-10-11 00:00:00+00:00,WIN,3.0
LONG,122110.08,122189.72,122149.9,121101.97321428571,125293.68035714285,2095.8535714285713,2025-10-09 08:00:00+00:00,2025-10-10 08:00:00+00:00,2025-10-10 16:00:00+00:00,LOSS,-1.0
SHORT,102009.99,102050.0,102029.995,103272.24607142857,98303.24178571429,2484.502142857144,2025-11-08 00:00:00+00:00,2025-11-08 08:00:00+00:00,2025-11-09 08:00:00+00:00,LOSS,-1.0
SHORT,102312.95,102337.89,102325.42,103300.42142857143,99400.41571428571,1950.0028571428577,2025-11-09 16:00:00+00:00,2025-11-12 08:00:00+00:00,2025-11-13 00:00:00+00:00,LOSS,-1.0
LONG,91813.37,92078.06,91945.715,90778.705,95446.745,2334.019999999999,2025-12-05 16:00:00+00:00,2025-12-08 08:00:00+00:00,2025-12-08 16:00:00+00:00,LOSS,-1.0
LONG,91976.0,92678.81,92327.405,91345.49607142857,95273.13178571429,1963.817857142858,2025-12-11 00:00:00+00:00,2025-12-11 16:00:00+00:00,2025-12-12 08:00:00+00:00,LOSS,-1.0
SHORT,86432.08,86615.38,86523.73000000001,87290.4392857143,84223.60214285715,1533.4185714285704,2025-12-16 16:00:00+00:00,2025-12-17 00:00:00+00:00,2025-12-17 08:00:00+00:00,LOSS,-1.0
SHORT,88275.41,88428.0,88351.705,89289.5425,85538.1925,1875.6750000000018,2025-12-21 16:00:00+00:00,2025-12-22 00:00:00+00:00,2025-12-22 08:00:00+00:00,LOSS,-1.0
SHORT,88174.79,89081.77,88628.28,89480.41392857143,86071.87821428571,1704.2678571428592,2025-12-22 00:00:00+00:00,2025-12-22 16:00:00+00:00,2025-12-26 00:00:00+00:00,LOSS,-1.0
LONG,91262.94,93649.0,92455.97,91744.44214285714,94590.55357142858,1423.0557142857153,2026-01-08 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-12 08:00:00+00:00,LOSS,-1.0
SHORT,88000.64,88860.0,88430.32,89045.79142857144,86583.90571428572,1230.9428571428568,2026-01-27 16:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-29 08:00:00+00:00,WIN,3.0
SHORT,88320.41,88474.23,88397.32,88990.31964285715,86618.32107142858,1185.999285714286,2026-01-28 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-29 08:00:00+00:00,WIN,3.0
LONG,70143.19,70891.02,70517.10500000001,69461.17357142858,73684.8992857143,2111.862857142859,2026-03-06 16:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-10 08:00:00+00:00,LOSS,-1.0
LONG,67609.44,67842.67,67726.055,66877.5607142857,70271.53785714284,1696.9885714285722,2026-03-08 00:00:00+00:00,2026-03-08 08:00:00+00:00,2026-03-08 16:00:00+00:00,LOSS,-1.0
LONG,66547.15,67262.91,66905.03,66069.57142857142,69411.40571428572,1670.9171428571437,2026-03-08 16:00:00+00:00,2026-03-09 00:00:00+00:00,2026-03-09 08:00:00+00:00,WIN,3.0
LONG,71385.28,71612.23,71498.755,70683.2692857143,73945.21214285714,1630.971428571427,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,WIN,3.0
SHORT,66523.01,66793.83,66658.42,67305.48928571428,64717.21214285713,1294.1385714285748,2026-03-30 08:00:00+00:00,2026-03-30 16:00:00+00:00,2026-03-31 00:00:00+00:00,LOSS,-1.0
SHORT,67367.7,67767.87,67567.785,68228.58892857144,65585.37321428572,1321.6078571428577,2026-04-01 00:00:00+00:00,2026-04-02 00:00:00+00:00,2026-04-05 16:00:00+00:00,LOSS,-1.0
LONG,69081.88,69115.91,69098.895,68634.21,70492.95000000001,929.3700000000006,2026-04-07 00:00:00+00:00,2026-04-07 08:00:00+00:00,2026-04-07 16:00:00+00:00,LOSS,-1.0
LONG,72812.94,72858.18,72835.56,72227.10357142857,74660.92928571429,1216.912857142857,2026-04-12 08:00:00+00:00,2026-04-13 16:00:00+00:00,2026-04-14 00:00:00+00:00,WIN,3.0
LONG,74277.19,74545.99,74411.59,73746.56714285714,76406.65857142856,1330.0457142857122,2026-04-15 00:00:00+00:00,2026-04-15 08:00:00+00:00,2026-04-16 08:00:00+00:00,LOSS,-1.0
