signal_time,direction,outcome,R,entry,sl,tp,hull_1d_L49,hull_1d_L78,hull_1d_L100,hull_1d_L160,hull_12h_L49,hull_12h_L78,hull_12h_L100,hull_12h_L160,hull_4h_L49,hull_4h_L78,hull_4h_L100,hull_4h_L160,hull_1h_L49,hull_1h_L78,hull_1h_L100,hull_1h_L160,ema200_1d,ema200_4h,ema200_1h,ema200_15m,asvk_1h,asvk_4h,mh_1h_color,mh_1h_color_align,mh_4h_color,mh_4h_color_align,mh_1h_mf_align,mh_4h_mf_align,hour,weekday,session,do_align,atr_ratio_bin
2022-08-10T03:00:00+00:00,LONG,win,2.2,22861.59,22793.25,23011.95,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,green,yellow_OS,grey_from_red,aligned,grey_from_green,counter,counter,counter,3,Wednesday,Asia,aligned,med
2022-08-15T23:40:00+00:00,LONG,loss,-1.0,24049.31,23857.94,24470.33,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,counter,23,Monday,off,aligned,med
2023-02-16T09:00:00+00:00,SHORT,loss,-1.0,24606.84,24646.06,24520.55,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,grey_from_green,aligned,green,counter,counter,counter,9,Thursday,London,aligned,high
2022-08-25T04:15:00+00:00,LONG,win,2.2,21496.31,21447.65,21603.37,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,neutral,neutral,grey_from_green,counter,green,aligned,aligned,counter,4,Thursday,Asia,counter,med
2022-08-26T08:30:00+00:00,SHORT,loss,-1.0,21426.33,21454.49,21364.38,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,neutral,neutral,red,aligned,grey_from_green,aligned,aligned,aligned,8,Friday,London,counter,low
2022-09-10T07:45:00+00:00,SHORT,loss,-1.0,21402.95,21600.83,20967.61,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,counter,counter,counter,red,red,grey_from_green,aligned,green,counter,counter,counter,7,Saturday,London,aligned,med
2023-01-21T00:15:00+00:00,SHORT,loss,-1.0,22621.51,22739.01,22363.0,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,0,Saturday,Asia,counter,high
2022-09-27T04:15:00+00:00,SHORT,loss,-1.0,20081.49,20227.19,19760.93,aligned,counter,aligned,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,red,green,counter,green,counter,counter,counter,4,Tuesday,Asia,aligned,med
2022-09-21T18:15:00+00:00,SHORT,loss,-1.0,19229.95,19773.65,18033.81,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,aligned,red,neutral,green,counter,grey_from_red,counter,counter,aligned,18,Wednesday,off,aligned,med
2022-09-27T18:40:00+00:00,LONG,loss,-1.0,19028.51,18879.72,19355.86,counter,aligned,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,neutral,red,grey_from_green,counter,green,aligned,aligned,aligned,18,Tuesday,off,aligned,high
2022-10-10T17:40:00+00:00,LONG,loss,-1.0,19217.83,19139.2,19390.81,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,17,Monday,off,aligned,high
2023-01-16T03:00:00+00:00,SHORT,win,2.2,21230.09,21366.41,20930.2,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,yellow_OB,red,green,counter,grey_from_green,aligned,counter,counter,3,Monday,Asia,aligned,med
2022-12-04T10:00:00+00:00,SHORT,win,2.2,17007.28,17035.3,16945.63,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,yellow_OB,yellow_OB,green,counter,red,aligned,counter,counter,10,Sunday,London,aligned,med
2022-12-06T20:00:00+00:00,LONG,win,2.2,16965.12,16938.85,17022.9,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,yellow_OS,neutral,red,counter,red,counter,counter,aligned,20,Tuesday,off,aligned,low
2023-01-12T14:30:00+00:00,SHORT,loss,-1.0,18186.01,18329.35,17870.67,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OB,red,grey_from_green,aligned,green,counter,counter,counter,14,Thursday,NY,aligned,high
2022-12-27T09:30:00+00:00,LONG,loss,-1.0,16857.98,16840.1,16897.31,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,aligned,neutral,neutral,green,aligned,green,aligned,counter,aligned,9,Tuesday,London,aligned,med
2023-01-25T02:15:00+00:00,LONG,loss,-1.0,22513.08,22368.31,22831.56,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,aligned,aligned,2,Wednesday,Asia,aligned,high
2023-01-30T21:15:00+00:00,LONG,loss,-1.0,22736.87,22580.44,23081.0,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,grey_from_green,counter,aligned,aligned,21,Monday,off,aligned,high
2023-01-28T13:45:00+00:00,LONG,win,2.2,22939.11,22898.95,23027.45,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OS,neutral,red,counter,green,aligned,counter,aligned,13,Saturday,NY,aligned,low
2023-02-13T03:00:00+00:00,LONG,loss,-1.0,21748.09,21666.34,21927.96,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,neutral,green,red,counter,green,aligned,aligned,counter,3,Monday,Asia,aligned,high
2023-02-20T16:15:00+00:00,SHORT,loss,-1.0,24897.97,25050.8,24561.75,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,16,Monday,NY,aligned,med
2023-03-02T08:45:00+00:00,LONG,loss,-1.0,23421.71,23361.87,23553.37,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,8,Thursday,London,aligned,med
2023-03-06T06:00:00+00:00,LONG,win,2.2,22364.38,22331.25,22437.27,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,neutral,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,6,Monday,Asia,aligned,med
2023-03-22T03:15:00+00:00,LONG,win,2.2,28139.26,27998.13,28449.73,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,yellow_OB,grey_from_green,counter,grey_from_green,counter,aligned,aligned,3,Wednesday,Asia,counter,low
2023-03-24T02:40:00+00:00,SHORT,win,2.2,28244.96,28295.77,28133.17,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,neutral,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,2,Friday,Asia,counter,med
2023-04-02T17:00:00+00:00,LONG,loss,-1.0,28109.48,27983.45,28386.74,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,17,Sunday,off,aligned,med
2023-05-08T20:20:00+00:00,LONG,win,2.2,27457.47,27327.72,27742.92,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,grey_from_red,aligned,red,counter,counter,counter,20,Monday,off,aligned,med
2023-05-23T06:30:00+00:00,SHORT,win,2.2,27368.27,27451.35,27185.5,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,neutral,green,counter,red,aligned,aligned,counter,6,Tuesday,Asia,aligned,med
2023-05-28T09:30:00+00:00,SHORT,loss,-1.0,27182.17,27226.51,27084.6,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,red,green,counter,green,counter,counter,counter,9,Sunday,London,aligned,med
2023-06-05T07:20:00+00:00,LONG,loss,-1.0,26798.69,26759.8,26884.24,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,neutral,red,counter,green,aligned,counter,aligned,7,Monday,London,aligned,high
2023-06-03T04:45:00+00:00,LONG,win,2.2,27137.94,27116.74,27184.57,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,neutral,neutral,green,aligned,grey_from_red,aligned,aligned,aligned,4,Saturday,Asia,aligned,low
2023-06-03T22:15:00+00:00,LONG,win,2.2,27029.14,26946.25,27211.51,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,aligned,aligned,22,Saturday,off,aligned,low
2023-06-14T17:45:00+00:00,LONG,win,2.2,25954.73,25910.92,26051.11,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,aligned,yellow_OB,neutral,green,aligned,green,aligned,aligned,counter,17,Wednesday,off,counter,low
2023-06-16T19:15:00+00:00,SHORT,loss,-1.0,26359.39,26463.19,26131.03,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,19,Friday,off,aligned,med
2023-06-28T14:20:00+00:00,LONG,loss,-1.0,30222.71,30077.31,30542.58,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,green,aligned,counter,aligned,14,Wednesday,NY,aligned,med
2023-06-30T05:40:00+00:00,SHORT,loss,-1.0,30827.94,31129.01,30165.57,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,grey_from_green,aligned,green,counter,aligned,counter,5,Friday,Asia,aligned,med
2023-07-23T09:30:00+00:00,SHORT,win,2.2,29928.79,29950.04,29882.03,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,red,yellow_OS,green,counter,red,aligned,counter,aligned,9,Sunday,London,aligned,med
2023-07-24T07:40:00+00:00,LONG,loss,-1.0,29809.15,29752.47,29933.86,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,7,Monday,London,aligned,high
2023-08-02T02:00:00+00:00,SHORT,win,2.2,29863.42,29987.12,29591.25,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,red,aligned,counter,aligned,2,Wednesday,Asia,aligned,high
2023-08-04T21:15:00+00:00,LONG,loss,-1.0,29027.76,28871.12,29372.38,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,counter,21,Friday,off,aligned,med
2023-08-08T00:30:00+00:00,SHORT,loss,-1.0,29198.25,29239.11,29108.37,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,yellow_OB,green,counter,grey_from_red,counter,counter,aligned,0,Tuesday,Asia,counter,high
2023-08-14T09:00:00+00:00,SHORT,win,2.2,29434.36,29477.75,29338.9,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,yellow_OB,neutral,green,counter,red,aligned,counter,aligned,9,Monday,London,aligned,high
2023-08-24T19:15:00+00:00,LONG,loss,-1.0,26043.83,25969.89,26206.49,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,19,Thursday,off,aligned,med
2023-09-08T17:40:00+00:00,LONG,loss,-1.0,25818.08,25752.63,25962.07,aligned,aligned,counter,counter,counter,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,counter,counter,17,Friday,off,aligned,med
2023-09-27T04:30:00+00:00,SHORT,loss,-1.0,26261.73,26280.46,26220.53,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,yellow_OS,green,counter,grey_from_red,counter,aligned,aligned,4,Wednesday,Asia,aligned,med
2023-10-06T00:30:00+00:00,LONG,win,2.2,27437.49,27403.23,27512.87,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,green,aligned,counter,aligned,0,Friday,Asia,counter,high
2023-10-06T11:00:00+00:00,SHORT,win,2.2,27700.57,27778.51,27529.09,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,neutral,neutral,green,counter,grey_from_green,aligned,counter,counter,11,Friday,London,aligned,low
2023-10-09T13:40:00+00:00,LONG,loss,-1.0,27477.52,27405.64,27635.65,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,13,Monday,NY,aligned,high
2023-11-01T06:40:00+00:00,LONG,win,2.2,34393.05,34341.37,34506.73,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,neutral,neutral,grey_from_green,counter,grey_from_green,counter,counter,aligned,6,Wednesday,Asia,aligned,med
2023-12-20T16:15:00+00:00,SHORT,win,2.2,43991.46,44182.15,43571.94,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,aligned,16,Wednesday,NY,aligned,med
2024-02-18T18:00:00+00:00,SHORT,win,2.2,51841.75,51935.2,51636.16,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,neutral,yellow_OB,green,counter,red,aligned,aligned,counter,18,Sunday,off,aligned,low
2024-02-19T01:15:00+00:00,SHORT,loss,-1.0,52126.5,52328.09,51682.99,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,1,Monday,Asia,counter,med
2024-02-20T02:00:00+00:00,LONG,win,2.2,51591.07,51398.0,52015.85,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,green,aligned,aligned,aligned,2,Tuesday,Asia,aligned,med
2024-02-19T17:30:00+00:00,LONG,loss,-1.0,51990.17,51761.35,52493.57,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,yellow_OB,grey_from_green,counter,green,aligned,aligned,aligned,17,Monday,off,aligned,med
2024-03-28T16:15:00+00:00,SHORT,win,2.2,71035.97,71433.0,70162.51,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,16,Thursday,NY,aligned,med
2024-04-22T00:45:00+00:00,SHORT,loss,-1.0,64946.37,65409.62,63927.22,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,aligned,counter,counter,neutral,yellow_OB,red,aligned,green,counter,aligned,aligned,0,Monday,Asia,aligned,med
2024-04-18T17:40:00+00:00,SHORT,win,2.2,63316.95,63840.75,62164.59,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,17,Thursday,off,aligned,med
2024-05-07T10:15:00+00:00,SHORT,win,2.2,64024.9,64297.09,63426.1,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,aligned,counter,counter,neutral,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,10,Tuesday,London,aligned,med
2024-05-13T10:15:00+00:00,SHORT,loss,-1.0,62881.89,63177.04,62232.55,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,neutral,grey_from_green,aligned,green,counter,counter,counter,10,Monday,London,aligned,high
2024-06-24T12:00:00+00:00,LONG,loss,-1.0,61203.55,60955.35,61749.59,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,yellow_OS,grey_from_red,aligned,red,counter,counter,counter,12,Monday,NY,aligned,high
2024-05-23T20:30:00+00:00,LONG,loss,-1.0,67326.01,66622.9,68872.86,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,red,counter,counter,aligned,20,Thursday,off,aligned,med
2024-06-10T11:45:00+00:00,LONG,loss,-1.0,69431.73,69362.56,69583.89,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,aligned,aligned,11,Monday,London,aligned,high
2024-07-20T19:30:00+00:00,SHORT,win,2.2,67400.42,67522.42,67132.0,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,red,green,counter,green,counter,counter,counter,19,Saturday,off,aligned,low
2024-07-21T15:15:00+00:00,SHORT,loss,-1.0,67226.0,67547.45,66518.83,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,neutral,red,red,aligned,green,counter,counter,counter,15,Sunday,NY,aligned,low
2024-06-30T12:40:00+00:00,SHORT,loss,-1.0,61536.06,61630.2,61328.95,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,red,neutral,green,counter,grey_from_red,counter,aligned,aligned,12,Sunday,NY,aligned,low
2024-07-15T09:00:00+00:00,SHORT,win,2.2,62898.8,63138.72,62370.98,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,green,counter,counter,counter,9,Monday,London,aligned,high
2024-07-08T02:00:00+00:00,LONG,win,2.2,54845.0,54447.7,55719.05,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,neutral,red,counter,green,aligned,aligned,counter,2,Monday,Asia,aligned,high
2024-07-07T15:20:00+00:00,LONG,win,2.2,56816.98,56651.15,57181.81,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,aligned,counter,15,Sunday,NY,aligned,low
2024-07-25T04:40:00+00:00,LONG,loss,-1.0,64152.79,63918.88,64667.37,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,4,Thursday,Asia,aligned,high
2024-08-25T23:45:00+00:00,SHORT,win,2.2,64471.69,64829.55,63684.41,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,yellow_OB,red,green,counter,grey_from_green,aligned,counter,counter,23,Sunday,off,aligned,low
2024-08-20T10:20:00+00:00,SHORT,win,2.2,60792.83,60916.85,60520.0,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,red,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,10,Tuesday,London,aligned,med
2024-08-28T16:45:00+00:00,LONG,win,2.2,58643.01,58126.39,59779.58,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,yellow_OS,green,grey_from_red,aligned,red,counter,counter,counter,16,Wednesday,NY,aligned,med
2024-08-28T02:00:00+00:00,LONG,loss,-1.0,59230.15,59010.48,59713.45,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,2,Wednesday,Asia,aligned,high
2024-09-09T22:40:00+00:00,SHORT,loss,-1.0,57319.21,57821.55,56214.07,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,green,counter,counter,aligned,22,Monday,off,aligned,high
2024-09-16T17:45:00+00:00,LONG,win,2.2,57818.67,57579.62,58344.59,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,green,neutral,red,counter,red,counter,counter,aligned,17,Monday,off,aligned,high
2024-09-24T09:15:00+00:00,SHORT,loss,-1.0,63707.58,63881.48,63325.01,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,grey_from_red,counter,grey_from_green,aligned,aligned,counter,9,Tuesday,London,aligned,low
2024-09-30T20:20:00+00:00,LONG,loss,-1.0,63638.35,63258.55,64473.89,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,grey_from_red,aligned,red,counter,counter,counter,20,Monday,off,aligned,high
2024-10-08T06:45:00+00:00,LONG,loss,-1.0,62392.49,62134.85,62959.3,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,neutral,neutral,red,counter,green,aligned,aligned,counter,6,Tuesday,Asia,counter,high
2024-10-21T17:00:00+00:00,LONG,win,2.2,67236.63,66994.83,67768.58,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,17,Monday,off,aligned,high
2026-02-06T05:15:00+00:00,LONG,win,2.2,65211.29,64199.64,67436.92,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,neutral,green,grey_from_red,aligned,red,counter,counter,counter,5,Friday,Asia,counter,high
2024-10-25T08:30:00+00:00,LONG,win,2.2,67592.53,67364.1,68095.07,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,neutral,neutral,red,counter,green,aligned,counter,aligned,8,Friday,London,aligned,med
2024-11-14T16:40:00+00:00,LONG,loss,-1.0,88455.18,87798.77,89899.27,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,green,aligned,grey_from_green,counter,aligned,aligned,16,Thursday,NY,aligned,med
2024-11-15T00:15:00+00:00,LONG,win,2.2,87789.63,86927.22,89686.94,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,aligned,aligned,0,Friday,Asia,counter,med
2024-11-15T12:45:00+00:00,SHORT,win,2.2,90043.1,90512.19,89011.11,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,neutral,neutral,green,counter,grey_from_green,aligned,counter,counter,12,Friday,NY,aligned,low
2025-02-25T11:45:00+00:00,LONG,loss,-1.0,88592.71,87340.66,91347.22,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,red,counter,red,counter,counter,counter,11,Tuesday,London,aligned,high
2024-11-29T17:15:00+00:00,SHORT,win,2.2,97428.65,98308.59,95492.78,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,counter,17,Friday,off,aligned,med
2024-12-02T11:30:00+00:00,LONG,loss,-1.0,95153.73,94893.47,95726.29,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,counter,11,Monday,London,aligned,high
2024-12-09T12:20:00+00:00,LONG,win,2.2,98312.22,98058.24,98870.97,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,neutral,red,counter,grey_from_green,counter,counter,aligned,12,Monday,NY,aligned,high
