signal_time,direction,outcome,R,entry,sl,tp,hull_1d_L49,hull_1d_L78,hull_1d_L100,hull_1d_L160,hull_12h_L49,hull_12h_L78,hull_12h_L100,hull_12h_L160,hull_4h_L49,hull_4h_L78,hull_4h_L100,hull_4h_L160,hull_1h_L49,hull_1h_L78,hull_1h_L100,hull_1h_L160,ema200_1d,ema200_4h,ema200_1h,ema200_15m,asvk_1h,asvk_4h,mh_1h_color,mh_1h_color_align,mh_4h_color,mh_4h_color_align,mh_1h_mf_align,mh_4h_mf_align,hour,weekday,session,do_align,atr_ratio_bin
2020-05-27T15:40:00+00:00,SHORT,loss,-1.0,9151.31,9199.82,9044.59,aligned,aligned,aligned,na,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,15,Wednesday,NY,aligned,med
2020-05-31T19:15:00+00:00,LONG,loss,-1.0,9508.26,9478.3,9574.18,aligned,counter,aligned,na,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,yellow_OS,yellow_OB,red,counter,grey_from_green,counter,counter,aligned,19,Sunday,off,aligned,med
2020-06-09T00:30:00+00:00,SHORT,loss,-1.0,9723.9,9843.75,9460.23,counter,aligned,aligned,na,aligned,counter,counter,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,neutral,neutral,red,aligned,green,counter,aligned,counter,0,Tuesday,Asia,counter,low
2020-06-06T12:40:00+00:00,SHORT,win,2.2,9678.63,9720.6,9586.31,counter,aligned,aligned,na,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,neutral,neutral,grey_from_red,counter,red,aligned,counter,counter,12,Saturday,NY,aligned,med
2020-07-30T12:15:00+00:00,LONG,loss,-1.0,10950.85,10868.96,11131.0,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,green,yellow_OB,red,counter,grey_from_green,counter,counter,aligned,12,Thursday,NY,aligned,med
2020-08-05T22:15:00+00:00,SHORT,loss,-1.0,11693.5,11767.89,11529.85,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,yellow_OB,green,counter,green,counter,counter,counter,22,Wednesday,off,aligned,med
2020-08-11T21:30:00+00:00,LONG,loss,-1.0,11252.0,11168.4,11435.93,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,21,Tuesday,off,aligned,med
2020-08-16T01:20:00+00:00,LONG,loss,-1.0,11838.9,11793.25,11939.34,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,yellow_OB,green,aligned,green,aligned,aligned,aligned,1,Sunday,Asia,aligned,high
2020-08-30T19:40:00+00:00,SHORT,loss,-1.0,11645.43,11654.25,11626.03,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,yellow_OB,green,counter,green,counter,counter,counter,19,Sunday,off,aligned,med
2020-09-02T17:15:00+00:00,LONG,win,2.2,11306.0,11259.41,11408.5,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,17,Wednesday,off,aligned,high
2020-09-02T09:15:00+00:00,LONG,loss,-1.0,11713.61,11676.47,11795.3,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,green,aligned,counter,aligned,9,Wednesday,London,aligned,med
2020-09-20T17:00:00+00:00,LONG,loss,-1.0,10849.86,10767.29,11031.52,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,counter,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,17,Sunday,off,aligned,med
2020-09-20T09:45:00+00:00,LONG,loss,-1.0,10949.63,10932.92,10986.38,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,green,aligned,aligned,aligned,9,Sunday,London,aligned,med
2020-10-01T10:15:00+00:00,SHORT,loss,-1.0,10879.42,10902.95,10827.68,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,neutral,green,counter,grey_from_green,aligned,counter,counter,10,Thursday,London,aligned,med
2020-09-30T10:15:00+00:00,LONG,loss,-1.0,10705.46,10677.46,10767.05,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,aligned,10,Wednesday,London,aligned,med
2020-10-25T16:15:00+00:00,LONG,win,2.2,12980.48,12933.1,13084.72,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,grey_from_green,counter,aligned,aligned,16,Sunday,NY,aligned,high
2020-11-23T11:15:00+00:00,SHORT,win,2.2,18667.35,18739.67,18508.26,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OB,neutral,green,counter,grey_from_green,aligned,counter,counter,11,Monday,London,aligned,med
2021-01-11T17:30:00+00:00,LONG,win,2.2,32360.03,30903.0,35565.49,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,aligned,17,Monday,off,aligned,high
2021-01-15T19:15:00+00:00,LONG,loss,-1.0,35620.6,35045.75,36885.26,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,green,aligned,aligned,aligned,19,Friday,off,aligned,high
2021-01-17T09:15:00+00:00,LONG,loss,-1.0,34812.91,34159.54,36250.33,counter,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,aligned,9,Sunday,London,aligned,med
2021-01-16T10:45:00+00:00,SHORT,loss,-1.0,37580.98,37843.71,37002.97,aligned,counter,counter,counter,aligned,aligned,aligned,counter,aligned,counter,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,neutral,green,grey_from_red,counter,red,aligned,counter,counter,10,Saturday,London,aligned,med
2021-01-20T13:45:00+00:00,LONG,loss,-1.0,34708.89,34214.97,35795.49,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,counter,13,Wednesday,NY,aligned,med
2021-02-07T16:45:00+00:00,LONG,win,2.2,37845.74,37519.37,38563.77,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,grey_from_red,aligned,grey_from_green,counter,aligned,aligned,16,Sunday,NY,aligned,med
2021-02-15T05:00:00+00:00,LONG,win,2.2,46741.41,46366.08,47567.12,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,yellow_OB,red,counter,green,aligned,aligned,aligned,5,Monday,Asia,aligned,high
2021-02-23T12:40:00+00:00,LONG,loss,-1.0,47454.88,45777.02,51146.16,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,green,red,counter,red,counter,counter,aligned,12,Tuesday,NY,aligned,high
2021-04-09T07:40:00+00:00,LONG,loss,-1.0,57889.01,57730.55,58237.63,counter,counter,counter,counter,counter,aligned,counter,counter,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,aligned,aligned,aligned,yellow_OB,neutral,grey_from_green,counter,grey_from_red,aligned,aligned,aligned,7,Friday,London,aligned,low
2021-04-17T18:30:00+00:00,LONG,loss,-1.0,60214.27,59789.17,61149.49,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,18,Saturday,off,aligned,med
2021-04-21T08:45:00+00:00,LONG,loss,-1.0,55362.1,54963.69,56238.6,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,neutral,yellow_OS,red,counter,grey_from_red,aligned,aligned,counter,8,Wednesday,London,aligned,med
2021-04-28T20:30:00+00:00,SHORT,win,2.2,55036.92,56032.68,52846.23,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,aligned,counter,counter,yellow_OB,yellow_OB,green,counter,grey_from_green,aligned,counter,counter,20,Wednesday,off,aligned,med
2021-05-13T04:00:00+00:00,LONG,loss,-1.0,50280.53,49720.31,51513.02,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,red,counter,red,counter,counter,counter,4,Thursday,Asia,counter,high
2021-05-24T13:15:00+00:00,SHORT,win,2.2,38090.24,38476.27,37240.97,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,neutral,green,counter,red,aligned,counter,aligned,13,Monday,NY,aligned,med
2021-06-08T07:15:00+00:00,LONG,loss,-1.0,32757.73,32335.23,33687.24,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,7,Tuesday,London,aligned,high
2021-05-27T21:30:00+00:00,LONG,loss,-1.0,38640.88,38308.17,39372.85,counter,counter,counter,counter,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,aligned,neutral,neutral,grey_from_green,counter,grey_from_green,counter,aligned,counter,21,Thursday,off,aligned,med
2021-06-04T09:40:00+00:00,LONG,loss,-1.0,36715.88,36294.07,37643.84,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,green,neutral,red,counter,green,aligned,aligned,aligned,9,Friday,London,aligned,med
2021-06-03T03:20:00+00:00,LONG,win,2.2,37428.19,37259.54,37799.22,aligned,counter,counter,counter,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,aligned,aligned,neutral,yellow_OB,grey_from_green,counter,green,aligned,aligned,aligned,3,Thursday,Asia,aligned,med
2021-06-14T02:30:00+00:00,SHORT,loss,-1.0,39018.1,39541.13,37867.45,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,red,green,counter,red,aligned,counter,aligned,2,Monday,Asia,counter,med
2021-06-09T18:30:00+00:00,SHORT,loss,-1.0,36339.35,36779.19,35371.69,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,grey_from_red,counter,aligned,counter,18,Wednesday,off,aligned,med
2021-06-19T08:45:00+00:00,LONG,loss,-1.0,35768.47,35628.8,36075.72,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,grey_from_red,aligned,red,counter,counter,aligned,8,Saturday,London,aligned,med
2021-06-25T03:00:00+00:00,SHORT,win,2.2,35164.29,35383.56,34681.91,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,grey_from_green,aligned,green,counter,counter,aligned,3,Friday,Asia,aligned,low
2021-06-28T09:40:00+00:00,SHORT,loss,-1.0,34668.83,35093.66,33734.19,aligned,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,green,counter,counter,aligned,9,Monday,London,counter,med
2021-09-07T16:45:00+00:00,LONG,loss,-1.0,47251.16,44379.45,53568.93,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,neutral,red,counter,grey_from_green,counter,aligned,aligned,16,Tuesday,NY,aligned,high
2021-08-30T14:00:00+00:00,LONG,win,2.2,47721.42,47492.79,48224.4,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,aligned,14,Monday,NY,aligned,med
2021-09-12T20:45:00+00:00,SHORT,loss,-1.0,45603.12,46116.14,44474.48,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,aligned,yellow_OB,yellow_OS,green,counter,grey_from_red,counter,counter,counter,20,Sunday,off,aligned,med
2021-09-20T13:30:00+00:00,LONG,loss,-1.0,43576.86,42865.11,45142.71,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,green,green,red,counter,red,counter,counter,aligned,13,Monday,NY,aligned,high
2021-09-19T18:30:00+00:00,LONG,loss,-1.0,47515.11,47344.62,47890.19,aligned,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,18,Sunday,off,aligned,med
2021-09-28T11:15:00+00:00,LONG,win,2.2,41884.27,41711.02,42265.41,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,counter,11,Tuesday,London,aligned,med
2021-09-27T19:15:00+00:00,LONG,loss,-1.0,43049.97,42729.21,43755.64,counter,counter,counter,counter,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,neutral,yellow_OB,red,counter,green,aligned,counter,aligned,19,Monday,off,aligned,med
2021-10-04T04:40:00+00:00,LONG,loss,-1.0,47653.24,47374.4,48266.7,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OS,yellow_OB,red,counter,grey_from_green,counter,aligned,aligned,4,Monday,Asia,aligned,high
2021-10-12T21:30:00+00:00,LONG,loss,-1.0,55611.87,54446.0,58176.8,aligned,aligned,aligned,aligned,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,21,Tuesday,off,aligned,med
2021-11-02T11:45:00+00:00,SHORT,loss,-1.0,63181.91,63458.64,62573.1,aligned,aligned,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,red,neutral,green,counter,grey_from_red,counter,counter,aligned,11,Tuesday,London,aligned,med
2021-11-04T11:00:00+00:00,LONG,loss,-1.0,61810.85,61423.8,62662.35,counter,aligned,aligned,aligned,aligned,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OS,neutral,red,counter,grey_from_green,counter,aligned,counter,11,Thursday,London,aligned,med
2021-12-03T12:40:00+00:00,SHORT,loss,-1.0,56933.56,57107.88,56550.04,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,aligned,counter,counter,yellow_OB,neutral,green,counter,red,aligned,aligned,counter,12,Friday,NY,aligned,low
2021-12-21T13:00:00+00:00,SHORT,loss,-1.0,48886.14,49219.47,48152.82,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,red,green,counter,green,counter,counter,counter,13,Tuesday,NY,aligned,med
2022-01-03T21:30:00+00:00,LONG,win,2.2,46016.44,45806.65,46477.99,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,red,counter,counter,counter,21,Monday,off,aligned,med
2022-01-02T18:00:00+00:00,SHORT,win,2.2,47435.07,47823.48,46580.56,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,yellow_OB,neutral,green,counter,green,counter,counter,aligned,18,Sunday,off,counter,med
2022-01-02T13:15:00+00:00,SHORT,loss,-1.0,47261.13,47386.7,46984.86,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,neutral,neutral,red,aligned,green,counter,counter,aligned,13,Sunday,NY,counter,low
2022-01-02T12:45:00+00:00,LONG,loss,-1.0,47250.21,47076.33,47632.74,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,aligned,neutral,neutral,red,counter,green,aligned,aligned,counter,12,Sunday,NY,aligned,low
2022-01-18T19:00:00+00:00,LONG,win,2.2,41578.09,41444.77,41871.4,counter,counter,aligned,counter,aligned,aligned,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,yellow_OS,red,counter,red,counter,counter,counter,19,Tuesday,off,aligned,med
2022-02-15T21:30:00+00:00,SHORT,loss,-1.0,44043.11,44129.51,43853.04,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,yellow_OB,yellow_OB,grey_from_green,aligned,green,counter,counter,counter,21,Tuesday,off,aligned,med
2022-03-06T13:15:00+00:00,LONG,loss,-1.0,38650.84,38256.82,39517.68,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,green,green,red,counter,grey_from_red,aligned,counter,aligned,13,Sunday,NY,aligned,med
2022-03-14T17:00:00+00:00,SHORT,loss,-1.0,38872.71,39089.23,38396.36,aligned,aligned,aligned,counter,aligned,aligned,aligned,aligned,counter,aligned,counter,aligned,counter,counter,counter,counter,aligned,aligned,aligned,aligned,yellow_OB,neutral,green,counter,red,aligned,counter,aligned,17,Monday,off,aligned,med
2022-04-25T09:45:00+00:00,LONG,win,2.2,38500.6,38280.79,38984.2,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,counter,9,Monday,London,aligned,high
2022-03-22T06:15:00+00:00,SHORT,loss,-1.0,42599.69,43179.72,41323.65,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,red,yellow_OB,green,counter,red,aligned,aligned,counter,6,Tuesday,Asia,aligned,high
2022-03-31T11:20:00+00:00,SHORT,loss,-1.0,47209.46,47325.18,46954.87,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,neutral,yellow_OB,grey_from_red,counter,grey_from_green,aligned,aligned,counter,11,Thursday,London,aligned,low
2023-12-05T23:15:00+00:00,SHORT,win,2.2,44108.08,44365.46,43541.85,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,red,red,green,counter,grey_from_green,aligned,counter,counter,23,Tuesday,off,aligned,high
2022-04-19T01:00:00+00:00,SHORT,loss,-1.0,40932.97,41152.27,40450.49,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,neutral,green,counter,red,aligned,counter,aligned,1,Tuesday,Asia,aligned,high
2022-05-04T12:20:00+00:00,SHORT,win,2.2,38981.99,39113.62,38692.4,aligned,aligned,aligned,aligned,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,red,aligned,counter,aligned,12,Wednesday,NY,aligned,med
2022-05-31T04:40:00+00:00,SHORT,win,2.2,31721.06,31799.89,31547.63,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,red,green,counter,green,counter,counter,counter,4,Tuesday,Asia,counter,high
2022-05-16T00:15:00+00:00,SHORT,win,2.2,31173.55,31371.86,30737.26,aligned,aligned,aligned,aligned,counter,aligned,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,aligned,counter,red,red,green,counter,green,counter,counter,aligned,0,Monday,Asia,counter,med
2022-05-26T14:00:00+00:00,LONG,win,2.2,28704.72,28187.71,29842.14,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,yellow_OS,neutral,red,counter,green,aligned,aligned,counter,14,Thursday,NY,aligned,high
2022-05-20T02:15:00+00:00,SHORT,win,2.2,30330.69,30637.9,29654.82,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,red,aligned,aligned,aligned,2,Friday,Asia,aligned,med
2022-06-17T00:15:00+00:00,LONG,loss,-1.0,20442.34,20300.65,20754.07,counter,counter,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,aligned,counter,counter,counter,counter,yellow_OS,yellow_OS,red,counter,grey_from_red,aligned,counter,counter,0,Friday,Asia,counter,med
2022-06-30T14:40:00+00:00,LONG,loss,-1.0,18999.52,18839.92,19350.64,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,counter,14,Thursday,NY,aligned,med
2022-09-21T23:00:00+00:00,LONG,win,2.2,18418.84,18227.22,18840.42,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,counter,counter,neutral,neutral,grey_from_green,counter,grey_from_red,aligned,aligned,counter,23,Wednesday,off,aligned,high
2022-06-24T03:40:00+00:00,SHORT,win,2.2,21128.15,21291.52,20768.74,aligned,aligned,aligned,aligned,counter,counter,aligned,aligned,counter,counter,counter,counter,counter,counter,counter,counter,aligned,aligned,counter,counter,red,yellow_OB,green,counter,grey_from_green,aligned,aligned,aligned,3,Friday,Asia,aligned,med
2022-06-29T09:15:00+00:00,LONG,loss,-1.0,20075.56,19923.98,20409.04,aligned,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,green,yellow_OS,red,counter,red,counter,counter,aligned,9,Wednesday,London,aligned,med
2022-06-27T18:20:00+00:00,LONG,loss,-1.0,20807.74,20596.26,21273.0,counter,counter,counter,counter,aligned,aligned,aligned,counter,counter,counter,counter,aligned,counter,counter,counter,counter,counter,counter,counter,counter,green,neutral,red,counter,grey_from_green,counter,counter,aligned,18,Monday,off,aligned,med
