net_R,gross_R,outcome,bars,net_pct,risk_pct,sym,tf,year,dir,kind
-1.0757700337390412,-0.9999999999999986,loss,1,-0.020231907291447134,0.018806907291447163,ETHUSDT,2h,2025,-1,ROUNDING_BOTTOM
1.8879533796397487,1.999999999999997,win,4,0.02527456928512882,0.01338728464256443,ETHUSDT,2h,2025,1,ROUNDING_TOP
-1.0382741521678192,-0.9999999999999991,loss,7,-0.04747276329797716,0.0457227632979772,ETHUSDT,4h,2020,-1,ROUNDING_BOTTOM
-1.0452714632405413,-0.9999999999999989,loss,1,-0.03347900671214583,0.03202900671214586,ETHUSDT,4h,2022,-1,ROUNDING_BOTTOM
-1.0342885577896717,-1.0,loss,5,-0.049771009058509084,0.048121009058509086,ETHUSDT,4h,2022,-1,ROUNDING_BOTTOM
-1.0551379797307123,-1.000000000000002,loss,0,-0.026790846868846002,0.02539084686884595,ETHUSDT,4h,2023,1,ROUNDING_TOP
1.8628341114848472,2.0,win,7,0.0237665481584975,0.012758274079248748,ETHUSDT,4h,2023,-1,ROUNDING_BOTTOM
1.881771024438063,1.9999999999999987,win,12,0.031832653805788494,0.016916326902894258,ETHUSDT,4h,2023,1,ROUNDING_TOP
-1.1112213947190257,-1.0000000000000007,loss,17,-0.022479920742174662,0.02022992074217465,ETHUSDT,4h,2024,1,ROUNDING_TOP
-1.0561890851388003,-0.9999999999999979,loss,1,-0.027255723592368462,0.025805723592368518,ETHUSDT,4h,2024,-1,ROUNDING_BOTTOM
-1.0363917479674785,-0.9999999999999988,loss,10,-0.05410963834157875,0.052209638341578817,ETHUSDT,4h,2024,-1,ROUNDING_BOTTOM
-1.0858048805261418,-0.9999999999999994,loss,2,-0.01898152308822329,0.017481523088223302,ETHUSDT,4h,2024,-1,ROUNDING_BOTTOM
-1.1299865625497003,-0.9999999999999987,loss,42,-0.03042586011466943,0.026925860114669464,ETHUSDT,4h,2024,-1,ROUNDING_BOTTOM
-1.065929322243853,-1.0000000000000024,loss,11,-0.03152712795510935,0.029577127955109275,ETHUSDT,4h,2025,-1,ROUNDING_BOTTOM
-1.0756730120645561,-1.0000000000000004,loss,11,-0.027718764144560315,0.025768764144560304,ETHUSDT,4h,2025,-1,ROUNDING_BOTTOM
-1.0528787829216433,-1.000000000000001,loss,4,-0.031857882492699156,0.030257882492699128,ETHUSDT,4h,2025,1,ROUNDING_TOP
-1.056515164993688,-0.9999999999999993,loss,4,-0.031780421780416734,0.030080421780416755,ETHUSDT,6h,2023,1,ROUNDING_TOP
-1.063190005386348,-0.9999999999999986,loss,15,-0.04248385084297625,0.039958850842976304,ETHUSDT,6h,2024,-1,ROUNDING_BOTTOM
1.9495892945640376,1.9999999999999987,win,11,0.08604990037117287,0.044137450185586465,ETHUSDT,6h,2024,1,ROUNDING_TOP
-1.054997220092767,-1.0000000000000004,loss,5,-0.04124288499261377,0.039092884992613756,ETHUSDT,12h,2024,1,ROUNDING_TOP
-1.0764825051580753,-0.9999999999999988,loss,19,-0.05981826350308421,0.05556826350308428,ETHUSDT,12h,2025,1,ROUNDING_TOP
-1.0302367999067028,-1.0,loss,0,-0.04770119603661003,0.04630119603661003,ETHUSDT,12h,2026,-1,ROUNDING_BOTTOM
-1.033596789928083,-1.0,loss,1,-0.05230007231759375,0.05060007231759375,ETHUSDT,1d,2026,1,ROUNDING_TOP
1.9569452414584614,1.9999999999999993,win,13,0.07101948874777325,0.03629099437388664,SOLUSDT,1h,2020,-1,ROUNDING_BOTTOM
-1.0281261607721952,-1.0000000000000002,loss,4,-0.05300342784762326,0.05155342784762325,SOLUSDT,1h,2020,-1,ROUNDING_BOTTOM
-1.0343147766981,-1.0000000000000004,loss,2,-0.04295229923138085,0.041527299231380835,SOLUSDT,1h,2021,1,ROUNDING_TOP
-1.1017665703275485,-0.9999999999999961,loss,10,-0.016510274585667256,0.014985274585667317,SOLUSDT,1h,2021,-1,ROUNDING_BOTTOM
1.9653045056464618,1.9999999999999993,win,13,0.08850683200481585,0.045034666002407936,SOLUSDT,1h,2022,-1,ROUNDING_BOTTOM
1.919560050251257,2.000000000000001,win,5,0.034900028931660367,0.018181264465830176,SOLUSDT,1h,2022,-1,ROUNDING_BOTTOM
1.9234279792746085,1.9999999999999971,win,4,0.036422841444269986,0.01893642072213502,SOLUSDT,1h,2022,1,ROUNDING_TOP
1.8685192214111916,1.9999999999999991,win,4,0.020606455940753495,0.011028227970376753,SOLUSDT,1h,2022,-1,ROUNDING_BOTTOM
-1.1244915492957746,-1.0000000000000002,loss,10,-0.013774827467218807,0.012249827467218803,SOLUSDT,1h,2022,-1,ROUNDING_BOTTOM
-1.0520747102457129,-1.000000000000001,loss,15,-0.03207254720447739,0.030485047204477356,SOLUSDT,1h,2023,1,ROUNDING_TOP
1.8751289073305661,1.9999999999999991,win,6,0.02214936282838837,0.011812181414194189,SOLUSDT,1h,2023,-1,ROUNDING_BOTTOM
1.8829496093749993,1.9999999999999993,win,2,0.022923487730644832,0.01217424386532242,SOLUSDT,1h,2023,-1,ROUNDING_BOTTOM
0.48645543543543585,0.5381381381381385,timeout,45,0.018471727330779075,0.0379720853858785,SOLUSDT,1h,2023,-1,ROUNDING_BOTTOM
1.9649078947368435,2.0000000000000013,win,8,0.08398931383577056,0.04274465691788525,SOLUSDT,1h,2023,1,ROUNDING_TOP
-1.2025999999999908,-0.9999999999999912,loss,14,-0.009348938795656408,0.0077739387956564775,SOLUSDT,1h,2023,-1,ROUNDING_BOTTOM
1.932657424000004,2.000000000000004,win,1,0.04053718722313215,0.02097484361156603,SOLUSDT,1h,2024,-1,ROUNDING_BOTTOM
-1.1318932696137034,-1.000000000000003,loss,16,-0.013731020822261925,0.012131020822261888,SOLUSDT,1h,2024,1,ROUNDING_TOP
1.8284821967139304,1.9999999999999987,win,27,0.0185227874653436,0.010130143732671806,SOLUSDT,1h,2024,1,ROUNDING_TOP
-1.0895018005323296,-0.9999999999999984,loss,16,-0.019476735333631836,0.017876735333631866,SOLUSDT,1h,2025,1,ROUNDING_TOP
-1.109130536761391,-1.000000000000002,loss,0,-0.014228673270993452,0.012828673270993428,SOLUSDT,1h,2025,-1,ROUNDING_BOTTOM
-1.1517401015228406,-0.9999999999999973,loss,7,-0.01129044585987256,0.009802945859872585,SOLUSDT,1h,2025,1,ROUNDING_TOP
1.8924698181818194,2.000000000000001,win,6,0.02595915802075025,0.013717079010375118,SOLUSDT,1h,2025,1,ROUNDING_TOP
-1.1355095459976043,-0.999999999999994,loss,1,-0.011836119897781227,0.010423619897781289,SOLUSDT,1h,2025,-1,ROUNDING_BOTTOM
-1.1251391147244845,-1.000000000000004,loss,3,-0.012924715673252584,0.011487215673252539,SOLUSDT,1h,2025,1,ROUNDING_TOP
-1.0595955315815706,-0.9999999999999997,loss,19,-0.02911439225254556,0.02747689225254557,SOLUSDT,1h,2025,-1,ROUNDING_BOTTOM
-1.1064191671420402,-0.9999999999999979,loss,0,-0.014555524870170755,0.013155524870170783,SOLUSDT,1h,2025,-1,ROUNDING_BOTTOM
1.8428181430745794,1.9999999999999984,win,0,0.0164137607912888,0.008906880395644407,SOLUSDT,1h,2025,-1,ROUNDING_BOTTOM
-0.30955817641229205,-0.2620856733839912,timeout,30,-0.011574400507263185,0.03739006554893112,SOLUSDT,1h,2026,-1,ROUNDING_BOTTOM
1.8541850021123738,1.9999999999999938,win,6,0.01875611506179602,0.01011555753089804,SOLUSDT,1h,2026,-1,ROUNDING_BOTTOM
1.804963798219583,1.9999999999999987,win,9,0.013997441089837973,0.007754970544918992,SOLUSDT,1h,2026,1,ROUNDING_TOP
-1.030188073240382,-0.9999999999999992,loss,16,-0.061426196931048685,0.05962619693104874,SOLUSDT,2h,2020,1,ROUNDING_TOP
-1.0363707928877361,-0.9999999999999979,loss,1,-0.04060478924458374,0.039179789244583825,SOLUSDT,2h,2021,1,ROUNDING_TOP
-1.050067897547289,-0.9999999999999997,loss,20,-0.039848467842202515,0.03794846784220253,SOLUSDT,2h,2021,1,ROUNDING_TOP
1.9445884393643138,1.9999999999999982,win,27,0.07281911870719686,0.03744705935359846,SOLUSDT,2h,2021,-1,ROUNDING_BOTTOM
-1.0610918089325732,-0.9999999999999987,loss,3,-0.025618989607967227,0.02414398960796726,SOLUSDT,2h,2022,-1,ROUNDING_BOTTOM
1.9520479041916154,1.9999999999999987,win,4,0.06106243756243765,0.031281218781218846,SOLUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.0520837151082738,-1.0,loss,11,-0.03383476426639187,0.032159764266391874,SOLUSDT,2h,2022,1,ROUNDING_TOP
1.9787668540829981,1.9999999999999998,win,18,0.17240585518335352,0.08712792759167678,SOLUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.0502581081081095,-1.0000000000000016,loss,10,-0.034480523513753344,0.0328305235137533,SOLUSDT,2h,2022,1,ROUNDING_TOP
1.9029232250300812,1.999999999999997,win,38,0.04606528781169886,0.024207643905849466,SOLUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.0540135693215351,-1.000000000000001,loss,21,-0.03756419259882254,0.035639192598822506,SOLUSDT,2h,2023,1,ROUNDING_TOP
-1.1107277566539928,-1.0000000000000004,loss,5,-0.01529751780477587,0.013772517804775864,SOLUSDT,2h,2023,-1,ROUNDING_BOTTOM
1.9383888446215127,1.9999999999999987,win,16,0.05663097695351906,0.02921548847675955,SOLUSDT,2h,2024,1,ROUNDING_TOP
1.9530177917189486,2.0000000000000027,win,1,0.0592362610235541,0.03033063051177701,SOLUSDT,2h,2024,1,ROUNDING_TOP
1.9042957059679781,2.0000000000000013,win,5,0.030343998469174772,0.015934499234587375,SOLUSDT,2h,2025,1,ROUNDING_TOP
-1.035968495794842,-0.9999999999999986,loss,1,-0.041043003714358484,0.03961800371435854,SOLUSDT,2h,2025,-1,ROUNDING_BOTTOM
1.934945628347753,1.9999999999999984,win,15,0.052794737741482904,0.027284868870741472,SOLUSDT,2h,2025,-1,ROUNDING_BOTTOM
1.9193497504159744,2.000000000000001,win,14,0.04997671422794763,0.026038357113973804,SOLUSDT,4h,2022,-1,ROUNDING_BOTTOM
1.9517682238558223,2.000000000000001,win,51,0.15984243377612056,0.08189621688806026,SOLUSDT,4h,2022,-1,ROUNDING_BOTTOM
1.965334134735787,1.9999999999999998,win,40,0.19275838082137942,0.09807919041068973,SOLUSDT,4h,2022,-1,ROUNDING_BOTTOM
0.7984212527964218,0.8769574944071602,timeout,45,0.03710691411935957,0.046475358702432905,SOLUSDT,4h,2022,1,ROUNDING_TOP
1.9537552358113524,2.0000000000000013,win,3,0.06548461579680635,0.033517307898403154,SOLUSDT,4h,2023,1,ROUNDING_TOP
1.9486653106687963,1.999999999999999,win,10,0.07212401864133346,0.03701200932066675,SOLUSDT,4h,2024,-1,ROUNDING_BOTTOM
1.948743926722422,2.000000000000001,win,12,0.07603953257086031,0.03901976628543014,SOLUSDT,4h,2025,-1,ROUNDING_BOTTOM
-1.0161078984485186,-0.9999999999999996,loss,3,-0.1025071855435401,0.10088218554354014,SOLUSDT,6h,2022,-1,ROUNDING_BOTTOM
1.9601785009861938,2.0000000000000004,win,31,0.18335987084870847,0.09354243542435421,SOLUSDT,6h,2022,-1,ROUNDING_BOTTOM
1.9670589355089345,1.9999999999999991,win,11,0.13286474493544653,0.0675448724677233,SOLUSDT,6h,2022,-1,ROUNDING_BOTTOM
-1.0715957716248108,-0.9999999999999986,loss,19,-0.042282637453843266,0.03945763745384332,SOLUSDT,6h,2024,1,ROUNDING_TOP
1.9641003436426117,2.0,win,14,0.1914879388903779,0.09749396944518895,SOLUSDT,12h,2022,-1,ROUNDING_BOTTOM
-1.0497111370868237,-1.0,loss,13,-0.07073932553783677,0.06738932553783678,SOLUSDT,12h,2026,-1,ROUNDING_BOTTOM
