net_R,gross_R,outcome,bars,net_pct,risk_pct,sym,tf,year,dir,kind
-1.0969744410408584,-1.0000000000000016,loss,21,-0.021775591344877884,0.019850591344877853,ETHUSDT,2h,2021,1,ROUNDING_TOP
-1.0330883790345027,-0.9999999999999979,loss,5,-0.04761368867253119,0.04608868867253129,ETHUSDT,2h,2022,-1,ROUNDING_BOTTOM
1.9152461332265758,2.0,win,12,0.03841616377444287,0.020058081887221434,ETHUSDT,2h,2022,1,ROUNDING_TOP
-1.120290657362174,-0.9999999999999967,loss,1,-0.013271306531599811,0.01184630653159985,ETHUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.0582612375249456,-0.9999999999999956,loss,2,-0.026337902516300627,0.024887902516300738,ETHUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.0641404167448825,-0.9999999999999979,loss,4,-0.024886190426017554,0.023386190426017604,ETHUSDT,2h,2022,1,ROUNDING_TOP
1.8381093141075586,1.999999999999999,win,19,0.021288778566553784,0.011581889283276898,ETHUSDT,2h,2022,-1,ROUNDING_BOTTOM
-1.1583772105438717,-0.9999999999999941,loss,6,-0.01133676158442994,0.009786761584429995,ETHUSDT,2h,2023,-1,ROUNDING_BOTTOM
-1.157389368237345,-0.9999999999999973,loss,1,-0.010478978778611378,0.009053978778611402,ETHUSDT,2h,2023,1,ROUNDING_TOP
-1.1169732260939562,-0.9999999999999993,loss,5,-0.014562171418825945,0.013037171418825953,ETHUSDT,2h,2023,1,ROUNDING_TOP
-1.430701258883231,-0.9999999999999785,loss,1,-0.004733557777831418,0.00330855777783149,ETHUSDT,2h,2023,-1,ROUNDING_BOTTOM
-1.1189825121443435,-0.9999999999999991,loss,2,-0.013636664862487716,0.012186664862487727,ETHUSDT,2h,2024,1,ROUNDING_TOP
1.9332670003303176,1.999999999999999,win,5,0.044179524224852135,0.02285226211242608,ETHUSDT,2h,2024,1,ROUNDING_TOP
1.8983834882619217,1.9999999999999951,win,6,0.028956853138105577,0.015253426569052824,ETHUSDT,2h,2024,-1,ROUNDING_BOTTOM
-1.1341456252704405,-0.9999999999999947,loss,5,-0.012893242512012584,0.011368242512012645,ETHUSDT,2h,2025,-1,ROUNDING_BOTTOM
1.941782951308251,1.9999999999999987,win,21,0.06420683056367678,0.03306591528183841,ETHUSDT,2h,2025,-1,ROUNDING_BOTTOM
1.9079704326539297,1.9999999999999993,win,28,0.04353750673961375,0.02281875336980688,ETHUSDT,2h,2025,1,ROUNDING_TOP
-1.1157052514688945,-1.0000000000000013,loss,3,-0.014222908856985204,0.012747908856985186,ETHUSDT,2h,2025,1,ROUNDING_TOP
