is_null,symbol,tf,arm,dir,kind,against,depth_pct,imp_atr_mag,imp_bars,corr_bars,converging,rr,outcome,R,reached_mm,reversed,fwd_signed,tb,tb_fade_R,htf_aligned,regime,year,vol_contr,arm_vol_z,atr_pct,run_before,range_pos,corr_piv,imp_eff,mtf_align,hour,dow
1,BTCUSDT,1h,2021-01-07T06:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.04477,cont,-1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2022-06-16T20:00:00+00:00,DOWN,NULL,0,0.0,0.0,22,0,0,0.0,null,,0,0,0.00941,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2020-07-29T09:00:00+00:00,UP,NULL,0,0.0,0.0,13,0,0,0.0,null,,0,0,0.02027,cont,-1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2022-11-19T23:00:00+00:00,UP,NULL,0,0.0,0.0,10,0,0,0.0,null,,0,0,-0.0042,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-10-11T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,0.01069,none,0.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-07-07T19:00:00+00:00,UP,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.00063,cont,-1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2021-11-06T07:00:00+00:00,UP,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.004,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-08-07T02:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.00047,none,0.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2024-11-15T16:00:00+00:00,DOWN,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,-0.02119,against,1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2023-10-06T10:00:00+00:00,UP,NULL,0,0.0,0.0,13,0,0,0.0,null,,0,0,0.00942,against,1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2020-09-21T07:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.02146,cont,-1.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-11-21T09:00:00+00:00,DOWN,NULL,0,0.0,0.0,10,0,0,0.0,null,,0,0,-0.00699,against,1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-08-07T16:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.01988,cont,-1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2026-06-09T05:00:00+00:00,UP,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,-0.026,against,1.0,0,-1,2026,,,,,,,,,,
1,BTCUSDT,1h,2022-01-28T20:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.00273,none,0.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2022-05-26T03:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,0.02157,cont,-1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2024-12-25T23:00:00+00:00,DOWN,NULL,0,0.0,0.0,9,0,0,0.0,null,,0,0,0.03571,cont,-1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2025-09-23T22:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.00425,none,0.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-03-01T05:00:00+00:00,DOWN,NULL,0,0.0,0.0,17,0,0,0.0,null,,0,0,-0.0219,against,1.0,0,1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-09-12T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,9,0,0,0.0,null,,0,0,0.00454,cont,-1.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2026-01-09T13:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.00628,against,1.0,0,-1,2026,,,,,,,,,,
1,BTCUSDT,1h,2020-06-22T15:00:00+00:00,UP,NULL,0,0.0,0.0,36,0,0,0.0,null,,0,0,0.01674,cont,-1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-06-19T21:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,0.00925,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-03-11T05:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.02651,against,1.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2026-05-28T23:00:00+00:00,UP,NULL,0,0.0,0.0,16,0,0,0.0,null,,0,0,0.00259,against,1.0,0,-1,2026,,,,,,,,,,
1,BTCUSDT,1h,2025-05-02T23:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.00718,cont,-1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2021-01-11T02:00:00+00:00,UP,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,-0.01644,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-12-12T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,0.00552,cont,-1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2025-04-23T08:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.01256,cont,-1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2023-07-09T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,13,0,0,0.0,null,,0,0,0.00482,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2023-06-06T19:00:00+00:00,DOWN,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.00368,none,0.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2024-07-21T10:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.0208,cont,-1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2023-04-16T23:00:00+00:00,DOWN,NULL,0,0.0,0.0,15,0,0,0.0,null,,0,0,0.02852,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2024-09-21T11:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.00302,against,1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2023-03-02T03:00:00+00:00,UP,NULL,0,0.0,0.0,4,0,0,0.0,null,,0,0,-0.00436,none,0.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2020-05-28T06:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,-0.02627,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2023-09-27T05:00:00+00:00,DOWN,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.00036,none,0.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2024-02-24T02:00:00+00:00,UP,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,0.00573,none,0.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2021-09-29T15:00:00+00:00,UP,NULL,0,0.0,0.0,16,0,0,0.0,null,,0,0,0.03808,against,1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-09-01T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.01174,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-03-25T17:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,-0.00698,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-01-25T21:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.03406,cont,-1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2020-06-29T23:00:00+00:00,UP,NULL,0,0.0,0.0,17,0,0,0.0,null,,0,0,-0.00194,against,1.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-11-13T04:00:00+00:00,UP,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,4e-05,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-07-03T00:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.03338,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2020-06-09T01:00:00+00:00,UP,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,0.00084,none,0.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2026-04-03T04:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.00314,cont,-1.0,0,-1,2026,,,,,,,,,,
1,BTCUSDT,1h,2024-07-28T20:00:00+00:00,UP,NULL,0,0.0,0.0,4,0,0,0.0,null,,0,0,0.01038,cont,-1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2021-01-12T07:00:00+00:00,UP,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,-0.0377,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2022-01-27T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,-0.01085,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2022-06-10T01:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,0.00702,cont,-1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-12-13T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.0015,none,0.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2023-10-30T13:00:00+00:00,UP,NULL,0,0.0,0.0,4,0,0,0.0,null,,0,0,-0.01019,against,1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2024-12-12T13:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,-0.00546,against,1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2020-05-10T05:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.01349,none,0.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-08-29T14:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.00895,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2020-06-22T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,-0.0103,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2020-11-30T20:00:00+00:00,UP,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.01319,none,0.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-07-01T11:00:00+00:00,UP,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,-0.00507,against,1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2020-11-16T16:00:00+00:00,UP,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.01283,cont,-1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2022-04-27T07:00:00+00:00,UP,NULL,0,0.0,0.0,15,0,0,0.0,null,,0,0,-0.00098,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2021-10-30T05:00:00+00:00,DOWN,NULL,0,0.0,0.0,32,0,0,0.0,null,,0,0,0.0193,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-06-01T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.01587,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-03-09T19:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,-0.0398,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2026-03-02T00:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.03573,against,1.0,0,-1,2026,,,,,,,,,,
1,BTCUSDT,1h,2020-02-06T11:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.00064,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2021-01-19T07:00:00+00:00,UP,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.00232,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-09-28T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.0248,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-04-14T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.00641,none,0.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2023-12-24T06:00:00+00:00,DOWN,NULL,0,0.0,0.0,13,0,0,0.0,null,,0,0,-0.00144,against,1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2025-04-21T14:00:00+00:00,UP,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,-0.01543,against,1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2025-04-06T18:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,-0.03591,against,1.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2023-12-06T17:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,-0.01759,against,1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2025-10-04T04:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.004,none,0.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-02-19T20:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.04655,cont,-1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2024-04-11T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.00281,none,0.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2022-04-23T20:00:00+00:00,UP,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,-0.00886,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2021-05-19T19:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.01495,against,1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2020-04-17T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.00874,cont,-1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2020-09-27T10:00:00+00:00,UP,NULL,0,0.0,0.0,9,0,0,0.0,null,,0,0,0.00703,cont,-1.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2022-02-18T23:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.00443,none,0.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-05-09T09:00:00+00:00,UP,NULL,0,0.0,0.0,29,0,0,0.0,null,,0,0,0.00588,none,0.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2026-01-16T02:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.00058,none,0.0,0,1,2026,,,,,,,,,,
1,BTCUSDT,1h,2023-12-12T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.00583,none,0.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2025-02-05T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.00662,none,0.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2023-09-04T23:00:00+00:00,DOWN,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,0.00359,cont,-1.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2025-10-07T21:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.00142,cont,-1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-03-02T17:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.00173,none,0.0,0,1,2022,,,,,,,,,,
1,BTCUSDT,1h,2021-09-15T07:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,-0.00917,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-09-01T03:00:00+00:00,DOWN,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.0092,cont,-1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2023-11-11T15:00:00+00:00,DOWN,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,0.00167,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2025-06-27T08:00:00+00:00,DOWN,NULL,0,0.0,0.0,10,0,0,0.0,null,,0,0,0.00275,against,1.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2020-08-04T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,22,0,0,0.0,null,,0,0,-0.02174,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2020-07-02T17:00:00+00:00,UP,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,0.00477,none,0.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2023-07-29T02:00:00+00:00,DOWN,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-6e-05,none,0.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2021-12-17T18:00:00+00:00,UP,NULL,0,0.0,0.0,20,0,0,0.0,null,,0,0,0.00042,against,1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-08-01T23:00:00+00:00,UP,NULL,0,0.0,0.0,20,0,0,0.0,null,,0,0,-0.01866,cont,-1.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2021-10-18T23:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,0.00676,none,0.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-08-28T05:00:00+00:00,UP,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,-0.01076,against,1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2025-07-02T02:00:00+00:00,DOWN,NULL,0,0.0,0.0,9,0,0,0.0,null,,0,0,-0.01484,against,1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-04-20T16:00:00+00:00,UP,NULL,0,0.0,0.0,4,0,0,0.0,null,,0,0,0.001,against,1.0,0,1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-01-26T10:00:00+00:00,DOWN,NULL,0,0.0,0.0,17,0,0,0.0,null,,0,0,0.0317,against,1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2020-07-02T06:00:00+00:00,UP,NULL,0,0.0,0.0,25,0,0,0.0,null,,0,0,-0.01085,cont,-1.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2025-02-24T21:00:00+00:00,DOWN,NULL,0,0.0,0.0,16,0,0,0.0,null,,0,0,0.05483,cont,-1.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2025-02-11T09:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.01059,against,1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2021-09-23T10:00:00+00:00,UP,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.00576,none,0.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-11-13T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,15,0,0,0.0,null,,0,0,-0.03466,against,1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2024-07-12T01:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.00063,none,0.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2022-01-11T18:00:00+00:00,UP,NULL,0,0.0,0.0,23,0,0,0.0,null,,0,0,0.02541,cont,-1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2020-10-05T00:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.00322,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2022-04-02T21:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.0027,cont,-1.0,0,1,2022,,,,,,,,,,
1,BTCUSDT,1h,2023-07-19T21:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.00083,none,0.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2023-04-02T14:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.00278,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2021-10-09T03:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,-0.01056,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2025-04-17T17:00:00+00:00,UP,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,-0.00189,none,0.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2022-01-07T16:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,-0.00514,none,0.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2022-05-16T15:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,-0.01309,none,0.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2025-07-22T21:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.00818,none,0.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2024-08-16T13:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.01166,cont,-1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2024-02-05T22:00:00+00:00,UP,NULL,0,0.0,0.0,10,0,0,0.0,null,,0,0,0.01328,cont,-1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2021-02-06T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,12,0,0,0.0,null,,0,0,0.01654,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2024-09-02T20:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.00181,cont,-1.0,0,-1,2024,,,,,,,,,,
1,BTCUSDT,1h,2020-12-06T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,-0.00762,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2020-03-04T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,9,0,0,0.0,null,,0,0,0.00076,none,0.0,0,-1,2020,,,,,,,,,,
1,BTCUSDT,1h,2023-08-14T18:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.00241,none,0.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2021-04-28T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.01517,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-02-25T10:00:00+00:00,DOWN,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,-0.00728,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2023-01-10T17:00:00+00:00,UP,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.00762,cont,-1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2022-09-11T08:00:00+00:00,UP,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,-0.00127,none,0.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2021-11-10T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,34,0,0,0.0,null,,0,0,0.02237,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2023-04-14T06:00:00+00:00,UP,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,-0.01843,against,1.0,0,1,2023,,,,,,,,,,
1,BTCUSDT,1h,2021-06-02T06:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,0.01733,cont,-1.0,0,-1,2021,,,,,,,,,,
1,BTCUSDT,1h,2021-03-12T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,20,0,0,0.0,null,,0,0,-0.05467,against,1.0,0,1,2021,,,,,,,,,,
1,BTCUSDT,1h,2020-05-29T16:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.004,none,0.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2022-12-05T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,-0.00312,against,1.0,0,-1,2022,,,,,,,,,,
1,BTCUSDT,1h,2024-10-05T09:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,0.00379,cont,-1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2024-01-02T16:00:00+00:00,UP,NULL,0,0.0,0.0,19,0,0,0.0,null,,0,0,-0.03649,against,1.0,0,1,2024,,,,,,,,,,
1,BTCUSDT,1h,2023-09-09T22:00:00+00:00,UP,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.00182,against,1.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2023-05-24T01:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.01298,against,1.0,0,-1,2023,,,,,,,,,,
1,BTCUSDT,1h,2020-10-22T04:00:00+00:00,DOWN,NULL,0,0.0,0.0,4,0,0,0.0,null,,0,0,-0.0045,none,0.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2025-04-22T16:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.03259,cont,-1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2025-03-09T02:00:00+00:00,DOWN,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.02922,cont,-1.0,0,-1,2025,,,,,,,,,,
1,BTCUSDT,1h,2025-06-08T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,19,0,0,0.0,null,,0,0,-0.00774,cont,-1.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2025-07-29T22:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.00373,none,0.0,0,1,2025,,,,,,,,,,
1,BTCUSDT,1h,2020-01-31T08:00:00+00:00,UP,NULL,0,0.0,0.0,2,0,0,0.0,null,,0,0,-0.0036,against,1.0,0,1,2020,,,,,,,,,,
1,BTCUSDT,1h,2023-05-14T02:00:00+00:00,UP,NULL,0,0.0,0.0,6,0,0,0.0,null,,0,0,0.0013,none,0.0,0,-1,2023,,,,,,,,,,
