is_null,symbol,tf,arm,kind,end_dir,rev_R,mfe_rev_atr,mae_atr,sagitta_atr,depth_atr,a_norm,arc_gain,r2_quad,L,apex_pos,mtf_up,regime,year
1,BTCUSDT,1d,2025-12-10T00:00:00+00:00,NULL,DOWN,-1.0,0.822,2.242,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2025
1,BTCUSDT,1d,2020-04-16T00:00:00+00:00,NULL,DOWN,1.0,7.906,0.936,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-05-01T00:00:00+00:00,NULL,UP,-1.0,1.665,2.909,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2021-05-03T00:00:00+00:00,NULL,DOWN,-1.0,0.695,8.099,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2024-11-20T00:00:00+00:00,NULL,UP,-1.0,0.946,3.514,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,BTCUSDT,1d,2023-10-01T00:00:00+00:00,NULL,DOWN,-1.0,11.861,2.366,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2023
1,BTCUSDT,1d,2022-10-07T00:00:00+00:00,NULL,UP,1.0,1.713,2.493,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2022
1,BTCUSDT,1d,2021-08-23T00:00:00+00:00,NULL,DOWN,-1.0,1.551,4.47,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2024-03-20T00:00:00+00:00,NULL,UP,1.0,1.947,1.172,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2024-12-19T00:00:00+00:00,NULL,UP,1.0,1.895,1.941,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2025-01-12T00:00:00+00:00,NULL,DOWN,-1.0,4.602,1.618,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2023-05-02T00:00:00+00:00,NULL,UP,1.0,2.39,0.962,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2022-04-18T00:00:00+00:00,NULL,UP,1.0,8.394,1.295,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2025-03-02T00:00:00+00:00,NULL,DOWN,-1.0,0.035,4.169,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2026-05-07T00:00:00+00:00,NULL,DOWN,-1.0,1.29,10.885,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2026
1,BTCUSDT,1d,2023-07-11T00:00:00+00:00,NULL,DOWN,-1.0,1.457,2.511,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2023-11-22T00:00:00+00:00,NULL,DOWN,1.0,4.887,0.47,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2023
1,BTCUSDT,1d,2026-03-24T00:00:00+00:00,NULL,UP,1.0,2.125,3.409,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2026
1,BTCUSDT,1d,2022-05-21T00:00:00+00:00,NULL,DOWN,-1.0,1.248,4.996,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2022
1,BTCUSDT,1d,2024-10-24T00:00:00+00:00,NULL,DOWN,1.0,15.703,1.302,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2023-08-05T00:00:00+00:00,NULL,UP,-1.0,6.739,2.022,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2023
1,BTCUSDT,1d,2023-03-13T00:00:00+00:00,NULL,DOWN,1.0,6.359,0.214,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2026-04-16T00:00:00+00:00,NULL,DOWN,1.0,3.271,0.608,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2026
1,BTCUSDT,1d,2024-01-17T00:00:00+00:00,NULL,DOWN,-1.0,0.496,1.894,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2024
1,BTCUSDT,1d,2023-12-10T00:00:00+00:00,NULL,UP,1.0,2.787,3.268,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2024-10-23T00:00:00+00:00,NULL,UP,-1.0,0.536,16.448,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2020-04-14T00:00:00+00:00,NULL,UP,-1.0,1.043,8.327,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-05-08T00:00:00+00:00,NULL,UP,1.0,3.392,1.169,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-10-16T00:00:00+00:00,NULL,DOWN,1.0,17.975,0.224,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2023-12-17T00:00:00+00:00,NULL,UP,-1.0,0.48,4.386,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2025-10-19T00:00:00+00:00,NULL,UP,-1.0,3.794,1.518,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2023-02-04T00:00:00+00:00,NULL,DOWN,-1.0,2.43,2.497,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2025-11-30T00:00:00+00:00,NULL,UP,1.0,1.778,1.15,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2025
1,BTCUSDT,1d,2023-03-10T00:00:00+00:00,NULL,UP,-1.0,0.509,11.927,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2023
1,BTCUSDT,1d,2023-01-12T00:00:00+00:00,NULL,DOWN,1.0,15.79,0.387,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2022-11-29T00:00:00+00:00,NULL,DOWN,1.0,4.186,0.401,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2021-03-02T00:00:00+00:00,NULL,UP,-1.0,0.454,2.846,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2020-01-27T00:00:00+00:00,NULL,DOWN,1.0,4.37,0.752,0.0,0.0,0.0,0.0,0.0,45,0.0,0,0,2020
1,BTCUSDT,1d,2024-11-03T00:00:00+00:00,NULL,UP,-1.0,0.882,14.008,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,BTCUSDT,1d,2020-11-09T00:00:00+00:00,NULL,DOWN,1.0,5.324,0.299,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2025-06-07T00:00:00+00:00,NULL,UP,-1.0,2.695,1.825,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2025
1,BTCUSDT,1d,2026-03-02T00:00:00+00:00,NULL,DOWN,1.0,2.394,1.279,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2026
1,BTCUSDT,1d,2021-12-16T00:00:00+00:00,NULL,UP,1.0,2.171,1.212,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,BTCUSDT,1d,2023-06-09T00:00:00+00:00,NULL,DOWN,-1.0,5.479,1.83,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2023
1,BTCUSDT,1d,2025-04-28T00:00:00+00:00,NULL,UP,-1.0,0.85,6.867,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,BTCUSDT,1d,2022-06-30T00:00:00+00:00,NULL,DOWN,1.0,3.47,0.853,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2020-03-13T00:00:00+00:00,NULL,DOWN,-1.0,2.519,1.522,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2020
1,BTCUSDT,1d,2020-05-12T00:00:00+00:00,NULL,DOWN,1.0,2.334,0.25,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-10-26T00:00:00+00:00,NULL,UP,-1.0,0.404,15.816,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,BTCUSDT,1d,2022-03-02T00:00:00+00:00,NULL,DOWN,-1.0,1.57,2.462,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2022
1,BTCUSDT,1d,2024-05-06T00:00:00+00:00,NULL,UP,-1.0,1.092,3.232,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,BTCUSDT,1d,2023-12-21T00:00:00+00:00,NULL,UP,1.0,2.137,3.047,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2024-09-22T00:00:00+00:00,NULL,UP,1.0,2.212,2.836,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,BTCUSDT,1d,2021-08-10T00:00:00+00:00,NULL,UP,-1.0,1.06,2.834,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2021-03-03T00:00:00+00:00,NULL,DOWN,1.0,2.409,0.849,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2025-06-02T00:00:00+00:00,NULL,UP,1.0,2.62,1.599,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,BTCUSDT,1d,2023-05-11T00:00:00+00:00,NULL,UP,1.0,1.615,1.476,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2023
1,BTCUSDT,1d,2024-06-17T00:00:00+00:00,NULL,DOWN,-1.0,0.045,6.991,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,BTCUSDT,1d,2020-06-23T00:00:00+00:00,NULL,DOWN,-1.0,0.143,2.511,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2020
1,BTCUSDT,1d,2025-05-15T00:00:00+00:00,NULL,UP,-1.0,1.237,2.997,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,BTCUSDT,1d,2020-05-20T00:00:00+00:00,NULL,UP,0.0,,,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2020
1,BTCUSDT,1d,2021-11-13T00:00:00+00:00,NULL,DOWN,-1.0,0.72,7.968,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2022-02-01T00:00:00+00:00,NULL,UP,-1.0,1.837,2.994,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2021-01-11T00:00:00+00:00,NULL,UP,1.0,1.743,3.388,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2021
1,BTCUSDT,1d,2021-01-17T00:00:00+00:00,NULL,UP,1.0,1.533,3.264,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2021
1,BTCUSDT,1d,2021-08-25T00:00:00+00:00,NULL,DOWN,1.0,1.734,4.119,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2025-12-23T00:00:00+00:00,NULL,DOWN,1.0,3.343,0.341,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2025
1,BTCUSDT,1d,2020-02-07T00:00:00+00:00,NULL,UP,-1.0,3.828,2.048,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2020
1,BTCUSDT,1d,2024-01-20T00:00:00+00:00,NULL,UP,-1.0,1.421,2.942,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2024
1,BTCUSDT,1d,2020-06-16T00:00:00+00:00,NULL,UP,1.0,2.028,0.745,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2020
1,BTCUSDT,1d,2022-08-01T00:00:00+00:00,NULL,UP,-1.0,3.026,1.569,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2022
1,BTCUSDT,1d,2023-06-06T00:00:00+00:00,NULL,DOWN,-1.0,4.614,2.626,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2023
1,BTCUSDT,1d,2022-03-10T00:00:00+00:00,NULL,UP,-1.0,0.694,3.259,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2021-08-29T00:00:00+00:00,NULL,DOWN,1.0,1.911,4.219,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2023-11-18T00:00:00+00:00,NULL,DOWN,1.0,6.184,0.712,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2025-01-20T00:00:00+00:00,NULL,DOWN,-1.0,1.074,2.378,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2025
1,BTCUSDT,1d,2022-07-12T00:00:00+00:00,NULL,DOWN,1.0,4.842,0.379,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2022
1,BTCUSDT,1d,2023-10-11T00:00:00+00:00,NULL,UP,-1.0,0.453,15.685,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2024-03-13T00:00:00+00:00,NULL,UP,1.0,3.391,0.194,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2022-01-14T00:00:00+00:00,NULL,DOWN,-1.0,0.356,4.879,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2022
1,BTCUSDT,1d,2025-01-21T00:00:00+00:00,NULL,UP,1.0,3.187,0.209,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2025
1,BTCUSDT,1d,2020-10-13T00:00:00+00:00,NULL,DOWN,1.0,17.213,0.772,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2021-02-21T00:00:00+00:00,NULL,DOWN,-1.0,1.182,3.839,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2023-05-02T00:00:00+00:00,NULL,DOWN,-1.0,0.962,2.39,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2025-03-16T00:00:00+00:00,NULL,UP,1.0,1.571,1.206,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2024-07-24T00:00:00+00:00,NULL,UP,-1.0,6.622,1.902,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,BTCUSDT,1d,2021-01-09T00:00:00+00:00,NULL,DOWN,-1.0,2.2,3.687,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2021
1,BTCUSDT,1d,2022-04-06T00:00:00+00:00,NULL,UP,1.0,4.461,0.451,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2022
1,BTCUSDT,1d,2024-10-01T00:00:00+00:00,NULL,UP,-1.0,0.921,6.349,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2020-03-06T00:00:00+00:00,NULL,DOWN,-1.0,0.151,14.396,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2020
1,BTCUSDT,1d,2025-06-03T00:00:00+00:00,NULL,DOWN,-1.0,1.817,2.531,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2025
1,BTCUSDT,1d,2026-01-16T00:00:00+00:00,NULL,UP,1.0,14.98,0.037,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2026
1,BTCUSDT,1d,2021-05-25T00:00:00+00:00,NULL,DOWN,-1.0,0.491,1.554,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2021
1,BTCUSDT,1d,2024-02-25T00:00:00+00:00,NULL,DOWN,1.0,14.361,0.539,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2023-02-17T00:00:00+00:00,NULL,UP,1.0,5.574,4.241,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2025-02-02T00:00:00+00:00,NULL,DOWN,-1.0,1.08,4.373,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2025
1,BTCUSDT,1d,2020-07-07T00:00:00+00:00,NULL,UP,-1.0,0.835,11.388,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2020
1,BTCUSDT,1d,2023-09-20T00:00:00+00:00,NULL,DOWN,-1.0,4.447,1.637,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2023
1,BTCUSDT,1d,2023-12-29T00:00:00+00:00,NULL,DOWN,1.0,4.754,2.419,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2023-05-24T00:00:00+00:00,NULL,DOWN,1.0,6.771,2.029,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2023
1,BTCUSDT,1d,2024-04-19T00:00:00+00:00,NULL,DOWN,-1.0,0.99,1.853,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,BTCUSDT,1d,2023-04-12T00:00:00+00:00,NULL,DOWN,-1.0,1.275,4.675,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2022-01-12T00:00:00+00:00,NULL,DOWN,-1.0,0.893,5.116,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,BTCUSDT,1d,2024-04-12T00:00:00+00:00,NULL,DOWN,-1.0,0.265,3.441,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,BTCUSDT,1d,2024-01-22T00:00:00+00:00,NULL,UP,-1.0,0.496,4.417,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2024
1,BTCUSDT,1d,2022-09-30T00:00:00+00:00,NULL,UP,-1.0,1.232,1.661,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2022
1,BTCUSDT,1d,2022-04-12T00:00:00+00:00,NULL,DOWN,1.0,1.587,7.315,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2022
1,BTCUSDT,1d,2024-10-01T00:00:00+00:00,NULL,UP,-1.0,0.921,6.349,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,BTCUSDT,1d,2024-10-27T00:00:00+00:00,NULL,DOWN,1.0,15.764,0.593,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2024-07-30T00:00:00+00:00,NULL,UP,1.0,7.296,0.281,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2026-01-27T00:00:00+00:00,NULL,UP,1.0,12.529,0.578,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2026
1,BTCUSDT,1d,2024-01-15T00:00:00+00:00,NULL,DOWN,-1.0,3.795,1.575,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2020-12-27T00:00:00+00:00,NULL,DOWN,1.0,9.917,0.254,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,BTCUSDT,1d,2020-10-28T00:00:00+00:00,NULL,DOWN,1.0,12.599,0.7,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,BTCUSDT,1d,2021-01-29T00:00:00+00:00,NULL,DOWN,1.0,7.186,0.62,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2021
1,BTCUSDT,1d,2024-09-09T00:00:00+00:00,NULL,DOWN,1.0,3.69,0.584,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2024
1,BTCUSDT,1d,2026-03-14T00:00:00+00:00,NULL,DOWN,1.0,1.521,1.973,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2026
1,BTCUSDT,1d,2023-02-13T00:00:00+00:00,NULL,DOWN,1.0,7.076,3.413,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2021-01-24T00:00:00+00:00,NULL,UP,-1.0,0.78,6.743,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2025-09-19T00:00:00+00:00,NULL,UP,1.0,6.698,5.192,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2025
1,BTCUSDT,1d,2023-06-13T00:00:00+00:00,NULL,DOWN,1.0,6.544,1.265,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2023
1,BTCUSDT,1d,2025-02-02T00:00:00+00:00,NULL,DOWN,-1.0,1.08,4.373,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2024-08-29T00:00:00+00:00,NULL,UP,1.0,2.854,2.993,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,BTCUSDT,1d,2021-08-10T00:00:00+00:00,NULL,DOWN,1.0,2.834,1.06,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2022-01-05T00:00:00+00:00,NULL,UP,1.0,4.713,0.469,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,BTCUSDT,1d,2020-03-16T00:00:00+00:00,NULL,DOWN,1.0,2.899,0.128,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2020
1,BTCUSDT,1d,2020-05-06T00:00:00+00:00,NULL,DOWN,1.0,2.659,2.205,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2024-12-10T00:00:00+00:00,NULL,UP,-1.0,1.261,2.751,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,BTCUSDT,1d,2025-02-25T00:00:00+00:00,NULL,DOWN,-1.0,2.205,4.213,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2023-10-29T00:00:00+00:00,NULL,UP,-1.0,0.344,2.671,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2021-08-12T00:00:00+00:00,NULL,DOWN,1.0,3.267,0.597,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2021-03-12T00:00:00+00:00,NULL,UP,1.0,1.93,1.313,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,BTCUSDT,1d,2025-01-14T00:00:00+00:00,NULL,DOWN,1.0,3.819,1.562,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,BTCUSDT,1d,2023-04-11T00:00:00+00:00,NULL,UP,1.0,3.836,0.877,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2021-01-25T00:00:00+00:00,NULL,UP,-1.0,0.855,7.412,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2023-01-28T00:00:00+00:00,NULL,UP,1.0,1.921,2.56,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
1,BTCUSDT,1d,2025-04-11T00:00:00+00:00,NULL,UP,-1.0,0.144,4.925,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2025
1,BTCUSDT,1d,2026-03-02T00:00:00+00:00,NULL,DOWN,1.0,2.394,1.279,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2026
1,BTCUSDT,1d,2022-10-19T00:00:00+00:00,NULL,DOWN,1.0,4.444,6.668,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2022
1,BTCUSDT,1d,2024-02-04T00:00:00+00:00,NULL,UP,-1.0,0.251,20.448,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,BTCUSDT,1d,2022-07-15T00:00:00+00:00,NULL,DOWN,1.0,3.957,0.33,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2026-01-06T00:00:00+00:00,NULL,UP,1.0,15.316,2.037,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2026
1,BTCUSDT,1d,2023-01-07T00:00:00+00:00,NULL,DOWN,1.0,32.606,0.145,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2023
1,BTCUSDT,1d,2025-12-09T00:00:00+00:00,NULL,UP,1.0,2.366,0.607,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2025
1,BTCUSDT,1d,2021-04-17T00:00:00+00:00,NULL,DOWN,-1.0,0.19,6.94,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2021
1,BTCUSDT,1d,2023-03-12T00:00:00+00:00,NULL,UP,-1.0,0.209,9.753,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2020-07-21T00:00:00+00:00,NULL,DOWN,1.0,18.521,0.776,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-10-03T00:00:00+00:00,NULL,UP,-1.0,0.076,11.119,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,BTCUSDT,1d,2020-06-02T00:00:00+00:00,NULL,DOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2025-02-06T00:00:00+00:00,NULL,DOWN,-1.0,0.84,3.352,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2025
1,BTCUSDT,1d,2026-01-01T00:00:00+00:00,NULL,UP,-1.0,6.414,4.442,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2026
1,BTCUSDT,1d,2022-08-30T00:00:00+00:00,NULL,UP,-1.0,1.788,3.168,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,BTCUSDT,1d,2025-05-09T00:00:00+00:00,NULL,DOWN,1.0,3.642,0.911,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2025
1,BTCUSDT,1d,2021-11-15T00:00:00+00:00,NULL,DOWN,-1.0,0.004,7.795,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,BTCUSDT,1d,2023-03-12T00:00:00+00:00,NULL,DOWN,1.0,9.753,0.209,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,BTCUSDT,1d,2024-12-10T00:00:00+00:00,NULL,DOWN,1.0,2.751,1.261,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,BTCUSDT,1d,2020-07-24T00:00:00+00:00,NULL,DOWN,1.0,17.878,0.151,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,BTCUSDT,1d,2020-03-16T00:00:00+00:00,NULL,DOWN,1.0,2.899,0.128,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2020
1,BTCUSDT,1d,2025-06-08T00:00:00+00:00,NULL,UP,-1.0,2.849,1.814,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,BTCUSDT,1d,2026-01-10T00:00:00+00:00,NULL,UP,-1.0,14.217,3.458,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2026
1,BTCUSDT,1d,2022-06-29T00:00:00+00:00,NULL,DOWN,1.0,2.982,1.034,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,BTCUSDT,1d,2022-08-04T00:00:00+00:00,NULL,DOWN,1.0,2.377,2.85,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2022
1,BTCUSDT,1d,2021-03-22T00:00:00+00:00,NULL,DOWN,1.0,2.801,0.951,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,BTCUSDT,1d,2021-04-28T00:00:00+00:00,NULL,UP,1.0,6.403,1.199,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2021
1,BTCUSDT,1d,2026-02-07T00:00:00+00:00,NULL,DOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2026
