is_null,symbol,tf,arm,kind,end_dir,rev_R,mfe_rev_atr,mae_atr,sagitta_atr,depth_atr,a_norm,arc_gain,r2_quad,L,apex_pos,mtf_up,regime,year
1,ETHUSDT,4h,2021-08-14T08:00:00+00:00,NULL,DOWN,-1.0,1.063,1.68,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2021
1,ETHUSDT,4h,2024-07-22T08:00:00+00:00,NULL,UP,1.0,9.924,0.978,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2022-01-11T20:00:00+00:00,NULL,UP,-1.0,11.562,2.113,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,ETHUSDT,4h,2021-07-21T04:00:00+00:00,NULL,UP,-1.0,0.28,13.687,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2020-07-28T20:00:00+00:00,NULL,DOWN,1.0,8.986,0.398,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2020
1,ETHUSDT,4h,2023-02-24T20:00:00+00:00,NULL,DOWN,-1.0,2.309,2.362,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2024-08-26T04:00:00+00:00,NULL,DOWN,-1.0,0.457,9.728,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,ETHUSDT,4h,2020-08-17T12:00:00+00:00,NULL,DOWN,-1.0,0.498,4.627,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2020
1,ETHUSDT,4h,2024-09-29T08:00:00+00:00,NULL,UP,1.0,11.384,0.695,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2021-11-24T12:00:00+00:00,NULL,DOWN,1.0,2.283,2.594,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,ETHUSDT,4h,2024-01-05T08:00:00+00:00,NULL,DOWN,1.0,8.725,1.387,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,ETHUSDT,4h,2025-05-05T16:00:00+00:00,NULL,UP,1.0,2.575,36.847,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,ETHUSDT,4h,2025-09-28T08:00:00+00:00,NULL,DOWN,1.0,6.901,0.518,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2025
1,ETHUSDT,4h,2025-08-30T04:00:00+00:00,NULL,UP,1.0,2.021,1.012,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2025
1,ETHUSDT,4h,2020-06-07T20:00:00+00:00,NULL,UP,1.0,4.975,1.55,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2020
1,ETHUSDT,4h,2021-08-29T08:00:00+00:00,NULL,DOWN,1.0,14.922,3.119,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2025-01-11T16:00:00+00:00,NULL,DOWN,-1.0,0.914,5.412,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2025
1,ETHUSDT,4h,2024-11-19T08:00:00+00:00,NULL,DOWN,1.0,5.962,1.378,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,ETHUSDT,4h,2024-01-27T16:00:00+00:00,NULL,UP,-1.0,1.291,3.975,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,ETHUSDT,4h,2024-08-31T08:00:00+00:00,NULL,DOWN,-1.0,0.896,8.544,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,ETHUSDT,4h,2026-05-29T04:00:00+00:00,NULL,UP,1.0,15.181,1.266,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2026
1,ETHUSDT,4h,2022-01-30T12:00:00+00:00,NULL,DOWN,-1.0,10.437,2.21,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,ETHUSDT,4h,2022-07-22T20:00:00+00:00,NULL,DOWN,1.0,2.342,3.25,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2022
1,ETHUSDT,4h,2025-11-02T20:00:00+00:00,NULL,DOWN,-1.0,0.173,19.09,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2025
1,ETHUSDT,4h,2020-10-17T12:00:00+00:00,NULL,DOWN,1.0,8.995,0.41,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,ETHUSDT,4h,2024-08-17T08:00:00+00:00,NULL,DOWN,1.0,4.237,3.959,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,ETHUSDT,4h,2026-06-05T00:00:00+00:00,NULL,UP,1.0,4.129,0.333,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2026
1,ETHUSDT,4h,2021-12-05T00:00:00+00:00,NULL,UP,0.0,,,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2021
1,ETHUSDT,4h,2021-09-14T20:00:00+00:00,NULL,DOWN,1.0,2.289,7.403,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2022-08-12T16:00:00+00:00,NULL,UP,-1.0,1.22,1.946,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2022
1,ETHUSDT,4h,2023-12-23T12:00:00+00:00,NULL,UP,1.0,2.573,3.853,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2025-05-14T00:00:00+00:00,NULL,DOWN,-1.0,1.03,3.813,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,ETHUSDT,4h,2024-05-05T08:00:00+00:00,NULL,UP,-1.0,4.049,1.673,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2024
1,ETHUSDT,4h,2025-06-07T16:00:00+00:00,NULL,UP,-1.0,1.592,7.17,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2025
1,ETHUSDT,4h,2023-02-20T08:00:00+00:00,NULL,DOWN,-1.0,0.131,7.092,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2023
1,ETHUSDT,4h,2021-08-04T12:00:00+00:00,NULL,UP,-1.0,1.727,7.969,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2021-05-26T00:00:00+00:00,NULL,UP,1.0,3.324,0.35,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2021
1,ETHUSDT,4h,2024-03-05T16:00:00+00:00,NULL,UP,-1.0,0.458,5.456,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2023-02-23T12:00:00+00:00,NULL,UP,1.0,3.226,0.632,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2021-10-02T20:00:00+00:00,NULL,UP,-1.0,1.34,3.03,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,ETHUSDT,4h,2023-11-07T00:00:00+00:00,NULL,DOWN,1.0,8.314,1.34,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2023
1,ETHUSDT,4h,2022-01-24T16:00:00+00:00,NULL,DOWN,1.0,4.212,0.479,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,ETHUSDT,4h,2024-10-27T00:00:00+00:00,NULL,UP,-1.0,1.593,5.313,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,ETHUSDT,4h,2020-09-23T12:00:00+00:00,NULL,UP,1.0,2.657,3.014,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2020
1,ETHUSDT,4h,2022-02-19T08:00:00+00:00,NULL,DOWN,-1.0,0.925,5.333,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2022
1,ETHUSDT,4h,2021-12-22T20:00:00+00:00,NULL,DOWN,1.0,2.398,1.214,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2021
1,ETHUSDT,4h,2020-08-24T04:00:00+00:00,NULL,UP,-1.0,3.967,12.608,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2023-07-21T16:00:00+00:00,NULL,DOWN,-1.0,0.561,3.251,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2023
1,ETHUSDT,4h,2022-03-13T12:00:00+00:00,NULL,DOWN,-1.0,8.838,1.878,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,ETHUSDT,4h,2024-12-29T12:00:00+00:00,NULL,DOWN,1.0,1.545,1.378,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2024
1,ETHUSDT,4h,2025-12-05T20:00:00+00:00,NULL,DOWN,-1.0,2.189,1.576,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2025
1,ETHUSDT,4h,2024-03-02T20:00:00+00:00,NULL,UP,-1.0,3.962,12.034,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,ETHUSDT,4h,2021-05-17T00:00:00+00:00,NULL,UP,-1.0,7.852,1.741,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2021
1,ETHUSDT,4h,2024-08-28T04:00:00+00:00,NULL,DOWN,1.0,2.885,5.218,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,ETHUSDT,4h,2024-03-23T12:00:00+00:00,NULL,UP,-1.0,1.169,2.993,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,ETHUSDT,4h,2022-04-08T04:00:00+00:00,NULL,DOWN,-1.0,0.369,4.46,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2022
1,ETHUSDT,4h,2020-08-07T16:00:00+00:00,NULL,DOWN,1.0,2.766,0.14,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2020
1,ETHUSDT,4h,2022-01-05T04:00:00+00:00,NULL,DOWN,-1.0,0.505,13.885,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,ETHUSDT,4h,2020-11-18T04:00:00+00:00,NULL,UP,-1.0,1.362,14.353,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2021-03-14T20:00:00+00:00,NULL,UP,1.0,6.084,0.854,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2020-10-18T04:00:00+00:00,NULL,UP,-1.0,1.749,9.413,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2021-03-23T16:00:00+00:00,NULL,UP,1.0,4.387,0.909,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,ETHUSDT,4h,2020-12-09T12:00:00+00:00,NULL,DOWN,-1.0,7.734,2.297,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2022-06-24T16:00:00+00:00,NULL,UP,1.0,5.702,1.288,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,ETHUSDT,4h,2024-01-14T12:00:00+00:00,NULL,UP,1.0,7.052,1.464,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2024
1,ETHUSDT,4h,2021-05-25T16:00:00+00:00,NULL,UP,-1.0,1.609,1.931,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2021
1,ETHUSDT,4h,2021-10-12T00:00:00+00:00,NULL,UP,-1.0,0.949,5.541,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2021
1,ETHUSDT,4h,2025-02-03T04:00:00+00:00,NULL,DOWN,1.0,2.077,0.669,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2025
1,ETHUSDT,4h,2023-08-25T08:00:00+00:00,NULL,UP,1.0,1.639,4.649,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2023
1,ETHUSDT,4h,2024-01-29T08:00:00+00:00,NULL,UP,-1.0,1.364,5.741,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2026-05-11T08:00:00+00:00,NULL,UP,1.0,11.197,0.428,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2026
1,ETHUSDT,4h,2024-05-30T20:00:00+00:00,NULL,UP,-1.0,0.405,1.71,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2024-08-10T00:00:00+00:00,NULL,UP,-1.0,1.148,2.2,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,ETHUSDT,4h,2023-06-20T12:00:00+00:00,NULL,DOWN,1.0,12.286,0.232,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2023-07-07T20:00:00+00:00,NULL,UP,0.0,,,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2023
1,ETHUSDT,4h,2020-12-09T08:00:00+00:00,NULL,UP,1.0,1.962,8.504,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2024-04-08T08:00:00+00:00,NULL,DOWN,1.0,1.808,14.468,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2024
1,ETHUSDT,4h,2023-11-16T16:00:00+00:00,NULL,UP,-1.0,1.379,3.799,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2023-01-01T04:00:00+00:00,NULL,DOWN,1.0,27.495,0.253,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2023
1,ETHUSDT,4h,2022-01-08T20:00:00+00:00,NULL,UP,-1.0,1.415,3.073,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2022
1,ETHUSDT,4h,2021-06-27T16:00:00+00:00,NULL,UP,-1.0,0.151,6.46,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2021
1,ETHUSDT,4h,2020-11-03T04:00:00+00:00,NULL,UP,-1.0,0.173,13.144,0.0,0.0,0.0,0.0,0.0,45,0.0,0,1,2020
1,ETHUSDT,4h,2025-01-01T08:00:00+00:00,NULL,DOWN,1.0,6.905,3.129,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2025
1,ETHUSDT,4h,2021-10-19T16:00:00+00:00,NULL,DOWN,1.0,5.725,0.168,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2021
1,ETHUSDT,4h,2022-02-20T12:00:00+00:00,NULL,UP,-1.0,5.104,5.672,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2022
1,ETHUSDT,4h,2024-04-17T08:00:00+00:00,NULL,DOWN,-1.0,2.799,1.934,0.0,0.0,0.0,0.0,0.0,45,0.0,0,-1,2024
1,ETHUSDT,4h,2025-08-09T16:00:00+00:00,NULL,UP,-1.0,1.288,6.463,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2025
1,ETHUSDT,4h,2022-05-06T08:00:00+00:00,NULL,UP,1.0,13.252,0.778,0.0,0.0,0.0,0.0,0.0,65,0.0,0,-1,2022
1,ETHUSDT,4h,2023-06-24T00:00:00+00:00,NULL,UP,1.0,2.585,2.743,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2022-09-30T04:00:00+00:00,NULL,UP,1.0,2.177,0.944,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2022
1,ETHUSDT,4h,2024-08-01T16:00:00+00:00,NULL,DOWN,-1.0,1.475,17.165,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2024
1,ETHUSDT,4h,2020-08-29T20:00:00+00:00,NULL,DOWN,1.0,11.987,11.992,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2020
1,ETHUSDT,4h,2024-01-15T16:00:00+00:00,NULL,DOWN,1.0,2.413,11.096,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2024
1,ETHUSDT,4h,2021-04-02T12:00:00+00:00,NULL,DOWN,-1.0,2.932,2.702,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2021
1,ETHUSDT,4h,2021-05-05T04:00:00+00:00,NULL,UP,-1.0,0.321,4.381,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2021
1,ETHUSDT,4h,2023-10-14T20:00:00+00:00,NULL,UP,-1.0,1.071,24.05,0.0,0.0,0.0,0.0,0.0,65,0.0,0,1,2023
1,ETHUSDT,4h,2025-08-29T00:00:00+00:00,NULL,DOWN,-1.0,0.098,3.124,0.0,0.0,0.0,0.0,0.0,30,0.0,0,-1,2025
1,ETHUSDT,4h,2020-06-10T16:00:00+00:00,NULL,DOWN,-1.0,0.937,5.766,0.0,0.0,0.0,0.0,0.0,20,0.0,0,1,2020
1,ETHUSDT,4h,2024-07-14T08:00:00+00:00,NULL,DOWN,1.0,8.119,0.754,0.0,0.0,0.0,0.0,0.0,20,0.0,0,-1,2024
1,ETHUSDT,4h,2023-03-15T20:00:00+00:00,NULL,UP,-1.0,0.37,3.988,0.0,0.0,0.0,0.0,0.0,30,0.0,0,1,2023
0,ETHUSDT,6h,2020-06-10T18:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,0.512,6.54,2.46,11.58,-0.004666,0.204,0.89,65,0.74,3,1,2020
0,ETHUSDT,6h,2020-06-24T00:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,7.794,0.176,1.55,5.14,0.013741,0.493,0.829,30,0.4,3,1,2020
0,ETHUSDT,6h,2020-07-28T00:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.904,8.009,2.11,7.56,0.003989,0.305,0.965,65,0.31,3,1,2020
0,ETHUSDT,6h,2020-08-12T18:00:00+00:00,ROUNDING_TOP,DOWN,1.0,5.731,1.674,2.29,8.21,-0.004329,0.242,0.889,65,0.71,2,1,2020
0,ETHUSDT,6h,2020-09-12T00:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,3.153,1.832,3.21,11.97,0.012683,0.341,0.881,45,0.67,2,-1,2020
0,ETHUSDT,6h,2020-09-27T00:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,2.414,0.921,1.87,6.03,0.016592,0.605,0.848,30,0.6,2,-1,2020
0,ETHUSDT,6h,2020-11-07T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,2.575,2.181,1.7,5.89,0.006701,0.514,0.831,45,0.4,3,1,2020
0,ETHUSDT,6h,2020-11-29T12:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.111,3.56,1.7,4.82,0.033963,0.538,0.839,20,0.6,3,1,2020
0,ETHUSDT,6h,2020-12-18T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,4.482,4.777,1.52,5.79,0.005987,0.373,0.858,45,0.36,2,1,2020
0,ETHUSDT,6h,2021-03-03T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,2.43,4.232,2.14,8.9,0.008436,0.307,0.854,45,0.67,2,1,2021
0,ETHUSDT,6h,2021-04-06T00:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,3.033,6.67,1.76,8.31,0.003338,0.194,0.861,65,0.26,3,1,2021
0,ETHUSDT,6h,2021-05-02T06:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.453,18.882,2.23,11.73,0.004215,0.191,0.829,65,0.26,2,-1,2021
0,ETHUSDT,6h,2021-05-28T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,1.619,1.975,1.92,11.92,0.003633,0.136,0.823,65,0.8,0,-1,2021
0,ETHUSDT,6h,2021-09-05T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,11.59,0.575,2.52,9.08,0.004776,0.295,0.867,65,0.32,1,1,2021
0,ETHUSDT,6h,2021-10-10T18:00:00+00:00,ROUNDING_TOP,DOWN,1.0,11.0,0.495,1.66,9.28,-0.00656,0.177,0.9,45,0.76,1,1,2021
0,ETHUSDT,6h,2022-01-12T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,4.254,0.334,2.59,8.83,0.022987,0.5,0.92,30,0.63,2,-1,2022
0,ETHUSDT,6h,2022-01-25T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,5.192,0.453,1.91,6.67,-0.003618,0.367,0.901,65,0.34,1,-1,2022
0,ETHUSDT,6h,2022-03-05T00:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,1.632,1.958,1.94,4.28,-0.038739,0.798,0.878,20,0.45,1,1,2022
0,ETHUSDT,6h,2022-05-20T12:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,3.213,2.047,2.45,15.08,0.004645,0.122,0.918,65,0.83,2,-1,2022
0,ETHUSDT,6h,2022-05-31T00:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,4.712,0.423,1.85,5.3,0.037081,0.621,0.878,20,0.4,2,-1,2022
0,ETHUSDT,6h,2022-06-12T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,1.909,6.86,1.66,6.29,-0.033216,0.355,0.967,20,0.3,1,-1,2022
0,ETHUSDT,6h,2022-06-26T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,6.166,0.233,5.3,19.19,0.010033,0.541,0.914,65,0.62,3,-1,2022
0,ETHUSDT,6h,2022-07-07T18:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,5.19,8.836,2.02,4.92,0.007989,0.832,0.841,45,0.51,3,-1,2022
0,ETHUSDT,6h,2022-07-19T00:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,2.085,3.051,1.84,6.5,0.007278,0.573,0.911,45,0.4,3,1,2022
0,ETHUSDT,6h,2022-07-26T12:00:00+00:00,ROUNDING_TOP,DOWN,1.0,6.611,0.364,2.24,7.18,-0.008859,0.489,0.861,45,0.62,1,1,2022
0,ETHUSDT,6h,2022-08-23T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,2.475,2.444,2.94,7.08,-0.005561,0.703,0.804,65,0.45,1,-1,2022
0,ETHUSDT,6h,2022-08-27T12:00:00+00:00,ROUNDING_TOP,DOWN,1.0,2.904,1.001,1.73,4.69,-0.034588,0.654,0.829,20,0.45,1,-1,2022
0,ETHUSDT,6h,2022-08-30T12:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.024,3.137,1.73,5.44,0.034668,0.536,0.801,20,0.6,2,-1,2022
0,ETHUSDT,6h,2022-09-14T12:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,1.12,6.277,1.83,4.43,-0.016306,0.822,0.889,30,0.53,2,-1,2022
0,ETHUSDT,6h,2022-09-28T18:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,3.161,1.005,2.22,10.56,0.004211,0.245,0.914,65,0.72,2,-1,2022
0,ETHUSDT,6h,2022-10-30T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,11.32,1.597,1.83,7.51,0.003466,0.205,0.906,65,0.26,3,1,2022
0,ETHUSDT,6h,2022-11-20T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,3.653,5.592,4.23,21.53,0.008009,0.158,0.822,65,0.77,2,-1,2022
0,ETHUSDT,6h,2022-12-21T00:00:00+00:00,ROUNDING_BOTTOM,UP,0.0,,,2.16,7.93,0.019163,0.264,0.859,30,0.7,1,1,2022
0,ETHUSDT,6h,2023-01-27T12:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,2.669,2.823,1.55,8.09,-0.002927,0.236,0.805,65,0.71,2,1,2023
0,ETHUSDT,6h,2023-02-16T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,2.859,0.258,2.02,5.76,0.017996,0.741,0.837,30,0.47,2,1,2023
0,ETHUSDT,6h,2023-02-21T12:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,0.326,4.256,1.89,7.59,-0.016835,0.292,0.852,30,0.7,1,1,2023
0,ETHUSDT,6h,2023-03-26T06:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,4.634,2.57,2.79,12.39,-0.005278,0.247,0.902,65,0.71,2,1,2023
0,ETHUSDT,6h,2023-04-22T12:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,1.722,2.001,2.79,5.59,-0.01103,0.812,0.837,45,0.47,1,-1,2023
0,ETHUSDT,6h,2023-06-23T12:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,2.73,1.331,2.63,7.14,0.004978,0.807,0.816,65,0.49,2,1,2023
0,ETHUSDT,6h,2023-07-11T12:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.583,8.749,1.56,6.41,0.013866,0.296,0.877,30,0.7,1,1,2023
0,ETHUSDT,6h,2023-07-30T06:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,6.992,0.86,2.05,15.59,0.003878,0.166,0.842,65,0.77,1,-1,2023
0,ETHUSDT,6h,2023-08-20T06:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,1.828,2.447,1.69,5.32,-0.003207,0.388,0.846,65,0.35,1,-1,2023
0,ETHUSDT,6h,2023-08-30T18:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,7.373,1.006,3.06,9.37,0.005785,0.453,0.843,65,0.62,2,-1,2023
0,ETHUSDT,6h,2023-09-30T18:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,5.69,3.6,1.88,4.97,0.007416,0.663,0.879,45,0.42,3,1,2023
0,ETHUSDT,6h,2023-10-30T18:00:00+00:00,ROUNDING_TOP,DOWN,1.0,12.275,1.195,2.0,10.62,-0.007889,0.156,0.878,45,0.78,2,1,2023
0,ETHUSDT,6h,2024-01-15T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,1.554,2.67,1.75,7.47,-0.01559,0.231,0.83,30,0.7,1,1,2024
0,ETHUSDT,6h,2024-01-27T12:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.893,3.543,1.9,7.69,0.016923,0.175,0.856,30,0.77,1,-1,2024
0,ETHUSDT,6h,2024-02-14T18:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.984,13.184,1.58,8.96,0.002992,0.166,0.949,65,0.22,3,1,2024
0,ETHUSDT,6h,2024-03-17T06:00:00+00:00,ROUNDING_TOP,DOWN,-1.0,0.72,3.767,1.84,5.02,-0.003481,0.539,0.846,65,0.6,0,1,2024
0,ETHUSDT,6h,2024-03-27T18:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,4.301,2.461,2.5,10.24,0.004741,0.354,0.826,65,0.65,0,1,2024
0,ETHUSDT,6h,2024-04-09T00:00:00+00:00,ROUNDING_BOTTOM,UP,1.0,12.849,0.061,2.08,6.9,0.018488,0.489,0.825,30,0.4,3,1,2024
0,ETHUSDT,6h,2024-04-14T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,1.595,1.62,1.62,5.36,-0.014389,0.618,0.832,30,0.43,0,-1,2024
0,ETHUSDT,6h,2024-05-27T18:00:00+00:00,ROUNDING_TOP,UP,1.0,4.395,0.551,1.95,14.84,-0.007689,0.055,0.849,45,1.0,3,1,2024
0,ETHUSDT,6h,2024-06-11T18:00:00+00:00,ROUNDING_TOP,DOWN,1.0,3.298,2.903,1.6,8.04,-0.006321,0.286,0.805,45,0.33,0,1,2024
0,ETHUSDT,6h,2024-07-11T18:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,0.707,6.065,2.2,7.72,0.00869,0.333,0.838,45,0.67,2,-1,2024
0,ETHUSDT,6h,2024-07-26T12:00:00+00:00,ROUNDING_TOP,DOWN,1.0,1.688,12.865,2.02,5.27,-0.003829,0.523,0.801,65,0.6,0,1,2024
0,ETHUSDT,6h,2024-08-10T18:00:00+00:00,ROUNDING_BOTTOM,UP,-1.0,1.122,1.911,2.45,11.6,0.009675,0.176,0.844,45,0.76,0,1,2024
0,ETHUSDT,6h,2024-10-02T18:00:00+00:00,ROUNDING_TOP,DOWN,1.0,4.929,0.822,2.28,6.2,-0.00431,0.572,0.881,65,0.6,0,1,2024
0,ETHUSDT,6h,2024-11-19T00:00:00+00:00,ROUNDING_TOP,DOWN,1.0,8.764,1.143,2.54,10.55,-0.00481,0.237,0.884,65,0.72,2,1,2024
